Rk,Player,Nation,Pos,Squad,Comp,Age,Born
1413,Loïck Landre\Loick-Landre,FRA,DF,Nîmes,fr Ligue 1,28,1992
1414,Michael Langer\Michael-Langer,AUT,GK,Schalke 04,de Bundesliga,35,1985
1415,Manuel Lanzini\Manuel-Lanzini,ARG,MFFW,West Ham,eng Premier League,27,1993
1416,Gianluca Lapadula\Gianluca-Lapadula,PER,FW,Benevento,it Serie A,30,1990
1417,Aymeric Laporte\Aymeric-Laporte,ESP,DF,Manchester City,eng Premier League,26,1994
1418,Julien Laporte\Julien-Laporte,FRA,DF,Lorient,fr Ligue 1,26,1993
1419,Danilo Larangeira\Danilo-Larangeira,BRA,DF,Bologna,it Serie A,36,1984
1420,Gautier Larsonneur\Gautier-Larsonneur,FRA,GK,Brest,fr Ligue 1,23,1997
1421,Kevin Lasagna\Kevin-Lasagna,ITA,FW,Udinese,it Serie A,27,1992
1422,Kevin Lasagna\Kevin-Lasagna,ITA,FW,Hellas Verona,it Serie A,27,1992
1423,Jamaal Lascelles\Jamaal-Lascelles,ENG,DF,Newcastle Utd,eng Premier League,26,1993
1424,Paul Lasne\Paul-Lasne,FRA,MF,Brest,fr Ligue 1,31,1989
1425,Toni Lato\Toni-Lato,ESP,DF,Valencia,es La Liga,22,1997
1426,Danny Latza\Danny-Latza,GER,MF,Mainz 05,de Bundesliga,30,1989
1427,Armand Lauriente\Armand-Lauriente,FRA,FWMF,Lorient,fr Ligue 1,21,1998
1428,Vincent Laurini\Vincent-Laurini,FRA,DF,Parma,it Serie A,31,1989
1429,Lauti\Lauti,URU,MFFW,Celta Vigo,es La Liga,19,2001
1430,Wesley Lautoa\Wesley-Lautoa,NCL,MFDF,Dijon,fr Ligue 1,32,1987
1431,Valentino Lazaro\Valentino-Lazaro,AUT,DFFW,M'Gladbach,de Bundesliga,24,1996
1432,Darko Lazović\Darko-Lazovic,SRB,DF,Hellas Verona,it Serie A,29,1990
1433,Manuel Lazzari\Manuel-Lazzari,ITA,DF,Lazio,it Serie A,26,1993
1434,Jérémy Le Douaron\Jeremy-Le-Douaron,FRA,FWMF,Brest,fr Ligue 1,22,1998
1435,Enzo Le Fée\Enzo-Le-Fee,FRA,MFFW,Lorient,fr Ligue 1,20,2000
1436,Vincent Le Goff\Vincent-Le-Goff,FRA,DF,Lorient,fr Ligue 1,30,1989
1437,Maxime Le Marchand\Maxime-Le-Marchand,FRA,DF,Fulham,eng Premier League,30,1989
1438,Robin Le Normand\Robin-Le-Normand,FRA,DF,Real Sociedad,es La Liga,23,1996
1439,Damien Le Tallec\Damien-Le-Tallec,FRA,MFDF,Montpellier,fr Ligue 1,30,1990
1440,James Lea Siliki\James-Lea-Siliki,CMR,MF,Rennes,fr Ligue 1,24,1996
1441,Rafael Leão\Rafael-Leao,POR,FW,Milan,it Serie A,21,1999
1442,Jean-Louis Leca\Jean-Louis-Leca,FRA,GK,Lens,fr Ligue 1,34,1985
1443,Mathew Leckie\Mathew-Leckie,AUS,FWDF,Hertha BSC,de Bundesliga,29,1991
1444,Benjamin Lecomte\Benjamin-Lecomte,FRA,GK,Monaco,fr Ligue 1,29,1991
1445,Jeremías Ledesma\Jeremias-Ledesma,ARG,GK,Cádiz,es La Liga,27,1993
1446,Pierre Lees-Melou\Pierre-Lees-Melou,FRA,MF,Nice,fr Ligue 1,27,1993
1447,Lucas Leiva\Lucas-Leiva,BRA,MF,Lazio,it Serie A,33,1987
1448,Florian Lejeune\Florian-Lejeune,FRA,DF,Alavés,es La Liga,29,1991
1449,Iñigo Lekue\Inigo-Lekue,ESP,DF,Athletic Club,es La Liga,27,1993
1450,Thomas Lemar\Thomas-Lemar,FRA,MF,Atlético Madrid,es La Liga,24,1995
1451,Mario Lemina\Mario-Lemina,GAB,MF,Fulham,eng Premier League,26,1993
1452,Fabien Lemoine\Fabien-Lemoine,FRA,MF,Lorient,fr Ligue 1,33,1987
1453,Clément Lenglet\Clement-Lenglet,FRA,DF,Barcelona,es La Liga,25,1995
1454,Bernd Leno\Bernd-Leno,GER,GK,Arsenal,eng Premier League,28,1992
1455,Christopher Lenz\Christopher-Lenz,GER,DF,Union Berlin,de Bundesliga,25,1994
1456,Pedro León\Pedro-Leon,ESP,MFFW,Eibar,es La Liga,33,1986
1457,Sergio León\Sergio-Leon,ESP,FW,Levante,es La Liga,31,1989
1458,Lukas Lerager\Lukas-Lerager,DEN,MF,Genoa,it Serie A,27,1993
1459,Mehdi Léris\Mehdi-Leris,FRA,DFMF,Sampdoria,it Serie A,22,1998
1460,Khanya Leshabela\Khanya-Leshabela,RSA,MF,Leicester City,eng Premier League,20,1999
1461,Karlo Letica\Karlo-Letica,CRO,GK,Sampdoria,it Serie A,23,1997
1462,Gaetano Letizia\Gaetano-Letizia,ITA,DF,Benevento,it Serie A,30,1990
1463,Robert Lewandowski\Robert-Lewandowski,POL,FW,Bayern Munich,de Bundesliga,31,1988
1464,Jamal Lewis\Jamal-Lewis,NIR,DF,Newcastle Utd,eng Premier League,22,1998
1465,Aaron Leya Iseka\Aaron-Leya-Iseka,BEL,FW,Metz,fr Ligue 1,22,1997
1466,Yanis Lhery\Yanis-Lhery,FRA,MFFW,Saint-Étienne,fr Ligue 1,17,2003
1467,Dimitri Liénard\Dimitri-Lienard,FRA,MF,Strasbourg,fr Ligue 1,32,1988
1468,Philipp Lienhart\Philipp-Lienhart,AUT,DF,Freiburg,de Bundesliga,24,1996
1469,Matthijs de Ligt\Matthijs-de-Ligt,NED,DF,Juventus,it Serie A,20,1999
1470,Isaac Lihadji\Isaac-Lihadji,FRA,MFDF,Lille,fr Ligue 1,18,2002
1471,Dimitris Limnios\Dimitris-Limnios,GRE,MFFW,Köln,de Bundesliga,22,1998
1472,Victor Lindelöf\Victor-Lindelof,SWE,DF,Manchester Utd,eng Premier League,26,1994
1473,Karol Linetty\Karol-Linetty,POL,MF,Torino,it Serie A,25,1995
1474,Jesse Lingard\Jesse-Lingard,ENG,MFFW,West Ham,eng Premier League,27,1992
1475,Pol Lirola\Pol-Lirola,ESP,DFFW,Fiorentina,it Serie A,22,1997
1476,Pol Lirola\Pol-Lirola,ESP,DF,Marseille,fr Ligue 1,22,1997
1477,Jake Livermore\Jake-Livermore,ENG,MF,West Brom,eng Premier League,30,1989
1478,Diego Llorente\Diego-Llorente,ESP,DF,Leeds United,eng Premier League,26,1993
1479,Diego Llorente\Diego-Llorente,ESP,DF,Real Sociedad,es La Liga,26,1993
1480,Fernando Llorente\Fernando-Llorente,ESP,FW,Udinese,it Serie A,35,1985
1481,Fernando Llorente\Fernando-Llorente,ESP,FWMF,Napoli,it Serie A,35,1985
1482,Marcos Llorente\Marcos-Llorente,ESP,MFDF,Atlético Madrid,es La Liga,25,1995
1483,Hugo Lloris\Hugo-Lloris,FRA,GK,Tottenham,eng Premier League,33,1986
1484,Giovani Lo Celso\Giovani-Lo-Celso,ARG,MF,Tottenham,eng Premier League,24,1996
1485,Stanislav Lobotka\Stanislav-Lobotka,SVK,MF,Napoli,it Serie A,25,1994
1486,Manuel Locatelli\Manuel-Locatelli,ITA,MF,Sassuolo,it Serie A,22,1998
1487,Renan Lodi\Renan-Lodi,BRA,DF,Atlético Madrid,es La Liga,22,1998
1488,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,ENG,FW,Chelsea,eng Premier League,24,1996
1489,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,ENG,MFFW,Fulham,eng Premier League,24,1996
1490,Niklas Lomb\Niklas-Lomb,GER,GK,Leverkusen,de Bundesliga,27,1993
1491,Kevin Long\Kevin-Long,IRL,DF,Burnley,eng Premier League,29,1990
1492,Shane Long\Shane-Long,IRL,FWMF,Southampton,eng Premier League,33,1987
1493,Matthew Longstaff\Matthew-Longstaff,ENG,MF,Newcastle Utd,eng Premier League,20,2000
1494,Sean Longstaff\Sean-Longstaff,ENG,MF,Newcastle Utd,eng Premier League,22,1997
1495,Ademola Lookman\Ademola-Lookman,ENG,FWMF,Fulham,eng Premier League,22,1997
1496,Anthony Lopes\Anthony-Lopes,POR,GK,Lyon,fr Ligue 1,29,1990
1497,Rony Lopes\Rony-Lopes,POR,FWMF,Nice,fr Ligue 1,24,1995
1498,Pedro López Muñoz\Pedro-Lopez-Munoz,ESP,DF,Huesca,es La Liga,36,1983
1499,Adrián López\Adrian-Lopez,ESP,FWMF,Osasuna,es La Liga,32,1988
1500,Javi López\Javi-Lopez,ESP,DFMF,Alavés,es La Liga,18,2002
1501,Maxime Lopez\Maxime-Lopez,FRA,MF,Sassuolo,it Serie A,22,1997
1502,Maxime Lopez\Maxime-Lopez,FRA,FWMF,Marseille,fr Ligue 1,22,1997
1503,Pau López\Pau-Lopez,ESP,GK,Roma,it Serie A,25,1994
1504,Roberto López\Roberto-Lopez,ESP,MFFW,Real Sociedad,es La Liga,20,2000
1505,Unai López\Unai-Lopez,ESP,MF,Athletic Club,es La Liga,24,1995
1506,Dion Lopy\Dion-Lopy,SEN,MF,Reims,fr Ligue 1,18,2002
1507,Jordan Lotomba\Jordan-Lotomba,SUI,DF,Nice,fr Ligue 1,21,1998
1508,Adrien Louveau\Adrien-Louveau,FRA,DFMF,Lens,fr Ligue 1,20,2000
1509,Imran Louza\Imran-Louza,FRA,MF,Nantes,fr Ligue 1,21,1999
1510,Matteo Lovato\Matteo-Lovato,ITA,DF,Hellas Verona,it Serie A,20,2000
1511,Max Lowe\Max-Lowe,ENG,DF,Sheffield Utd,eng Premier League,23,1997
1512,Eduard Löwen\Eduard-Lowen,GER,MFDF,Hertha BSC,de Bundesliga,23,1997
1513,Matthew Lowton\Matthew-Lowton,ENG,DF,Burnley,eng Premier League,31,1989
1514,Anthony Lozano\Anthony-Lozano,HON,FWMF,Cádiz,es La Liga,27,1993
1515,Hirving Lozano\Hirving-Lozano,MEX,FW,Napoli,it Serie A,25,1995
1516,Jan Luca Schuler\Jan-Luca-Schuler,GER,FW,Schalke 04,de Bundesliga,21,1999
1517,Jean Lucas\Jean-Lucas,BRA,MF,Lyon,fr Ligue 1,22,1998
1518,Jean Lucas\Jean-Lucas,BRA,MF,Brest,fr Ligue 1,22,1998
1519,Anderson Lucoqui\Anderson-Lucoqui,ANG,DF,Arminia,de Bundesliga,23,1997
1520,Jeison Lucumí\Jeison-Lucumi,COL,FW,Elche,es La Liga,25,1995
1521,Kilian Ludewig\Kilian-Ludewig,GER,DF,Schalke 04,de Bundesliga,20,2000
1522,José Luis Gayà\Jose-Luis-Gaya,ESP,DF,Valencia,es La Liga,25,1995
1523,José Luis Morales\Jose-Luis-Morales,ESP,FWMF,Levante,es La Liga,33,1987
1524,José Luis Palomino\Jose-Luis-Palomino,ARG,DF,Atalanta,it Serie A,30,1990
1525,Florentino Luís\Florentino-Luis,POR,MF,Monaco,fr Ligue 1,20,1999
1526,Luisinho\Luisinho,POR,DF,Huesca,es La Liga,35,1985
1527,Luismi\Luismi,ESP,MFDF,Elche,es La Liga,28,1992
1528,David Luiz\David-Luiz,BRA,DF,Arsenal,eng Premier League,33,1987
1529,Douglas Luiz\Douglas-Luiz,BRA,MF,Aston Villa,eng Premier League,22,1998
1530,Romelu Lukaku\Romelu-Lukaku,BEL,FW,Inter,it Serie A,27,1993
1531,Dodi Lukebakio\Dodi-Lukebakio,BEL,FWMF,Hertha BSC,de Bundesliga,22,1997
1532,Saša Lukić\Sasa-Lukic,SRB,MF,Torino,it Serie A,23,1996
1533,Senad Lulić\Senad-Lulic,BIH,DFMF,Lazio,it Serie A,34,1986
1534,John Lundstram\John-Lundstram,ENG,MF,Sheffield Utd,eng Premier League,26,1994
1535,Sebastiano Luperto\Sebastiano-Luperto,ITA,DF,Crotone,it Serie A,23,1996
1536,Andreas Luthe\Andreas-Luthe,GER,GK,Union Berlin,de Bundesliga,33,1987
1537,Lyanco\Lyanco,BRA,DF,Torino,it Serie A,23,1997
1538,Charalambos Lykogiannis\Charalambos-Lykogiannis,GRE,DF,Cagliari,it Serie A,26,1993
1539,Yann M'Vila\Yann-MVila,FRA,MFFW,Saint-Étienne,fr Ligue 1,30,1990
1540,Alexis Mac Allister\Alexis-Mac-Allister,ARG,MFFW,Brighton,eng Premier League,21,1998
1541,Darwin Machís\Darwin-Machis,VEN,FWMF,Granada,es La Liga,27,1993
1542,Tim Maciejewski\Tim-Maciejewski,GER,MF,Union Berlin,de Bundesliga,19,2001
1543,Luca Mack\Luca-Mack,GER,MF,Stuttgart,de Bundesliga,20,2000
1544,Yvann Macon\Yvann-Macon,FRA,DF,Saint-Étienne,fr Ligue 1,21,1998
1545,James Maddison\James-Maddison,ENG,MFFW,Leicester City,eng Premier League,23,1996
1546,Mikail Maden\Mikail-Maden,NOR,FW,Schalke 04,de Bundesliga,18,2002
1547,Pablo Maffeo\Pablo-Maffeo,ESP,DF,Huesca,es La Liga,23,1997
1548,Lisandro Magallán\Lisandro-Magallan,ARG,DF,Crotone,it Serie A,26,1993
1549,Christian Maggio\Christian-Maggio,ITA,DF,Benevento,it Serie A,38,1982
1550,Giulio Maggiore\Giulio-Maggiore,ITA,MF,Spezia,it Serie A,22,1998
1551,Francesco Magnanelli\Francesco-Magnanelli,ITA,MF,Sassuolo,it Serie A,35,1984
1552,Giangiacomo Magnani\Giangiacomo-Magnani,ITA,DF,Hellas Verona,it Serie A,24,1995
1553,Hugo Magnetti\Hugo-Magnetti,FRA,MF,Brest,fr Ligue 1,22,1998
1554,Harry Maguire\Harry-Maguire,ENG,DF,Manchester Utd,eng Premier League,27,1993
1555,Abdallahi Mahmoud\Abdallahi-Mahmoud,MTN,MF,Alavés,es La Liga,20,2000
1556,Hicham Mahou\Hicham-Mahou,FRA,DF,Nice,fr Ligue 1,21,1999
1557,Riyad Mahrez\Riyad-Mahrez,ALG,FW,Manchester City,eng Premier League,29,1991
1558,Arne Maier\Arne-Maier,GER,MF,Arminia,de Bundesliga,21,1999
1559,Arne Maier\Arne-Maier,GER,MF,Hertha BSC,de Bundesliga,21,1999
1560,Habib Maïga\Habib-Maiga,CIV,MF,Metz,fr Ligue 1,24,1996
1561,Mike Maignan\Mike-Maignan,FRA,GK,Lille,fr Ligue 1,24,1995
1562,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,ENG,DF,Arsenal,eng Premier League,22,1997
1563,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,ENG,MF,West Brom,eng Premier League,22,1997
1564,Josh Maja\Josh-Maja,NGA,FWMF,Fulham,eng Premier League,21,1998
1565,Josh Maja\Josh-Maja,NGA,FW,Bordeaux,fr Ligue 1,21,1998
1566,Radosław Majecki\Radoslaw-Majecki,POL,GK,Monaco,fr Ligue 1,20,1999
1567,Abdul Majeed Waris\Abdul-Majeed-Waris,GHA,FWMF,Strasbourg,fr Ligue 1,28,1991
1568,Marco Majouga\Marco-Majouga,FRA,FWMF,Nîmes,fr Ligue 1,19,2001
1569,Jean-Victor Makengo\Jean-Victor-Makengo,FRA,MF,Udinese,it Serie A,22,1998
1570,Nemanja Maksimović\Nemanja-Maksimovic,SRB,MF,Getafe,es La Liga,25,1995
1571,Nikola Maksimović\Nikola-Maksimovic,SRB,DF,Napoli,it Serie A,28,1991
1572,Adilson Malanda\Adilson-Malanda,FRA,MF,Nîmes,fr Ligue 1,18,2001
1573,Filip Malbašić\Filip-Malbasic,SRB,FWMF,Cádiz,es La Liga,27,1992
1574,Kévin Malcuit\Kevin-Malcuit,MAR,DF,Fiorentina,it Serie A,29,1991
1575,Kévin Malcuit\Kevin-Malcuit,MAR,MFFW,Napoli,it Serie A,29,1991
1576,Daniel Maldini\Daniel-Maldini,ITA,FWMF,Milan,it Serie A,18,2001
1577,Ruslan Malinovskyi\Ruslan-Malinovskyi,UKR,FWMF,Atalanta,it Serie A,27,1993
1578,Yunus Mallı\Yunus-Malli,TUR,MF,Wolfsburg,de Bundesliga,28,1992
1579,Hugo Mallo\Hugo-Mallo,ESP,DF,Celta Vigo,es La Liga,29,1991
1580,Mickael Malsa\Mickael-Malsa,MTQ,MF,Levante,es La Liga,24,1995
1581,Dennis Man\Dennis-Man,ROU,FWMF,Parma,it Serie A,21,1998
1582,Hianga Mananga Mbock\Hianga-Mananga-Mbock,FRA,MF,Brest,fr Ligue 1,20,1999
1583,Vincent Manceau\Vincent-Manceau,FRA,DF,Angers,fr Ligue 1,31,1989
1584,Gianluca Mancini\Gianluca-Mancini,ITA,DF,Roma,it Serie A,24,1996
1585,Steve Mandanda\Steve-Mandanda,FRA,GK,Marseille,fr Ligue 1,35,1985
1586,Reinildo Mandava\Reinildo-Mandava,MOZ,DF,Lille,fr Ligue 1,26,1994
1587,Aïssa Mandi\Aissa-Mandi,ALG,DF,Betis,es La Liga,28,1991
1588,Rolando Mandragora\Rolando-Mandragora,ITA,MF,Udinese,it Serie A,23,1997
1589,Rolando Mandragora\Rolando-Mandragora,ITA,MF,Torino,it Serie A,23,1997
1590,Mario Mandžukić\Mario-Mandzukic,CRO,FW,Milan,it Serie A,34,1986
1591,Sadio Mané\Sadio-Mane,SEN,FW,Liverpool,eng Premier League,28,1992
1592,Niccolò Manfredini\Niccolo-Manfredini,ITA,GK,Benevento,it Serie A,32,1988
1593,Eliaquim Mangala\Eliaquim-Mangala,FRA,DF,Valencia,es La Liga,29,1991
1594,Orel Mangala\Orel-Mangala,BEL,MF,Stuttgart,de Bundesliga,22,1998
1595,Thomas Mangani\Thomas-Mangani,FRA,MF,Angers,fr Ligue 1,33,1987
1596,Vito Mannone\Vito-Mannone,ITA,GK,Monaco,fr Ligue 1,32,1988
1597,Kostas Manolas\Kostas-Manolas,GRE,DF,Napoli,it Serie A,29,1991
1598,Javier Manquillo\Javier-Manquillo,ESP,DF,Newcastle Utd,eng Premier League,26,1994
1599,Juan Manuel Ramos\Juan-Manuel-Ramos,URU,DF,Spezia,it Serie A,23,1996
1600,Myziane Maolida\Myziane-Maolida,FRA,FWMF,Nice,fr Ligue 1,21,1999
1601,Faitout Maouassa\Faitout-Maouassa,FRA,DF,Rennes,fr Ligue 1,22,1998
1602,Sekou Mara\Sekou-Mara,FRA,FW,Bordeaux,fr Ligue 1,18,2002
1603,Maranhão\Maranhao,BRA,FW,Valladolid,es La Liga,23,1996
1604,Fernando Marçal\Fernando-Marcal,BRA,DF,Wolves,eng Premier League,31,1989
1605,Fernando Marçal\Fernando-Marcal,BRA,DF,Lyon,fr Ligue 1,31,1989
1606,Marcelo\Marcelo,BRA,DF,Real Madrid,es La Liga,32,1988
1607,Marcelo\Marcelo,BRA,DF,Lyon,fr Ligue 1,33,1987
1608,Solly March\Solly-March,ENG,DF,Brighton,eng Premier League,26,1994
1609,Federico Marchetti\Federico-Marchetti,ITA,GK,Genoa,it Serie A,37,1983
1610,Riccardo Marchizza\Riccardo-Marchizza,ITA,DF,Spezia,it Serie A,22,1998
1611,Gian Marco Ferrari\Gian-Marco-Ferrari,ITA,DF,Sassuolo,it Serie A,28,1992
1612,Iván Marcone\Ivan-Marcone,ARG,MF,Elche,es La Liga,30,1990
1613,Óscar de Marcos\Oscar-de-Marcos,ESP,DFMF,Athletic Club,es La Liga,31,1989
1614,Dario Maresic\Dario-Maresic,AUT,DF,Reims,fr Ligue 1,20,1999
1615,José Mari\Jose-Mari,ESP,MF,Cádiz,es La Liga,32,1987
1616,Pablo Marí\Pablo-Mari,ESP,DF,Arsenal,eng Premier League,26,1993
1617,José María Giménez\Jose-Maria-Gimenez,URU,DF,Atlético Madrid,es La Liga,25,1995
1618,Mariano\Mariano,DOM,FW,Real Madrid,es La Liga,26,1993
1619,Jordan Marié\Jordan-Marie,FRA,MF,Dijon,fr Ligue 1,28,1991
1620,Adrián Marín\Adrian-Marin,ESP,DFMF,Alavés,es La Liga,23,1997
1621,Adrián Marín\Adrian-Marin,ESP,DFFW,Granada,es La Liga,23,1997
1622,Răzvan Marin\Razvan-Marin,ROU,MF,Cagliari,it Serie A,24,1996
1623,Guillermo Maripán\Guillermo-Maripan,CHI,DF,Monaco,fr Ligue 1,26,1994
1624,Marlon\Marlon,BRA,DF,Sassuolo,it Serie A,24,1995
1625,Omar Marmoush\Omar-Marmoush,EGY,FW,Wolfsburg,de Bundesliga,21,1999
1626,Marquinhos\Marquinhos,BRA,DF,Paris S-G,fr Ligue 1,26,1994
1627,Luca Marrone\Luca-Marrone,ITA,DF,Crotone,it Serie A,30,1990
1628,Roger Martí\Roger-Marti,ESP,FW,Levante,es La Liga,29,1991
1629,Anthony Martial\Anthony-Martial,FRA,FW,Manchester Utd,eng Premier League,24,1995
1630,Aarón Martín\Aaron-Martin,ESP,DF,Celta Vigo,es La Liga,23,1997
1631,Aarón Martín\Aaron-Martin,ESP,DF,Mainz 05,de Bundesliga,23,1997
1632,Álex Martín\Alex-Martin,ESP,DF,Cádiz,es La Liga,22,1998
1633,Jonas Martin\Jonas-Martin,FRA,MF,Rennes,fr Ligue 1,30,1990
1634,Martinelli\Martinelli,BRA,FW,Arsenal,eng Premier League,19,2001
1635,Lucas Martínez Quarta\Lucas-Martinez-Quarta,ARG,DF,Fiorentina,it Serie A,24,1996
1636,Emiliano Martínez\Emiliano-Martinez,ARG,GK,Aston Villa,eng Premier League,27,1992
1637,Iñigo Martínez\Inigo-Martinez,ESP,DF,Athletic Club,es La Liga,29,1991
1638,Javi Martínez\Javi-Martinez,ESP,MFFW,Osasuna,es La Liga,20,1999
1639,Javi Martínez\Javi-Martinez,ESP,DFMF,Bayern Munich,de Bundesliga,31,1988
1640,Josep Martinez\Josep-Martinez,ESP,GK,RB Leipzig,de Bundesliga,22,1998
1641,Lautaro Martínez\Lautaro-Martinez,ARG,FW,Inter,it Serie A,22,1997
1642,Pablo Martinez\Pablo-Martinez,FRA,DF,Nîmes,fr Ligue 1,31,1989
1643,Gelson Martins\Gelson-Martins,POR,MFFW,Monaco,fr Ligue 1,25,1995
1644,Adam Marušić\Adam-Marusic,MNE,DF,Lazio,it Serie A,27,1992
1645,Sylvain Marveaux\Sylvain-Marveaux,FRA,MFFW,Lorient,fr Ligue 1,34,1986
1646,Marvin\Marvin,ESP,DFFW,Real Madrid,es La Liga,20,2000
1647,Omar Mascarell\Omar-Mascarell,ESP,MF,Schalke 04,de Bundesliga,27,1993
1648,Andrea Masiello\Andrea-Masiello,ITA,DF,Genoa,it Serie A,34,1986
1649,Jordi Masip\Jordi-Masip,ESP,GK,Valladolid,es La Liga,31,1989
1650,Roberto Massimo\Roberto-Massimo,GER,DFFW,Stuttgart,de Bundesliga,19,2000
1651,Giuseppe Mastinu\Giuseppe-Mastinu,ITA,FW,Spezia,it Serie A,28,1991
1652,Arthur Masuaku\Arthur-Masuaku,COD,DFFW,West Ham,eng Premier League,26,1993
1653,Jaime Mata\Jaime-Mata,ESP,FW,Getafe,es La Liga,31,1988
1654,Juan Mata\Juan-Mata,ESP,FWMF,Manchester Utd,eng Premier League,32,1988
1655,Pape Matar Sarr\Pape-Matar-Sarr,SEN,MF,Metz,fr Ligue 1,17,2002
1656,Eliot Matazo\Eliot-Matazo,BEL,MF,Monaco,fr Ligue 1,18,2002
1657,Jean-Philippe Mateta\Jean-Philippe-Mateta,FRA,FW,Crystal Palace,eng Premier League,23,1997
1658,Jean-Philippe Mateta\Jean-Philippe-Mateta,FRA,FW,Mainz 05,de Bundesliga,23,1997
1659,Nemanja Matić\Nemanja-Matic,SRB,MF,Manchester Utd,eng Premier League,31,1988
1660,Joël Matip\Joel-Matip,CMR,DF,Liverpool,eng Premier League,28,1991
1661,Rabbi Matondo\Rabbi-Matondo,WAL,FWMF,Schalke 04,de Bundesliga,19,2000
1662,Ryder Matos\Ryder-Matos,BRA,MF,Udinese,it Serie A,27,1993
1663,Henning Matriciani\Henning-Matriciani,GER,DF,Schalke 04,de Bundesliga,20,2000
1664,Chrislain Matsima\Chrislain-Matsima,FRA,DF,Monaco,fr Ligue 1,18,2002
1665,Federico Mattiello\Federico-Mattiello,ITA,DF,Spezia,it Serie A,25,1995
1666,Neal Maupay\Neal-Maupay,FRA,FWMF,Brighton,eng Premier League,23,1996
1667,Tony Mauricio\Tony-Mauricio,FRA,MF,Lens,fr Ligue 1,26,1994
1668,Stephy Mavididi\Stephy-Mavididi,ENG,FWMF,Montpellier,fr Ligue 1,22,1998
1669,Konstantinos Mavropanos\Konstantinos-Mavropanos,GRE,DF,Stuttgart,de Bundesliga,22,1997
1670,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,CMR,FWMF,Bayern Munich,de Bundesliga,31,1989
1671,Borja Mayoral\Borja-Mayoral,ESP,FW,Roma,it Serie A,23,1997
1672,Borja Mayoral\Borja-Mayoral,ESP,FW,Real Madrid,es La Liga,23,1997
1673,Youssef Maziz\Youssef-Maziz,FRA,MFFW,Metz,fr Ligue 1,22,1998
1674,Antonio Mazzotta\Antonio-Mazzotta,ITA,DF,Crotone,it Serie A,30,1989
1675,Kevin Mbabu\Kevin-Mbabu,SUI,DF,Wolfsburg,de Bundesliga,25,1995
1676,Kylian Mbappé\Kylian-Mbappe,FRA,FW,Paris S-G,fr Ligue 1,21,1998
1677,Ibrahima Mbaye\Ibrahima-Mbaye,SEN,DF,Bologna,it Serie A,25,1994
1678,Jean-Manuel Mbom\Jean-Manuel-Mbom,GER,MFDF,Werder Bremen,de Bundesliga,20,2000
1679,Nathanael Mbuku\Nathanael-Mbuku,FRA,MFFW,Reims,fr Ligue 1,18,2002
1680,James McArthur\James-McArthur,SCO,MF,Crystal Palace,eng Premier League,32,1987
1681,Oliver McBurnie\Oliver-McBurnie,SCO,FW,Sheffield Utd,eng Premier League,24,1996
1682,Alex McCarthy\Alex-McCarthy,ENG,GK,Southampton,eng Premier League,30,1989
1683,James McCarthy\James-McCarthy,IRL,MF,Crystal Palace,eng Premier League,29,1990
1684,John McGinn\John-McGinn,SCO,MF,Aston Villa,eng Premier League,25,1994
1685,David McGoldrick\David-McGoldrick,IRL,FWMF,Sheffield Utd,eng Premier League,32,1987
1686,Weston McKennie\Weston-McKennie,USA,MF,Juventus,it Serie A,21,1998
1687,Dwight McNeil\Dwight-McNeil,ENG,MF,Burnley,eng Premier League,20,1999
1688,Scott McTominay\Scott-McTominay,SCO,MF,Manchester Utd,eng Premier League,23,1996
1689,Gary Medel\Gary-Medel,CHI,DFMF,Bologna,it Serie A,32,1987
1690,Facundo Medina\Facundo-Medina,ARG,DF,Lens,fr Ligue 1,21,1999
1691,Nathan de Medina\Nathan-de-Medina,BEL,DF,Arminia,de Bundesliga,22,1997
1692,Ben Mee\Ben-Mee,ENG,DF,Burnley,eng Premier League,30,1989
1693,Joshua Mees\Joshua-Mees,GER,FW,Union Berlin,de Bundesliga,24,1996
1694,Admir Mehmedi\Admir-Mehmedi,SUI,MFFW,Wolfsburg,de Bundesliga,29,1991
1695,Soualiho Meïté\Soualiho-Meite,FRA,MF,Torino,it Serie A,26,1994
1696,Soualiho Meïté\Soualiho-Meite,FRA,MF,Milan,it Serie A,26,1994
1697,Hannibal Mejbri\Hannibal-Mejbri,FRA,MF,Manchester Utd,eng Premier League,17,2003
1698,Farid El Melali\Farid-El-Melali,ALG,FWMF,Angers,fr Ligue 1,23,1997
1699,Filippo Melegoni\Filippo-Melegoni,ITA,MFDF,Genoa,it Serie A,21,1999
1700,Gonzalo Melero\Gonzalo-Melero,ESP,MFFW,Levante,es La Liga,26,1994
1701,Birger Meling\Birger-Meling,NOR,DF,Nîmes,fr Ligue 1,25,1994
1702,Arthur Melo\Arthur-Melo,BRA,MF,Juventus,it Serie A,23,1996
1703,Houboulang Mendes\Houboulang-Mendes,FRA,DF,Lorient,fr Ligue 1,22,1998
1704,Pedro Mendes\Pedro-Mendes,POR,DF,Montpellier,fr Ligue 1,29,1990
1705,Thiago Mendes\Thiago-Mendes,BRA,MF,Lyon,fr Ligue 1,28,1992
