Unnamed: 0,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,01-Mar,PPA,CrsPA,Prog
1491,181,255,71,4324,1387,41,50,82,91,116,78.4,46,80,57.5,0,0,0,0,9,2,0,15
1492,38,59,64.4,494,168,27,34,79.4,8,16,50,2,2,100,0,0,0,0,3,0,0,4
1493,117,148,79.1,2121,341,53,64,82.8,44,50,88,19,30,63.3,0,0.1,-0.1,2,4,1,1,3
1494,451,571,79,9464,2178,173,196,88.3,176,200,88,89,147,60.5,1,1.1,-0.1,11,41,2,1,40
1495,880,1168,75.3,14977,4309,419,491,85.3,351,426,82.4,86,178,48.3,4,5.2,-1.2,60,46,42,5,105
1496,971,1176,82.6,28155,15887,159,161,98.8,438,442,99.1,372,570,65.3,0,0,0,0,12,1,0,5
1497,590,775,76.1,9618,2500,325,365,89,190,240,79.2,60,127,47.2,1,3.4,-2.4,36,32,21,9,49
1498,549,671,81.8,10485,3952,234,263,89,232,267,86.9,79,123,64.2,1,0.8,0.2,7,37,13,8,46
1499,134,184,72.8,1870,417,81,100,81,43,61,70.5,6,12,50,1,0.8,0.2,5,10,6,0,17
1500,113,146,77.4,2187,797,51,59,86.4,44,55,80,16,28,57.1,0,0.1,-0.1,3,4,4,2,7
1501,1589,1719,92.4,25276,5659,861,897,96,559,590,94.7,125,167,74.9,0,1,-1,20,143,28,0,107
1502,46,57,80.7,665,189,27,29,93.1,15,20,75,2,2,100,0,0.2,-0.2,1,7,1,0,5
1503,531,663,80.1,14083,8084,103,105,98.1,264,266,99.2,161,289,55.7,0,0,0,0,0,0,0,1
1504,189,249,75.9,3326,918,93,105,88.6,68,87,78.2,24,45,53.3,0,1.7,-1.7,10,22,6,1,22
1505,845,1006,84,18541,4225,288,323,89.2,344,387,88.9,200,267,74.9,0,1.2,-1.2,17,100,17,4,73
1506,95,109,87.2,1875,258,36,38,94.7,40,44,90.9,17,24,70.8,0,0.1,-0.1,2,6,3,1,7
1507,1185,1445,82,18546,5969,627,705,88.9,462,539,85.7,65,136,47.8,0,1.6,-1.6,14,64,13,6,74
1508,5,5,100,91,20,1,1,100,4,4,100,0,0,0,0,0,0,0,0,0,0,0
1509,1038,1323,78.5,19160,5267,470,527,89.2,374,442,84.6,153,289,52.9,2,2.2,-0.2,23,118,12,2,101
1510,513,632,81.2,10584,3002,160,190,84.2,256,294,87.1,87,129,67.4,0,0.1,-0.1,5,34,2,0,28
1511,145,223,65,2360,772,79,99,79.8,50,75,66.7,13,34,38.2,0,0.2,-0.2,3,14,5,1,16
1512,52,70,74.3,979,239,19,24,79.2,28,35,80,4,7,57.1,0,0,0,0,3,2,1,3
1513,1031,1498,68.8,20277,9177,479,529,90.5,358,498,71.9,181,430,42.1,1,2.3,-1.3,24,120,43,10,131
1514,170,278,61.2,2437,659,99,133,74.4,54,90,60,9,25,36,1,1,0,10,28,10,2,23
1515,460,635,72.4,6786,1459,270,330,81.8,150,210,71.4,24,52,46.2,3,4.6,-1.6,39,18,28,12,39
1516,7,13,53.8,68,3,5,10,50,1,2,50,0,0,0,0,0,0,0,0,0,0,0
1517,111,130,85.4,2334,498,41,42,97.6,50,57,87.7,19,27,70.4,0,0,0,1,10,1,0,12
1518,575,647,88.9,11074,2179,232,252,92.1,237,261,90.8,93,116,80.2,2,1.1,0.9,10,39,6,1,42
1519,501,736,68.1,9404,3647,199,239,83.3,236,331,71.3,57,120,47.5,0,0.1,-0.1,6,36,6,0,49
1520,8,11,72.7,106,2,4,5,80,3,3,100,0,0,0,0,0,0,0,0,0,0,0
1521,220,294,74.8,3616,1738,112,131,85.5,89,111,80.2,16,34,47.1,0,0.3,-0.3,5,10,8,3,24
1522,1184,1515,78.2,23258,7442,425,497,85.5,589,677,87,156,295,52.9,7,4.7,2.3,38,66,38,17,100
1523,508,738,68.8,9024,2257,237,291,81.4,193,270,71.5,63,124,50.8,3,3.6,-0.6,33,38,29,8,53
1524,1251,1489,84,25302,8055,391,425,92,663,731,90.7,180,297,60.6,2,0.9,1.1,9,88,3,0,87
1525,138,161,85.7,2686,616,43,48,89.6,74,80,92.5,17,25,68,0,0.2,-0.2,3,19,4,0,11
1526,100,119,84,1830,617,46,50,92,43,53,81.1,11,14,78.6,0,0,0,0,5,1,0,8
1527,94,109,86.2,2239,518,24,26,92.3,43,49,87.8,25,32,78.1,0,0,0,0,8,0,0,4
1528,807,965,83.6,18737,5266,176,193,91.2,442,474,93.2,183,279,65.6,0,0.4,-0.4,2,66,8,0,61
1529,1213,1431,84.8,25157,5670,426,472,90.3,536,596,89.9,226,302,74.8,2,1.5,0.5,19,127,15,3,106
1530,555,765,72.5,7500,1619,350,425,82.4,124,190,65.3,36,56,64.3,11,7.8,3.2,50,35,39,4,69
1531,400,533,75,7384,1332,184,234,78.6,147,186,79,55,77,71.4,5,2.5,2.5,21,23,13,6,34
1532,648,807,80.3,10570,2573,337,384,87.8,248,294,84.4,48,81,59.3,0,1.6,-1.6,24,47,18,7,57
1533,252,347,72.6,4796,1549,112,132,84.8,106,132,80.3,33,69,47.8,0,0.8,-0.8,4,15,8,4,23
1534,843,1041,81,15138,3357,392,423,92.7,335,380,88.2,95,191,49.7,2,1.2,0.8,19,59,12,2,59
1535,809,979,82.6,16249,6162,252,276,91.3,462,502,92,92,184,50,0,0.4,-0.4,7,55,1,0,65
1536,815,1138,71.6,25018,16035,142,144,98.6,363,371,97.8,309,621,49.8,0,0,0,0,10,0,0,0
1537,1078,1247,86.4,24751,7448,264,281,94,571,610,93.6,231,336,68.8,0,0.3,-0.3,4,64,5,1,64
1538,822,1194,68.8,15474,7258,312,363,86,414,549,75.4,84,217,38.7,2,1.5,0.5,13,65,16,8,81
1539,13,15,86.7,222,39,6,6,100,5,7,71.4,1,1,100,0,0,0,0,0,0,0,0
1540,323,407,79.4,5542,1298,153,182,84.1,123,148,83.1,35,48,72.9,1,2.4,-1.4,15,24,17,0,36
1541,345,558,61.8,6400,2114,167,215,77.7,111,162,68.5,57,140,40.7,5,4.2,0.8,26,29,16,10,32
1542,2,3,66.7,41,2,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0
1543,2,3,66.7,27,10,2,2,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1544,241,320,75.3,3956,1794,140,157,89.2,75,97,77.3,24,53,45.3,1,0.1,0.9,1,12,3,1,16
1545,863,1116,77.3,15126,4144,432,490,88.2,304,364,83.5,107,205,52.2,5,5.3,-0.3,52,86,35,5,101
1546,2,2,100,28,0,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0
1547,750,1078,69.6,14375,5518,316,373,84.7,317,420,75.5,105,226,46.5,4,2,2,17,51,27,15,68
1548,916,1097,83.5,18141,7715,301,335,89.9,484,555,87.2,116,174,66.7,2,0.5,1.5,10,67,4,0,69
1549,110,144,76.4,1808,907,56,66,84.8,46,56,82.1,7,16,43.8,0,0,0,0,4,0,0,8
1550,578,824,70.1,9944,2769,290,367,79,207,283,73.1,62,125,49.6,1,2.3,-1.3,14,56,18,2,70
1551,355,417,85.1,6718,1413,153,168,91.1,148,174,85.1,49,64,76.6,0,0.3,-0.3,3,35,2,0,28
1552,471,590,79.8,10163,2538,140,164,85.4,231,271,85.2,94,139,67.6,0,0,0,1,25,3,1,30
1553,290,343,84.5,6339,1396,93,105,88.6,135,150,90,59,81,72.8,0,0.4,-0.4,3,28,0,0,23
1554,1904,2139,89,42647,12352,484,532,91,1024,1097,93.3,382,483,79.1,1,0.3,0.7,7,194,8,1,104
1555,13,18,72.2,194,61,6,8,75,5,6,83.3,1,2,50,0,0,0,1,2,0,0,0
1556,12,18,66.7,234,60,5,6,83.3,5,9,55.6,2,3,66.7,0,0,0,1,0,0,0,1
1557,914,1086,84.2,14949,3136,491,535,91.8,339,390,86.9,68,113,60.2,6,5.9,0.1,41,35,52,6,88
1558,306,419,73,6236,1365,113,138,81.9,129,164,78.7,60,99,60.6,0,1.4,-1.4,12,21,10,1,29
1559,20,21,95.2,463,108,5,5,100,12,12,100,3,4,75,0,0.2,-0.2,1,2,1,0,3
1560,1196,1440,83.1,23394,5827,463,531,87.2,559,627,89.2,162,254,63.8,3,2.1,0.9,27,122,9,4,123
1561,777,1070,72.6,22007,13765,161,161,100,372,375,99.2,232,521,44.5,0,0.2,-0.2,2,11,2,0,5
1562,226,288,78.5,4033,1102,109,126,86.5,93,108,86.1,22,42,52.4,0,0.2,-0.2,3,15,3,1,14
1563,307,402,76.4,4599,1301,170,206,82.5,91,119,76.5,27,41,65.9,0,0.7,-0.7,5,18,8,1,34
1564,157,179,87.7,2511,198,84,93,90.3,53,56,94.6,14,15,93.3,0,1.1,-1.1,8,4,4,0,7
1565,165,187,88.2,2118,264,107,114,93.9,43,51,84.3,5,7,71.4,0,0.6,-0.6,9,8,3,0,6
1566,25,37,67.6,605,275,4,4,100,16,17,94.1,5,16,31.3,0,0,0,0,0,0,0,0
1567,106,140,75.7,1595,220,63,76,82.9,33,39,84.6,7,13,53.8,0,0,0,0,4,1,1,5
1568,23,33,69.7,348,58,11,15,73.3,9,10,90,1,2,50,0,0.3,-0.3,3,1,0,0,0
1569,165,205,80.5,2776,740,86,99,86.9,62,71,87.3,13,20,65,0,0,0,1,18,2,0,23
1570,581,756,76.9,9928,2168,249,298,83.6,216,277,78,67,110,60.9,0,1.1,-1.1,19,45,18,7,53
1571,888,947,93.8,20265,5784,195,208,93.8,513,529,97,177,200,88.5,0,0.1,-0.1,3,37,0,0,42
1572,4,6,66.7,93,6,1,1,100,1,3,33.3,1,1,100,0,0,0,0,0,0,0,0
1573,96,174,55.2,1619,454,45,66,68.2,40,62,64.5,8,24,33.3,1,0,1,1,9,4,2,14
1574,64,91,70.3,972,263,38,40,95,23,34,67.6,3,10,30,0,0.1,-0.1,1,5,1,0,6
1575,21,24,87.5,381,84,9,10,90,10,11,90.9,2,3,66.7,0,0,0,0,2,2,0,3
1576,15,17,88.2,268,100,7,7,100,5,7,71.4,2,2,100,0,0,0,0,2,1,1,2
1577,857,1149,74.6,17113,5315,324,393,82.4,379,463,81.9,134,235,57,12,9.7,2.3,75,87,56,6,154
1578,11,13,84.6,204,62,4,4,100,6,7,85.7,1,2,50,0,0.1,-0.1,2,2,1,0,2
1579,1339,1741,76.9,23283,9748,656,741,88.5,537,680,79,128,261,49,1,2.3,-1.3,15,79,27,10,128
1580,1171,1365,85.8,22976,5968,460,499,92.2,523,589,88.8,176,249,70.7,0,0.4,-0.4,11,107,9,1,111
1581,220,261,84.3,3595,999,119,135,88.1,78,94,83,19,23,82.6,1,0.3,0.7,4,20,9,3,28
1582,203,222,91.4,4503,712,57,61,93.4,96,102,94.1,47,52,90.4,0,0,0,1,19,1,0,9
1583,1290,1597,80.8,23361,10331,600,662,90.6,539,637,84.6,141,267,52.8,0,1.2,-1.2,14,73,25,10,117
1584,1751,1988,88.1,36522,10980,529,572,92.5,923,991,93.1,284,391,72.6,2,0.9,1.1,7,146,13,4,129
1585,942,1324,71.1,26427,16677,190,190,100,457,464,98.5,291,665,43.8,0,0,0,0,12,1,0,0
1586,1259,1564,80.5,20999,6902,631,684,92.3,513,605,84.8,93,211,44.1,0,1.3,-1.3,15,84,27,14,103
1587,1378,1496,92.1,31221,10170,361,384,94,690,726,95,317,368,86.1,1,0.1,0.9,3,48,2,0,55
1588,131,165,79.4,2263,565,61,69,88.4,58,66,87.9,10,20,50,0,0.2,-0.2,4,10,6,1,18
1589,600,736,81.5,10913,2548,262,297,88.2,247,282,87.6,77,129,59.7,1,0.6,0.4,14,50,9,3,41
1590,37,57,64.9,513,170,22,33,66.7,13,16,81.3,1,3,33.3,0,0.1,-0.1,2,1,0,0,2
1591,802,1064,75.4,13522,2878,405,502,80.7,287,361,79.5,88,124,71,7,5.7,1.3,57,37,67,10,105
1592,25,31,80.6,629,296,5,6,83.3,11,11,100,9,14,64.3,0,0,0,0,0,0,0,0
1593,73,105,69.5,1378,452,27,34,79.4,38,46,82.6,7,19,36.8,0,0,0,0,3,0,0,2
1594,881,1040,84.7,15174,4051,412,464,88.8,378,426,88.7,75,108,69.4,3,1.5,1.5,16,69,12,1,81
1595,1676,2052,81.7,34126,10812,661,729,90.7,701,796,88.1,290,478,60.7,3,3,0,40,191,22,4,200
1596,201,287,70,6334,3749,22,22,100,98,99,99,81,166,48.8,0,0,0,0,1,0,0,1
1597,1424,1523,93.5,31255,7747,378,400,94.5,744,765,97.3,284,335,84.8,0,0.4,-0.4,5,42,4,1,52
1598,296,400,74,4706,2027,172,187,92,92,133,69.2,25,56,44.6,0,0.2,-0.2,4,15,4,2,21
1599,126,161,78.3,2302,855,57,65,87.7,50,57,87.7,17,28,60.7,0,0.2,-0.2,4,3,3,1,5
1600,274,365,75.1,4010,941,170,199,85.4,76,98,77.6,17,34,50,1,1.7,-0.7,15,16,16,7,30
1601,640,818,78.2,11701,3704,295,335,88.1,261,316,82.6,77,134,57.5,1,1.2,-0.2,11,42,11,7,52
1602,38,67,56.7,567,128,19,30,63.3,16,25,64,1,3,33.3,2,0.4,1.6,2,1,1,0,3
1603,132,214,61.7,2134,431,73,102,71.6,38,68,55.9,14,22,63.6,1,0.6,0.4,6,10,0,0,13
1604,306,370,82.7,5445,2032,157,168,93.5,114,136,83.8,34,56,60.7,0,0.2,-0.2,4,15,2,1,24
1605,64,71,90.1,1602,493,18,19,94.7,22,23,95.7,22,27,81.5,0,0,0,0,13,2,1,13
1606,705,870,81,11888,4052,382,425,89.9,242,278,87.1,66,132,50,2,1.2,0.8,16,76,25,9,81
1607,1801,2028,88.8,39316,11920,514,549,93.6,920,977,94.2,351,472,74.4,0,0.5,-0.5,9,120,7,1,123
1608,681,975,69.8,12847,4328,319,374,85.3,261,350,74.6,94,205,45.9,1,1.7,-0.7,27,39,34,13,77
1609,112,136,82.4,2689,1437,39,39,100,44,46,95.7,29,51,56.9,0,0,0,0,0,0,0,0
1610,769,966,79.6,15973,4040,257,287,89.5,371,421,88.1,136,221,61.5,2,1.1,0.9,14,35,12,9,36
1611,2515,2714,92.7,48038,16345,866,912,95,1338,1391,96.2,269,351,76.6,4,1,3,13,221,14,1,134
1612,1326,1529,86.7,26999,6512,461,521,88.5,618,672,92,222,286,77.6,0,0.6,-0.6,12,103,6,2,97
1613,583,764,76.3,10366,3705,291,347,83.9,222,283,78.4,68,107,63.6,2,1.8,0.2,12,40,15,6,48
1614,288,343,84,6801,2395,71,76,93.4,148,162,91.4,64,95,67.4,0,0,0,1,31,0,0,30
1615,335,472,71,7234,1810,129,159,81.1,127,161,78.9,75,136,55.1,0,0.4,-0.4,7,35,3,0,24
1616,537,592,90.7,10977,2753,162,170,95.3,294,301,97.7,76,113,67.3,0,0,0,0,20,0,0,19
1617,967,1094,88.4,21958,6643,258,279,92.5,478,504,94.8,218,288,75.7,0,0.2,-0.2,3,51,3,0,55
1618,78,104,75,1113,167,47,57,82.5,20,24,83.3,6,11,54.5,0,0.2,-0.2,2,3,3,0,7
1619,622,762,81.6,12109,2531,256,297,86.2,257,309,83.2,98,131,74.8,0,0.6,-0.6,7,59,4,0,43
1620,40,54,74.1,805,411,15,19,78.9,20,20,100,5,13,38.5,0,0.5,-0.5,2,3,1,0,10
1621,85,123,69.1,1806,1066,32,35,91.4,37,55,67.3,15,30,50,1,0.1,0.9,2,10,2,1,15
1622,1390,1702,81.7,26559,7092,553,622,88.9,596,670,89,202,345,58.6,6,4.8,1.2,68,114,37,4,119
1623,1490,1648,90.4,35330,9220,263,287,91.6,898,937,95.8,324,407,79.6,1,0.1,0.9,1,60,5,1,78
1624,1537,1598,96.2,28940,8124,559,580,96.4,781,800,97.6,180,196,91.8,0,0.1,-0.1,1,109,1,0,74
1625,1,1,100,13,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,1610,1729,93.1,33398,10630,567,588,96.4,756,792,95.5,275,333,82.6,1,0.6,0.4,3,148,11,1,89
1627,895,1019,87.8,19591,5769,230,246,93.5,511,550,92.9,151,213,70.9,0,0,0,0,20,1,0,24
1628,361,523,69,5538,1191,209,263,79.5,106,160,66.3,28,50,56,4,2.5,1.5,16,29,13,0,42
1629,404,488,82.8,5653,1141,248,280,88.6,120,144,83.3,16,20,80,3,2,1,15,26,15,0,43
1630,691,862,80.2,11795,3781,335,366,91.5,281,341,82.4,59,120,49.2,3,1.2,1.8,7,31,9,4,45
1631,122,169,72.2,2219,899,54,61,88.5,49,67,73.1,17,34,50,0,0.4,-0.4,5,9,4,4,6
1632,28,38,73.7,626,252,7,8,87.5,16,16,100,5,13,38.5,0,0,0,0,2,0,0,4
1633,340,384,88.5,5569,1283,168,187,89.8,136,142,95.8,25,34,73.5,0,0.2,-0.2,3,25,4,1,22
1634,126,159,79.2,1863,421,74,88,84.1,46,56,82.1,4,8,50,1,2.1,-1.1,9,2,7,3,8
1635,671,814,82.4,14528,5745,204,229,89.1,333,371,89.8,128,198,64.6,0,0.4,-0.4,6,66,5,1,63
1636,849,1295,65.6,28998,18873,105,105,100,387,388,99.7,354,798,44.4,0,0.2,-0.2,2,27,1,0,0
1637,1193,1427,83.6,28689,9735,258,283,91.2,636,688,92.4,291,431,67.5,0,0.6,-0.6,5,112,4,0,89
1638,108,159,67.9,1911,438,60,79,75.9,31,51,60.8,14,21,66.7,1,0.5,0.5,6,8,3,1,11
1639,352,390,90.3,7250,1778,105,115,91.3,189,207,91.3,56,66,84.8,0,0.2,-0.2,1,34,2,0,25
1640,37,49,75.5,829,366,11,11,100,19,19,100,7,19,36.8,0,0,0,0,0,0,0,0
1641,422,583,72.4,6832,1633,227,293,77.5,121,161,75.2,42,60,70,6,4.5,1.5,32,37,23,1,62
1642,250,299,83.6,6540,2023,47,51,92.2,120,131,91.6,81,114,71.1,1,0.1,0.9,2,20,0,0,16
1643,527,632,83.4,7602,1663,313,354,88.4,169,197,85.8,25,39,64.1,2,2.8,-0.8,19,23,20,7,43
1644,1352,1619,83.5,24779,7562,593,667,88.9,560,634,88.3,172,256,67.2,3,2.2,0.8,32,68,28,17,90
1645,69,85,81.2,1111,352,38,41,92.7,25,29,86.2,4,11,36.4,0,0,0,1,8,0,0,11
1646,69,81,85.2,1078,318,39,42,92.9,25,28,89.3,4,9,44.4,1,0.2,0.8,2,3,1,0,9
1647,726,883,82.2,15695,3703,233,262,88.9,342,389,87.9,142,205,69.3,1,0.5,0.5,7,49,7,0,66
1648,1175,1377,85.3,24453,9648,421,448,94,539,591,91.2,204,316,64.6,0,0.3,-0.3,7,73,11,2,79
1649,417,800,52.1,16216,11856,41,42,97.6,157,157,100,218,600,36.3,0,0,0,0,15,0,0,0
1650,226,299,75.6,3881,984,108,133,81.2,94,114,82.5,19,31,61.3,0,1.4,-1.4,8,7,9,2,18
1651,9,12,75,156,53,6,7,85.7,2,3,66.7,1,2,50,0,0,0,0,2,0,0,1
1652,442,552,80.1,7513,2551,245,272,90.1,151,190,79.5,41,66,62.1,2,1.9,0.1,13,25,16,10,39
1653,395,597,66.2,5333,1097,250,333,75.1,99,149,66.4,24,53,45.3,0,1.2,-1.2,14,19,10,3,30
1654,247,294,84,3813,827,147,159,92.5,73,87,83.9,22,34,64.7,2,0.8,1.2,8,18,4,1,19
1655,794,928,85.6,15659,3446,331,369,89.7,328,363,90.4,125,165,75.8,0,0.7,-0.7,18,62,10,0,70
1656,72,92,78.3,1333,218,29,41,70.7,33,38,86.8,10,13,76.9,1,0.5,0.5,3,2,2,0,7
1657,31,51,60.8,334,67,25,30,83.3,4,15,26.7,0,0,0,0,0,0,1,1,0,0,3
1658,182,252,72.2,2553,307,107,135,79.3,55,74,74.3,10,13,76.9,1,1.5,-0.5,14,5,4,0,6
1659,882,975,90.5,16853,4366,346,371,93.3,418,450,92.9,109,135,80.7,0,0.4,-0.4,7,83,10,3,79
1660,466,527,88.4,10052,2584,127,136,93.4,256,271,94.5,80,114,70.2,2,1,1,2,30,1,0,15
1661,34,40,85,584,56,18,20,90,10,10,100,4,5,80,0,0.1,-0.1,3,2,3,0,3
1662,5,7,71.4,79,39,4,5,80,0,0,0,1,2,50,0,0,0,1,1,1,1,1
1663,3,5,60,72,72,1,3,33.3,1,1,100,1,1,100,0,0,0,0,1,0,0,0
1664,244,272,89.7,5274,1552,64,69,92.8,139,144,96.5,40,53,75.5,0,0.1,-0.1,2,26,2,1,18
1665,29,42,69,617,345,12,13,92.3,10,15,66.7,7,12,58.3,0,0,0,0,5,0,0,6
1666,508,656,77.4,7903,1364,255,310,82.3,186,222,83.8,37,60,61.7,2,3.6,-1.6,31,32,28,4,41
1667,275,342,80.4,5483,1344,117,133,88,98,111,88.3,55,82,67.1,4,1.4,2.6,13,20,6,2,24
1668,398,512,77.7,5826,1008,240,280,85.7,121,152,79.6,22,35,62.9,0,1.2,-1.2,15,12,8,3,19
1669,844,1059,79.7,17917,7314,284,327,86.9,409,465,88,143,239,59.8,0,0.3,-0.3,4,72,6,2,75
1670,178,220,80.9,2415,404,118,133,88.7,46,57,80.7,7,9,77.8,0,1.6,-1.6,11,9,6,0,17
1671,293,366,80.1,4926,687,157,187,84,91,111,82,36,45,80,3,1.7,1.3,22,17,11,0,21
1672,3,5,60,55,0,1,1,100,2,3,66.7,0,1,0,0,0,0,0,0,0,0,0
1673,84,119,70.6,1630,406,35,49,71.4,32,39,82.1,15,28,53.6,0,0.4,-0.4,9,9,4,0,11
1674,7,11,63.6,90,5,3,3,100,4,6,66.7,0,2,0,0,0,0,0,0,0,0,0
1675,719,1029,69.9,14651,6665,235,300,78.3,386,485,79.6,96,194,49.5,1,1.2,-0.2,13,68,30,11,141
1676,812,1033,78.6,11138,2052,519,618,84,232,279,83.2,32,59,54.2,7,4.6,2.4,35,37,36,6,61
1677,168,208,80.8,2716,1119,88,102,86.3,64,78,82.1,12,17,70.6,0,0,0,1,9,0,0,8
1678,257,364,70.6,4497,1374,124,158,78.5,106,143,74.1,22,47,46.8,1,0.6,0.4,7,20,6,2,22
1679,448,584,76.7,7534,2102,219,258,84.9,174,217,80.2,40,73,54.8,1,2.5,-1.5,24,38,31,3,67
1680,627,769,81.5,11897,3424,240,276,87,288,327,88.1,83,128,64.8,2,0.9,1.1,13,63,6,0,60
1681,268,426,62.9,3690,1051,167,246,67.9,82,133,61.7,7,11,63.6,0,1.1,-1.1,14,21,16,0,43
1682,687,1069,64.3,18362,11429,181,182,99.5,284,287,99,209,585,35.7,0,0,0,0,7,2,0,0
1683,254,329,77.2,5343,1306,84,100,84,116,137,84.7,49,79,62,0,0.3,-0.3,6,26,4,3,24
1684,1080,1398,77.3,23732,7706,360,418,86.1,466,569,81.9,227,349,65,5,3,2,40,179,44,6,179
1685,699,938,74.5,11570,2027,371,463,80.1,255,336,75.9,62,95,65.3,1,1.3,-0.3,15,48,24,3,68
1686,667,784,85.1,11001,2250,337,373,90.3,255,298,85.6,54,72,75,2,2.8,-0.8,24,39,17,1,51
1687,920,1336,68.9,18456,5542,395,452,87.4,336,429,78.3,169,369,45.8,5,6.5,-1.5,50,74,41,24,77
1688,1109,1270,87.3,21728,5711,427,466,91.6,511,567,90.1,155,205,75.6,1,0.9,0.1,14,109,9,1,104
1689,313,340,92.1,6968,1988,85,90,94.4,156,167,93.4,70,78,89.7,1,0.2,0.8,1,17,1,0,19
1690,1358,1558,87.2,28373,10698,446,483,92.3,698,749,93.2,207,293,70.6,0,0.3,-0.3,7,118,4,1,139
1691,210,316,66.5,3562,1591,105,118,89,82,130,63.1,16,48,33.3,1,0.6,0.4,3,13,4,2,13
1692,784,1044,75.1,18309,6982,232,270,85.9,341,401,85,199,349,57,0,0.3,-0.3,6,51,1,0,64
1693,2,3,66.7,19,0,2,2,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1694,347,442,78.5,5595,1392,185,223,83,119,142,83.8,29,48,60.4,2,2,0,17,35,17,3,44
1695,314,383,82,5712,1024,148,171,86.5,119,137,86.9,41,59,69.5,1,0.3,0.7,7,29,5,1,21
1696,241,285,84.6,4404,979,103,124,83.1,104,118,88.1,28,33,84.8,0,0.4,-0.4,5,29,4,0,18
1697,3,3,100,58,25,2,2,100,0,0,0,1,1,100,0,0,0,0,1,0,0,1
1698,111,147,75.5,1764,596,66,78,84.6,31,45,68.9,10,14,71.4,0,0.1,-0.1,2,6,4,0,10
1699,202,242,83.5,3429,820,102,111,91.9,78,92,84.8,20,33,60.6,0,0.4,-0.4,4,10,4,0,15
1700,934,1048,89.1,15644,3771,461,506,91.1,377,404,93.3,76,99,76.8,1,1.7,-0.7,19,90,11,1,88
1701,1064,1307,81.4,18812,6384,498,556,89.6,426,494,86.2,118,203,58.1,3,2.5,0.5,19,86,17,6,104
1702,1013,1073,94.4,19427,4633,393,417,94.2,471,489,96.3,140,152,92.1,0,0.9,-0.9,17,86,6,0,66
1703,434,599,72.5,7244,2990,222,254,87.4,172,227,75.8,35,85,41.2,0,0.3,-0.3,3,18,8,5,30
1704,678,802,84.5,16838,5481,149,159,93.7,330,354,93.2,191,268,71.3,0,0.2,-0.2,2,40,2,1,39
1705,1327,1499,88.5,25853,7785,543,579,93.8,547,590,92.7,202,277,72.9,1,1.6,-0.6,25,173,24,2,162
1706,936,1188,78.8,14932,4065,509,590,86.3,315,390,80.8,80,131,61.1,0,2,-2,19,69,33,5,101
1707,286,499,57.3,5178,1623,137,193,71,101,175,57.7,39,89,43.8,1,1.4,-0.4,20,12,19,11,30
1708,5,11,45.5,100,34,2,4,50,3,5,60,0,1,0,0,0,0,0,0,0,0,0
1709,30,36,83.3,468,100,14,15,93.3,15,18,83.3,1,3,33.3,0,0,0,0,1,0,0,1
1710,532,651,81.7,9755,2601,205,233,88,269,307,87.6,54,90,60,1,0.4,0.6,5,28,10,3,49
1711,852,1007,84.6,20804,10309,208,210,99,422,425,99.3,216,366,59,0,0,0,0,4,0,0,0
1712,24,29,82.8,757,439,2,2,100,12,12,100,10,15,66.7,0,0.1,-0.1,1,1,0,0,0
1713,1324,1475,89.8,21550,6077,718,756,95,476,523,91,109,148,73.6,0,1.7,-1.7,20,52,26,6,77
1714,882,965,91.4,15259,3059,404,434,93.1,382,409,93.4,81,101,80.2,1,0.4,0.6,6,78,0,0,49
1715,23,29,79.3,340,144,12,16,75,9,10,90,1,1,100,0,0,0,0,3,0,0,5
1716,1,1,100,30,5,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0
1717,603,680,88.7,14241,3552,130,139,93.5,334,355,94.1,133,176,75.6,0,0.2,-0.2,3,32,5,0,23
1718,539,607,88.8,12992,6217,138,138,100,255,260,98.1,145,207,70,0,0.1,-0.1,2,1,0,0,0
1719,922,1210,76.2,16605,5367,410,506,81,366,443,82.6,113,194,58.2,4,2.1,1.9,21,140,32,1,140
1720,173,256,67.6,3112,760,82,98,83.7,64,88,72.7,22,49,44.9,1,1.8,-0.8,10,8,5,0,13
1721,149,187,79.7,3391,846,39,55,70.9,72,82,87.8,35,46,76.1,0,0,0,0,10,0,0,17
1722,367,498,73.7,6287,1777,186,217,85.7,134,171,78.4,38,76,50,8,3.7,4.3,40,29,19,5,56
1723,741,941,78.7,14487,3800,306,334,91.6,309,369,83.7,110,196,56.1,0,1.1,-1.1,16,100,16,3,88
1724,1090,1348,80.9,27992,13228,246,248,99.2,522,529,98.7,319,568,56.2,0,0.1,-0.1,1,2,0,0,0
