Unnamed: 0,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected,Expected.1,Expected.2,Expected.3,Expected.4
Rk,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2421,0,5,1,20,0.19,0.04,0,0,15.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
2422,2,20,3,15,1.29,0.19,0.1,0.67,13.4,2,0,0,2.9,2.9,0.14,-0.9,-0.9
2423,4,46,16,34.8,3.02,1.05,0.07,0.19,12.9,0,1,1,6,5.3,0.11,-2,-2.3
2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,2,13,4,30.8,0.6,0.19,0.15,0.5,8,0,0,0,1.1,1.1,0.09,0.9,0.9
2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,1,14,4,28.6,0.78,0.22,0.07,0.25,14.2,0,0,0,1.5,1.5,0.1,-0.5,-0.5
2431,6,43,13,30.2,2.22,0.67,0.14,0.46,13.3,0,0,0,8.1,8.1,0.19,-2.1,-2.1
2432,6,37,16,43.2,1.43,0.62,0.14,0.31,13.9,1,1,1,8.3,7.6,0.2,-2.3,-2.6
2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,0,1,0,0,45,0,0,0,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2435,1,3,2,66.7,4.66,3.1,0.33,0.5,13,0,0,0,0.5,0.5,0.17,0.5,0.5
2436,1,10,1,10,0.49,0.05,0.1,1,14.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1
2437,0,6,1,16.7,0.34,0.06,0,0,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
2438,2,29,8,27.6,0.85,0.23,0.07,0.25,10.5,0,0,0,1.9,1.9,0.07,0.1,0.1
2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,1,2,1,50,2.31,1.15,0.5,1,25.5,0,0,0,0.1,0.1,0.03,0.9,0.9
2442,0,24,3,12.5,0.84,0.1,0,0,18.7,0,0,0,1.3,1.3,0.05,-1.3,-1.3
2443,0,3,1,33.3,0.17,0.06,0,0,13.2,0,0,0,0.4,0.4,0.12,-0.4,-0.4
2444,0,1,0,0,0.19,0,0,0,46.6,0,0,0,0,0,0.02,0,0
2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,0,3,0,0,1.6,0,0,0,17.2,0,0,0,0.4,0.4,0.12,-0.4,-0.4
2447,5,17,7,41.2,0.55,0.23,0.29,0.71,10.2,0,0,0,3.9,3.9,0.23,1.1,1.1
2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,2,30,10,33.3,2.29,0.76,0.07,0.2,18.5,2,0,0,3.5,3.5,0.12,-1.5,-1.5
2450,1,32,7,21.9,2.47,0.54,0.03,0.14,23.2,8,0,0,2.1,2.1,0.06,-1.1,-1.1
2451,3,15,6,40,0.49,0.19,0.2,0.5,8.6,0,0,0,1.8,1.8,0.12,1.2,1.2
2452,0,7,1,14.3,1.5,0.21,0,0,21.4,0,0,1,1.3,0.5,0.08,-1.3,-0.5
2453,2,10,5,50,3.85,1.92,0.2,0.4,14.9,0,0,0,1.6,1.6,0.16,0.4,0.4
2454,0,1,0,0,4.5,0,0,0,11,0,0,0,0,0,0.04,0,0
2455,3,19,7,36.8,2.95,1.09,0.16,0.43,11,0,0,0,2.8,2.8,0.15,0.2,0.2
2456,0,1,1,100,0.52,0.52,0,0,19.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2457,0,7,1,14.3,0.57,0.08,0,0,8.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
2458,2,13,4,30.8,0.81,0.25,0.15,0.5,16.8,0,0,0,2,2,0.15,0,0
2459,0,4,1,25,0.68,0.17,0,0,17.6,1,0,0,0.2,0.2,0.05,-0.2,-0.2
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,0,7,2,28.6,0.84,0.24,0,0,24.5,1,0,0,0.2,0.2,0.03,-0.2,-0.2
2462,0,2,0,0,0.16,0,0,0,19.9,0,0,0,0,0,0.02,0,0
2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,1,9,5,55.6,0.73,0.4,0.11,0.2,12.1,0,0,0,2.4,2.4,0.26,-1.4,-1.4
2465,1,5,1,20,0.5,0.1,0.2,1,18,0,0,0,1.2,1.2,0.23,-0.2,-0.2
2466,2,5,3,60,0.93,0.56,0.4,0.67,23.5,0,0,0,1.3,1.3,0.25,0.7,0.7
2467,9,29,10,34.5,1.82,0.63,0.24,0.7,15.9,2,2,2,5.8,4.4,0.15,3.2,2.6
2468,11,29,9,31,0.95,0.3,0.14,0.44,25.8,8,7,9,9.5,2.7,0.09,1.5,1.3
2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,0,8,5,62.5,0.65,0.41,0,0,18.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
2471,0,5,1,20,0.81,0.16,0,0,25.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,9,61,19,31.1,1.69,0.53,0.15,0.47,17.5,0,0,0,6.2,6.2,0.1,2.8,2.8
2474,1,2,1,50,0.46,0.23,0.5,1,9.9,0,0,0,0.8,0.8,0.39,0.2,0.2
2475,0,14,3,21.4,0.62,0.13,0,0,21.7,2,0,0,0.6,0.6,0.04,-0.6,-0.6
2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,8,69,18,26.1,2.57,0.67,0.09,0.33,13.4,0,2,2,9.9,8.4,0.12,-1.9,-2.4
2478,2,25,9,36,1.9,0.68,0.08,0.22,17,0,0,0,2,2,0.08,0,0
2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,10,64,23,35.9,1.68,0.61,0.16,0.43,11.4,0,0,0,9.2,9.2,0.15,0.8,0.8
2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,1,9,1,11.1,1.77,0.2,0.11,1,19.9,0,0,0,0.8,0.8,0.08,0.2,0.2
2483,1,7,2,28.6,0.36,0.1,0.14,0.5,7.4,0,0,0,1.2,1.2,0.17,-0.2,-0.2
2484,0,2,0,0,1.24,0,0,0,16.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2485,0,9,3,33.3,0.42,0.14,0,0,23.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,1,6,2,33.3,0.44,0.15,0.17,0.5,24.4,0,0,0,0.2,0.2,0.03,0.8,0.8
2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,0,11,3,27.3,0.46,0.12,0,0,21.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2490,0,2,1,50,0.18,0.09,0,0,7.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2491,1,9,3,33.3,0.45,0.15,0.11,0.33,10.2,0,0,0,0.5,0.5,0.06,0.5,0.5
2492,2,22,6,27.3,0.93,0.25,0.09,0.33,17.4,0,0,0,2,2,0.09,0,0
2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,0,22,4,18.2,0.69,0.12,0,0,16.3,4,0,0,2,2,0.09,-2,-2
2496,0,2,1,50,0.09,0.05,0,0,20.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2497,0,2,0,0,2,0,0,0,7.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
2498,0,11,3,27.3,0.35,0.1,0,0,9.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9
2499,5,30,14,46.7,1.72,0.8,0.17,0.36,14.6,0,0,0,4.3,4.3,0.14,0.7,0.7
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,0,5,1,20,0.35,0.07,0,0,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2502,0,4,0,0,1.38,0,0,0,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2503,0,6,2,33.3,0.35,0.12,0,0,8.2,0,0,0,0.7,0.7,0.12,-0.7,-0.7
2504,10,67,28,41.8,2.38,0.99,0.15,0.36,14.4,3,0,1,12.2,11.4,0.17,-2.2,-1.4
2505,0,16,4,25,0.53,0.13,0,0,18.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1
2506,14,49,22,44.9,2.25,1.01,0.16,0.36,19.8,6,6,7,10,4.7,0.1,4,3.3
2507,3,9,4,44.4,1.51,0.67,0.33,0.75,15.1,0,0,0,1.6,1.6,0.18,1.4,1.4
2508,4,15,5,33.3,0.7,0.23,0.27,0.8,12.8,0,0,0,2.2,2.2,0.15,1.8,1.8
2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,0,6,1,16.7,0.29,0.05,0,0,17.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,0,6,2,33.3,0.41,0.14,0,0,18.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
2513,1,14,4,28.6,0.61,0.17,0.07,0.25,9,0,0,0,2.4,2.4,0.17,-1.4,-1.4
2514,2,24,11,45.8,0.82,0.38,0.08,0.18,17.5,0,0,0,2.9,2.9,0.12,-0.9,-0.9
2515,0,1,0,0,0.21,0,0,0,21,0,0,0,0,0,0.04,0,0
2516,1,5,2,40,1.01,0.4,0.2,0.5,17.2,2,0,0,0.4,0.4,0.08,0.6,0.6
2517,1,10,2,20,0.37,0.07,0.1,0.5,32.1,2,0,0,0.3,0.3,0.03,0.7,0.7
2518,0,16,3,18.8,0.5,0.09,0,0,21.8,1,0,0,0.9,0.9,0.05,-0.9,-0.9
2519,21,98,41,41.8,3.52,1.47,0.18,0.44,16.3,7,3,3,15.6,13.3,0.14,5.4,4.7
2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,1,20,4,20,1.2,0.24,0.05,0.25,17.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1
2522,3,48,17,35.4,1.95,0.69,0.06,0.18,22.9,2,0,0,2.1,2.1,0.04,0.9,0.9
2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,5,57,17,29.8,2.77,0.83,0.09,0.29,21.2,1,0,0,4,4,0.07,1,1
2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,1,10,2,20,0.81,0.16,0.1,0.5,10.5,0,0,0,1.5,1.5,0.15,-0.5,-0.5
2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,1,15,6,40,1.84,0.74,0.07,0.17,14.1,0,0,0,2.2,2.2,0.14,-1.2,-1.2
2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,5,48,17,35.4,2.99,1.06,0.1,0.29,11.7,0,0,1,6.4,5.7,0.12,-1.4,-0.7
2532,0,3,0,0,0.32,0,0,0,8.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
2533,1,10,2,20,0.41,0.08,0.1,0.5,9.7,0,0,0,0.8,0.8,0.08,0.2,0.2
2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,1,24,8,33.3,1.58,0.53,0.04,0.13,18.8,0,0,0,2.4,2.4,0.1,-1.4,-1.4
2536,1,17,3,17.6,0.66,0.12,0.06,0.33,20.5,0,0,0,1.7,1.7,0.1,-0.7,-0.7
2537,0,2,0,0,0.37,0,0,0,5.5,0,0,0,0.2,0.2,0.1,-0.2,-0.2
2538,0,18,5,27.8,0.6,0.17,0,0,19,0,0,0,0.9,0.9,0.05,-0.9,-0.9
2539,1,17,5,29.4,0.58,0.17,0.06,0.2,13,0,0,0,1.1,1.1,0.06,-0.1,-0.1
2540,0,6,2,33.3,0.16,0.05,0,0,20.8,1,0,0,0.2,0.2,0.04,-0.2,-0.2
2541,1,22,6,27.3,0.61,0.17,0.05,0.17,8.3,0,0,0,2.6,2.6,0.12,-1.6,-1.6
2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,0,1,1,100,2.09,2.09,0,0,15.7,0,0,0,0.3,0.3,0.35,-0.3,-0.3
2546,0,1,1,100,1.06,1.06,0,0,22,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,0,3,2,66.7,0.11,0.07,0,0,25,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,0,6,1,16.7,1.09,0.18,0,0,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2552,2,52,10,19.2,1.53,0.29,0.04,0.2,17.1,0,0,0,4,4,0.08,-2,-2
2553,0,2,1,50,1.64,0.82,0,0,26.7,0,0,0,0,0,0.02,0,0
2554,1,15,7,46.7,1.81,0.85,0.07,0.14,18,0,0,0,1.8,1.8,0.12,-0.8,-0.8
2555,0,5,1,20,0.65,0.13,0,0,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2556,1,7,3,42.9,1.53,0.65,0.14,0.33,14.4,0,0,0,0.4,0.4,0.06,0.6,0.6
2557,5,35,14,40,2.46,0.98,0.14,0.36,20.4,1,0,0,2.3,2.3,0.06,2.7,2.7
2558,0,4,0,0,1.33,0,0,0,21,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,0,1,0,0,0.03,0,0,0,18,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,9,46,17,37,1.7,0.63,0.17,0.47,16.1,0,1,1,6.3,5.6,0.12,2.7,2.4
2563,1,5,2,40,0.24,0.1,0.2,0.5,8.9,0,0,0,0.3,0.3,0.06,0.7,0.7
2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,0,7,2,28.6,0.43,0.12,0,0,18.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2566,3,23,10,43.5,2.75,1.19,0.13,0.3,16.3,0,0,0,3.3,3.3,0.14,-0.3,-0.3
2567,8,69,19,27.5,2.27,0.63,0.12,0.42,18.5,6,0,2,9.8,8.3,0.12,-1.8,-0.3
2568,1,8,4,50,0.5,0.25,0.13,0.25,8.8,0,0,0,0.5,0.5,0.06,0.5,0.5
2569,2,11,4,36.4,0.96,0.35,0.18,0.5,17.8,0,0,0,1.1,1.1,0.1,0.9,0.9
2570,1,23,6,26.1,1.65,0.43,0.04,0.17,17.9,0,0,0,1.5,1.5,0.06,-0.5,-0.5
2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,1,8,3,37.5,0.74,0.28,0.13,0.33,13.1,0,0,0,0.3,0.3,0.04,0.7,0.7
2573,4,15,8,53.3,0.45,0.24,0.27,0.5,9.4,1,0,0,2.2,2.2,0.14,1.8,1.8
2574,5,46,15,32.6,1.58,0.51,0.11,0.33,16.4,0,0,0,6.4,6.4,0.14,-1.4,-1.4
2575,0,10,1,10,2.88,0.29,0,0,20.9,2,0,0,0.5,0.5,0.05,-0.5,-0.5
2576,3,24,9,37.5,0.82,0.31,0.13,0.33,8.9,0,0,0,3.7,3.7,0.15,-0.7,-0.7
2577,8,59,20,33.9,3.07,1.04,0.14,0.4,13,0,0,0,7.8,7.8,0.13,0.2,0.2
2578,2,10,4,40,0.6,0.24,0.2,0.5,15.3,0,0,0,0.8,0.8,0.08,1.2,1.2
2579,0,1,0,0,7.5,0,0,0,20.9,0,0,0,0,0,0.03,0,0
2580,6,47,18,38.3,1.26,0.48,0.09,0.22,22.1,4,2,2,4.5,3,0.06,1.5,1
2581,1,15,3,20,0.59,0.12,0.07,0.33,24.3,0,0,0,0.4,0.4,0.03,0.6,0.6
2582,0,4,1,25,6.43,1.61,0,0,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2583,0,2,1,50,1.44,0.72,0,0,10.9,0,0,0,0.3,0.3,0.16,-0.3,-0.3
2584,0,18,5,27.8,1.16,0.32,0,0,33.3,9,0,0,0.5,0.5,0.03,-0.5,-0.5
2585,1,7,1,14.3,0.47,0.07,0.14,1,10.6,0,0,0,0.6,0.6,0.08,0.4,0.4
2586,14,92,38,41.3,2.95,1.22,0.15,0.37,13.3,0,0,0,18.2,18.2,0.2,-4.2,-4.2
2587,1,12,7,58.3,1.38,0.81,0.08,0.14,13.4,0,0,0,2.3,2.3,0.19,-1.3,-1.3
2588,0,6,1,16.7,0.36,0.06,0,0,18.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5
2589,2,27,8,29.6,0.96,0.28,0.07,0.25,12.8,0,0,0,3.5,3.5,0.13,-1.5,-1.5
2590,2,16,4,25,0.53,0.13,0.13,0.5,15.2,0,0,0,1.2,1.2,0.08,0.8,0.8
2591,0,2,0,0,0.33,0,0,0,7.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,1,5,4,80,0.31,0.25,0.2,0.25,8.9,0,0,0,0.4,0.4,0.08,0.6,0.6
2594,0,9,3,33.3,0.61,0.2,0,0,22.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5
2595,1,12,2,16.7,0.61,0.1,0.08,0.5,9.3,0,0,0,1.3,1.3,0.11,-0.3,-0.3
2596,0,2,0,0,0.25,0,0,0,26.8,0,0,0,0,0,0.02,0,0
2597,2,11,5,45.5,0.51,0.23,0.18,0.4,11.2,0,0,0,0.9,0.9,0.08,1.1,1.1
2598,0,1,0,0,4.29,0,0,0,23.3,0,0,0,0,0,0.03,0,0
2599,1,4,2,50,2.12,1.06,0.25,0.5,9.3,0,0,0,0.6,0.6,0.14,0.4,0.4
2600,1,3,1,33.3,0.52,0.17,0.33,1,34.6,0,0,0,0.2,0.2,0.08,0.8,0.8
2601,7,36,14,38.9,2.48,0.96,0.19,0.5,15,0,0,0,5.4,5.4,0.15,1.6,1.6
2602,0,10,3,30,0.64,0.19,0,0,18.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
2603,2,8,3,37.5,0.24,0.09,0.25,0.67,7.3,0,0,0,1.2,1.2,0.16,0.8,0.8
2604,7,42,9,21.4,2,0.43,0.07,0.33,24.3,3,4,5,6.2,2.4,0.06,0.8,0.6
2605,0,17,7,41.2,0.99,0.41,0,0,21.2,1,0,0,1.5,1.5,0.09,-1.5,-1.5
2606,0,4,1,25,0.37,0.09,0,0,15.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2,26,4,15.4,1.39,0.21,0.04,0.25,22.9,0,1,1,2.5,1.7,0.07,-0.5,-0.7
2609,1,13,4,30.8,1.66,0.51,0.08,0.25,13.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1
2610,1,30,6,20,1.29,0.26,0.03,0.17,20.1,0,0,0,1.5,1.5,0.05,-0.5,-0.5
2611,1,36,11,30.6,1.43,0.44,0.03,0.09,21.9,4,0,0,2.3,2.3,0.06,-1.3,-1.3
2612,0,11,4,36.4,0.44,0.16,0,0,17.7,2,0,0,1,1,0.09,-1,-1
2613,0,1,0,0,1.22,0,0,0,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2614,2,43,13,30.2,1.46,0.44,0.05,0.15,19.3,0,0,0,2.2,2.2,0.05,-0.2,-0.2
2615,0,3,1,33.3,0.89,0.3,0,0,16.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2616,7,65,23,35.4,2.52,0.89,0.11,0.3,16.2,2,0,0,6.4,6.4,0.1,0.6,0.6
2617,1,2,1,50,3.33,1.67,0.5,1,34.4,0,0,0,0,0,0.01,1,1
2618,0,1,0,0,5,0,0,0,10,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2619,1,2,1,50,0.11,0.05,0.5,1,30.9,0,0,0,0.2,0.2,0.12,0.8,0.8
2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,1,24,5,20.8,0.72,0.15,0.04,0.2,19.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4
2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,3,12,5,41.7,0.36,0.15,0.25,0.6,9.2,0,0,0,1.5,1.5,0.13,1.5,1.5
2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,0,6,1,16.7,0.27,0.04,0,0,25,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2626,2,35,12,34.3,2.7,0.93,0.06,0.17,13.9,0,0,0,3.8,3.8,0.12,-1.8,-1.8
2627,1,30,8,26.7,1.07,0.28,0.03,0.13,21.7,0,0,0,2.7,2.7,0.09,-1.7,-1.7
2628,1,9,3,33.3,0.31,0.1,0.11,0.33,24,0,0,0,0.3,0.3,0.03,0.7,0.7
2629,3,23,12,52.2,2.93,1.53,0.13,0.25,16.6,0,0,0,3.1,3.1,0.14,-0.1,-0.1
2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,0,3,1,33.3,0.11,0.04,0,0,19,1,0,0,0.1,0.1,0.04,-0.1,-0.1
2632,5,58,23,39.7,2,0.79,0.09,0.22,17.6,2,0,0,5.1,5.1,0.09,-0.1,-0.1
2633,0,2,0,0,1.65,0,0,0,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2634,1,23,3,13,1.06,0.14,0.04,0.33,20.2,0,0,0,1.5,1.5,0.06,-0.5,-0.5
2635,0,1,0,0,2.09,0,0,0,7,0,0,0,0.1,0.1,0.14,-0.1,-0.1
2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,1,7,1,14.3,0.36,0.05,0.14,1,12.2,0,0,0,0.4,0.4,0.06,0.6,0.6
2639,0,2,1,50,3.6,1.8,0,0,11.4,0,0,0,0.2,0.2,0.11,-0.2,-0.2
2640,0,4,0,0,0.25,0,0,0,13.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2641,0,1,0,0,0.53,0,0,0,5,0,0,0,0.3,0.3,0.29,-0.3,-0.3
2642,0,12,4,33.3,0.63,0.21,0,0,21.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4
2643,0,2,1,50,0.25,0.13,0,0,7.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2644,0,2,0,0,2.77,0,0,0,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2645,12,74,28,37.8,2.66,1.01,0.12,0.32,14.8,0,3,3,12.6,10.3,0.14,-0.6,-1.3
2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,0,2,1,50,0.28,0.14,0,0,8.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2648,4,36,9,25,2.46,0.61,0.08,0.33,13.3,2,1,1,4.1,3.3,0.09,-0.1,-0.3
2649,0,10,2,20,3.2,0.64,0,0,23.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2650,1,12,6,50,0.46,0.23,0.08,0.17,13.2,0,0,0,1,1,0.08,0,0
2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,3,35,10,28.6,2.11,0.6,0.09,0.3,19.4,4,0,0,2.8,2.8,0.08,0.2,0.2
2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,0,4,0,0,0.72,0,0,0,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,0,5,0,0,0.92,0,0,0,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2658,0,2,0,0,1.75,0,0,0,25.8,0,0,0,0.3,0.3,0.15,-0.3,-0.3
2659,0,1,0,0,0.07,0,0,0,12,0,0,0,0.1,0.1,0.08,-0.1,-0.1
2660,5,18,13,72.2,1.71,1.23,0.28,0.38,11.7,0,0,0,4.5,4.5,0.25,0.5,0.5
2661,3,23,8,34.8,1.56,0.54,0.13,0.38,21.4,0,0,0,2,2,0.09,1,1
2662,2,17,4,23.5,0.56,0.13,0.12,0.5,8.9,0,0,0,2.1,2.1,0.13,-0.1,-0.1
2663,15,73,27,37,2.31,0.86,0.1,0.26,14.1,0,8,9,19.7,12.8,0.18,-4.7,-5.8
2664,6,38,13,34.2,2.12,0.73,0.16,0.46,15.5,1,0,0,3.8,3.8,0.1,2.2,2.2
2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,0,8,2,25,1.18,0.29,0,0,28.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2
2667,1,3,1,33.3,1.65,0.55,0.33,1,13.8,0,0,0,0.3,0.3,0.11,0.7,0.7
2668,0,1,0,0,0.16,0,0,0,23.3,0,0,0,0,0,0.03,0,0
2669,2,22,8,36.4,1.07,0.39,0.09,0.25,18.9,0,0,0,2.2,2.2,0.1,-0.2,-0.2
2670,1,5,3,60,1.59,0.95,0.2,0.33,15.4,0,0,0,1.3,1.3,0.27,-0.3,-0.3
2671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,0,4,1,25,0.21,0.05,0,0,10.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5
2674,2,10,2,20,0.68,0.14,0,0,27.1,2,2,2,1.8,0.3,0.03,0.2,-0.3
2675,1,14,4,28.6,0.55,0.16,0.07,0.25,15.6,0,0,0,1.4,1.4,0.1,-0.4,-0.4
2676,0,9,1,11.1,0.48,0.05,0,0,22.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2677,0,4,0,0,0.2,0,0,0,18.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2678,6,34,16,47.1,3.12,1.47,0.18,0.38,18,0,0,0,3.3,3.3,0.1,2.7,2.7
2679,1,41,12,29.3,2.28,0.67,0.02,0.08,21.7,13,0,0,4,4,0.1,-3,-3
2680,0,12,4,33.3,0.37,0.12,0,0,12.8,2,0,0,0.7,0.7,0.06,-0.7,-0.7
2681,10,35,14,40,1.53,0.61,0.14,0.36,20.2,3,5,5,7.5,3.7,0.11,2.5,1.3
2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,0,10,5,50,0.6,0.3,0,0,16.1,0,0,0,1.1,1.1,0.11,-1.1,-1.1
2684,3,24,10,41.7,2.16,0.9,0.13,0.3,21.3,0,0,0,2.3,2.3,0.09,0.7,0.7
2685,0,23,5,21.7,1.2,0.26,0,0,16,0,0,0,1.6,1.6,0.07,-1.6,-1.6
