Unnamed: 0,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6
Rk,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
2587,1,0,1,0,0,1,1
2588,0,2,0,0,0,2,0
2589,2,0,2,0,0,9,0
2590,2,0,2,0,0,4,0
2591,0,0,0,0,0,1,0
2592,0,0,0,0,0,0,0
2593,1,0,1,0,0,0,0
2594,0,0,0,0,0,1,1
2595,1,0,1,0,0,11,0
2596,0,2,0,0,0,2,0
2597,2,0,2,0,0,1,0
2598,0,0,0,0,0,0,0
2599,1,0,1,0,0,0,0
2600,1,0,1,0,0,2,0
2601,7,2,7,0,0,1,0
2602,0,3,0,0,0,2,0
2603,2,2,2,0,0,2,0
2604,7,1,3,4,5,0,0
2605,0,1,0,0,0,4,0
2606,0,0,0,0,0,5,0
2607,0,0,0,0,0,1,0
2608,2,2,1,1,1,2,0
2609,1,1,1,0,0,2,0
2610,1,0,1,0,0,7,0
2611,1,5,1,0,0,0,0
2612,0,2,0,0,0,0,0
2613,0,0,0,0,0,1,0
2614,2,2,2,0,0,4,0
2615,0,1,0,0,0,0,0
2616,7,6,7,0,0,1,0
2617,1,0,1,0,0,0,0
2618,0,0,0,0,0,0,0
2619,1,0,1,0,0,6,0
2620,0,0,0,0,0,0,0
2621,1,1,1,0,0,4,0
2622,0,0,0,0,0,0,0
2623,3,3,3,0,0,3,0
2624,0,0,0,0,0,0,0
2625,0,2,0,0,0,1,0
2626,2,1,2,0,0,0,0
2627,1,6,1,0,0,6,1
2628,1,9,1,0,0,9,0
2629,3,2,3,0,0,1,0
2630,0,0,0,0,0,1,0
2631,0,6,0,0,0,0,0
2632,5,5,5,0,0,2,0
2633,0,0,0,0,0,0,0
2634,1,3,1,0,0,3,0
2635,0,0,0,0,0,0,0
2636,0,0,0,0,0,0,0
2637,0,0,0,0,0,2,0
2638,1,0,1,0,0,6,0
2639,0,0,0,0,0,0,0
2640,0,0,0,0,0,5,0
2641,0,0,0,0,0,1,0
2642,0,3,0,0,0,1,1
2643,0,0,0,0,0,0,0
2644,0,0,0,0,0,1,0
2645,12,3,9,3,3,1,0
2646,0,0,0,0,0,0,0
2647,0,0,0,0,0,1,0
2648,4,2,3,1,1,4,0
2649,0,2,0,0,0,0,0
2650,1,0,1,0,0,6,0
2651,0,0,0,0,0,0,0
2652,3,1,3,0,0,5,0
2653,0,0,0,0,0,0,0
2654,0,0,0,0,0,0,0
2655,0,0,0,0,0,0,0
2656,0,0,0,0,0,0,0
2657,0,0,0,0,0,3,0
2658,0,0,0,0,0,0,0
2659,0,0,0,0,0,2,1
2660,5,0,5,0,0,2,0
2661,3,1,3,0,0,0,0
2662,2,0,2,0,0,2,0
2663,15,9,7,8,9,1,0
2664,6,3,6,0,0,2,1
2665,0,0,0,0,0,0,0
2666,0,0,0,0,0,1,0
2667,1,0,1,0,0,1,0
2668,0,0,0,0,0,3,0
2669,2,5,2,0,0,3,0
2670,1,1,1,0,0,0,0
2671,0,0,0,0,0,1,0
2672,0,0,0,0,0,0,0
2673,0,0,0,0,0,1,0
2674,2,2,0,2,2,1,0
2675,1,1,1,0,0,3,0
2676,0,0,0,0,0,6,0
2677,0,1,0,0,0,3,0
2678,6,1,6,0,0,1,0
2679,1,5,1,0,0,6,0
2680,0,2,0,0,0,11,0
2681,10,2,5,5,5,4,0
2682,0,0,0,0,0,0,0
2683,0,2,0,0,0,7,0
2684,3,3,3,0,0,3,0
2685,0,1,0,0,0,7,0
2686,3,0,3,0,0,3,1
2687,1,0,1,0,0,7,0
2688,0,0,0,0,0,0,0
2689,0,0,0,0,0,0,0
2690,0,0,0,0,0,1,0
2691,0,1,0,0,0,2,0
2692,1,1,1,0,0,3,0
2693,0,0,0,0,0,0,0
2694,0,0,0,0,0,10,0
2695,0,0,0,0,0,1,0
2696,0,0,0,0,0,4,1
2697,1,4,1,0,0,4,0
2698,2,0,2,0,0,2,0
2699,4,2,4,0,0,1,0
2700,0,1,0,0,0,7,0
2701,0,0,0,0,0,1,0
2702,0,0,0,0,0,0,0
2703,1,0,1,0,0,2,0
2704,5,2,1,4,4,1,0
2705,0,0,0,0,0,0,0
2706,0,1,0,0,0,0,0
2707,0,0,0,0,0,2,0
2708,21,3,15,6,6,1,0
2709,1,1,1,0,0,0,0
2710,2,2,2,0,0,1,0
2711,0,1,0,0,0,6,0
2712,2,2,2,0,0,4,0
2713,0,0,0,0,0,0,0
2714,16,7,16,0,0,4,0
2715,1,0,1,0,0,2,0
2716,0,0,0,0,0,0,0
2717,0,0,0,0,0,2,0
2718,0,0,0,0,0,4,0
2719,1,1,1,0,0,2,0
2720,3,2,3,0,0,0,0
2721,0,0,0,0,0,1,0
2722,0,0,0,0,0,4,0
2723,3,3,3,0,0,0,0
2724,0,0,0,0,0,0,0
2725,1,1,1,0,0,1,0
2726,0,2,0,0,0,4,0
2727,0,1,0,0,0,1,0
2728,11,4,8,3,3,6,0
2729,2,4,2,0,0,3,0
2730,0,1,0,0,0,5,0
2731,8,7,5,3,4,5,0
2732,4,1,3,1,1,8,0
2733,14,5,13,1,2,4,1
2734,0,0,0,0,0,1,0
2735,3,0,3,0,0,1,0
2736,1,0,1,0,0,4,0
2737,20,8,18,2,3,3,0
2738,1,0,1,0,0,0,0
2739,6,1,6,0,0,3,0
2740,6,1,6,0,1,0,0
2741,0,0,0,0,0,3,0
2742,1,1,1,0,0,3,0
2743,6,8,6,0,0,2,0
2744,3,3,3,0,0,7,0
2745,0,0,0,0,0,5,1
2746,2,0,2,0,0,1,0
2747,0,0,0,0,0,0,0
2748,0,0,0,0,0,2,0
2749,0,0,0,0,0,0,0
2750,6,6,5,1,1,1,0
2751,0,0,0,0,0,1,0
2752,0,0,0,0,0,0,0
2753,0,0,0,0,0,0,0
2754,1,5,1,0,0,0,0
2755,0,0,0,0,0,1,0
2756,8,0,8,0,1,0,0
2757,12,5,8,4,4,2,0
2758,0,0,0,0,0,0,0
2759,0,0,0,0,0,5,0
2760,5,6,5,0,0,1,0
2761,10,4,6,4,5,2,0
2762,0,0,0,0,0,4,0
2763,3,2,3,0,0,2,0
2764,2,2,2,0,0,3,0
2765,0,1,0,0,0,1,0
2766,4,0,4,0,0,0,0
2767,12,3,10,2,2,0,0
2768,0,0,0,0,0,0,0
2769,1,2,1,0,0,6,0
2770,1,2,1,0,0,7,1
2771,1,0,1,0,0,1,0
2772,0,1,0,0,0,6,0
2773,0,0,0,0,0,2,0
2774,0,1,0,0,0,3,0
2775,7,4,7,0,0,1,0
2776,0,0,0,0,0,0,0
2777,16,5,12,4,4,6,0
2778,0,0,0,0,0,0,0
2779,0,1,0,0,0,4,0
2780,0,0,0,0,0,4,1
2781,1,2,1,0,0,5,0
2782,3,3,3,0,0,5,0
2783,1,4,1,0,0,4,0
2784,0,0,0,0,0,0,0
2785,1,1,1,0,0,2,0
2786,5,5,4,1,1,6,0
2787,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,0
2789,0,0,0,0,0,0,0
2790,11,2,9,2,2,6,0
2791,1,3,1,0,0,4,0
2792,1,1,1,0,0,5,0
2793,0,0,0,0,0,3,0
2794,0,1,0,0,0,0,0
2795,0,3,0,0,0,6,0
2796,1,1,1,0,0,3,0
2797,0,0,0,0,0,2,0
2798,15,9,14,1,1,0,0
2799,0,4,0,0,0,3,0
2800,4,2,4,0,0,3,0
2801,0,0,0,0,0,0,0
2802,6,0,6,0,0,4,0
2803,1,0,1,0,0,4,1
2804,1,0,1,0,0,6,0
2805,3,3,3,0,0,1,0
2806,0,0,0,0,0,2,0
2807,0,0,0,0,0,0,0
2808,1,1,1,0,0,3,1
2809,0,0,0,0,0,0,0
2810,8,10,8,0,0,2,0
2811,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0
2813,0,0,0,0,0,0,0
2814,2,3,2,0,0,3,0
2815,0,0,0,0,0,1,0
2816,2,0,2,0,0,0,0
2817,5,0,5,0,0,3,0
2818,1,1,1,0,0,5,0
2819,0,3,0,0,0,1,0
2820,0,0,0,0,0,6,0
2821,1,2,1,0,0,0,0
2822,0,0,0,0,0,0,0
2823,5,4,4,1,1,5,0
