Unnamed: 0,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Vs Dribbles,Vs Dribbles.1,Vs Dribbles.2,Vs Dribbles.3,Pressures,Pressures.1,Pressures.2,Pressures.3,Pressures.4,Pressures.5,Blocks,Blocks.1,Blocks.2,Blocks.3,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
Rk,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
617,50,28,17,25,8,16,74,21.6,58,575,148,25.7,130,280,165,43,4,0,39,28,78,13,0
618,29,12,19,7,3,15,26,57.7,11,168,49,29.2,91,57,20,20,7,0,13,19,48,47,1
619,60,37,39,13,8,24,59,40.7,35,249,80,32.1,134,85,30,54,13,0,41,44,104,82,0
620,10,7,9,1,0,3,12,25,9,62,17,27.4,41,20,1,26,16,0,10,8,18,75,1
621,0,0,0,0,0,0,0,0,0,10,2,20,5,4,1,0,0,0,0,1,1,0,0
622,8,7,5,3,0,3,9,33.3,6,53,20,37.7,29,23,1,6,4,0,2,2,10,32,0
623,0,0,0,0,0,0,1,0,1,5,2,40,2,3,0,1,1,0,0,1,1,2,0
624,6,4,1,3,2,2,11,18.2,9,67,21,31.3,13,43,11,3,0,0,3,13,19,0,1
625,18,11,12,5,1,8,16,50,8,90,25,27.8,50,36,4,14,3,0,11,15,33,41,0
626,37,24,17,15,5,9,35,25.7,26,405,130,32.1,99,218,88,35,2,0,33,31,68,24,0
627,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,1,1,2,0
628,26,13,14,4,8,10,25,40,15,176,45,25.6,66,61,49,15,1,0,14,16,42,30,0
629,6,3,3,3,0,3,8,37.5,5,40,11,27.5,22,17,1,3,0,0,3,3,9,11,0
630,21,13,5,8,8,6,19,31.6,13,535,149,27.9,39,198,298,23,1,0,22,15,36,7,0
631,48,38,18,22,8,20,30,66.7,10,246,98,39.8,91,96,59,44,1,0,43,46,94,34,1
632,26,13,14,8,4,10,29,34.5,19,184,42,22.8,91,64,29,24,5,0,19,13,39,72,0
633,33,28,21,11,1,10,40,25,30,272,91,33.5,115,123,34,21,8,0,13,34,67,30,1
634,3,3,1,1,1,0,1,0,1,63,16,25.4,4,33,26,2,1,0,1,0,3,2,0
635,0,0,0,0,0,0,2,0,2,12,0,0,5,6,1,3,1,0,2,2,2,0,0
636,42,30,26,13,3,13,26,50,13,297,87,29.3,146,130,21,37,19,0,18,26,68,99,0
637,13,11,13,0,0,3,12,25,9,145,45,31,96,46,3,32,25,1,7,39,52,133,1
638,37,31,8,19,10,10,52,19.2,42,376,121,32.2,46,175,155,27,2,0,25,16,53,7,0
639,20,13,8,12,0,4,5,80,1,111,40,36,74,34,3,17,11,1,6,13,33,45,0
640,44,29,21,21,2,20,62,32.3,42,489,136,27.8,189,194,106,59,2,0,57,19,63,23,1
641,34,23,18,10,6,15,27,55.6,12,173,61,35.3,61,74,38,37,8,0,29,36,70,47,1
642,0,0,0,0,0,0,0,0,0,3,1,33.3,3,0,0,1,0,0,1,0,0,1,0
643,37,17,21,12,4,15,37,40.5,22,277,80,28.9,128,110,39,68,9,0,59,27,64,73,2
644,12,8,6,6,0,3,14,21.4,11,94,32,34,47,38,9,19,2,0,17,5,17,25,0
645,59,38,28,26,5,18,61,29.5,43,472,144,30.5,148,251,73,26,6,0,20,14,73,44,4
646,66,37,43,17,6,37,64,57.8,27,296,88,29.7,155,106,35,49,11,0,38,47,113,84,1
647,17,12,6,3,8,3,10,30,7,235,65,27.7,34,102,99,16,1,0,15,8,25,2,1
648,9,6,5,4,0,5,9,55.6,4,78,20,25.6,21,43,14,4,1,0,3,2,11,2,0
649,13,7,7,2,4,4,18,22.2,14,128,27,21.1,52,57,19,12,3,0,9,15,28,17,0
650,33,23,7,17,9,8,23,34.8,15,181,67,37,35,80,66,9,0,0,9,4,37,2,0
651,0,0,0,0,0,0,1,0,1,3,0,0,1,0,2,0,0,0,0,0,0,1,0
652,37,18,23,11,3,16,37,43.2,21,217,41,18.9,97,86,34,35,5,0,30,16,53,36,1
653,49,37,19,22,8,16,35,45.7,19,274,100,36.5,105,135,34,33,10,0,23,24,73,28,1
654,0,0,0,0,0,0,0,0,0,6,1,16.7,0,5,1,0,0,0,0,0,0,0,0
655,18,12,13,3,2,8,17,47.1,9,136,42,30.9,65,55,16,19,5,0,14,20,38,26,1
656,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,1,1,2,0
657,1,1,1,0,0,1,2,50,1,18,7,38.9,8,5,5,11,6,0,5,4,5,7,0
658,18,15,2,10,6,4,16,25,12,240,67,27.9,33,91,116,12,2,0,10,4,22,28,0
659,5,2,3,2,0,1,2,50,1,30,6,20,12,18,0,4,0,0,4,4,9,3,0
660,3,3,0,1,2,1,5,20,4,80,24,30,1,28,51,8,4,0,4,2,5,9,0
661,0,0,0,0,0,0,0,0,0,16,5,31.3,1,10,5,0,0,0,0,0,0,0,0
662,17,10,4,10,3,5,14,35.7,9,285,65,22.8,33,116,136,22,0,0,22,14,31,2,0
663,17,11,12,5,0,3,9,33.3,6,106,31,29.2,61,37,8,18,8,0,10,12,29,39,0
664,51,35,14,31,6,15,44,34.1,29,442,161,36.4,106,238,98,25,4,0,21,13,64,11,1
665,17,13,4,6,7,1,19,5.3,18,376,96,25.5,32,161,183,31,5,0,26,5,22,23,1
666,62,37,24,29,9,18,63,28.6,45,427,125,29.3,134,215,78,16,1,0,15,17,79,23,0
667,34,21,23,11,0,8,14,57.1,6,179,74,41.3,87,83,9,69,32,1,37,22,56,121,2
668,49,29,31,15,3,23,61,37.7,38,495,149,30.1,224,224,47,59,15,0,44,27,76,75,0
669,3,3,0,2,1,1,4,25,3,90,17,18.9,5,37,48,2,0,0,2,2,5,3,0
670,12,7,5,2,5,2,6,33.3,4,131,29,22.1,16,53,62,5,0,0,5,3,15,0,0
671,2,2,0,1,1,1,2,50,1,21,7,33.3,14,6,1,3,0,0,3,1,3,4,0
672,29,15,15,8,6,15,29,51.7,14,219,69,31.5,104,81,34,31,6,0,25,16,45,39,1
673,1,0,0,0,1,1,3,33.3,2,18,4,22.2,8,6,4,0,0,0,0,0,1,2,0
674,3,1,0,0,3,0,2,0,2,31,9,29,9,10,12,9,0,0,9,1,4,3,0
