Unnamed: 0,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Vs Dribbles,Vs Dribbles.1,Vs Dribbles.2,Vs Dribbles.3,Pressures,Pressures.1,Pressures.2,Pressures.3,Pressures.4,Pressures.5,Blocks,Blocks.1,Blocks.2,Blocks.3,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
Rk,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
1404,22,16,17,4,1,12,35,34.3,23,188,74,39.4,114,68,6,47,16,1,31,27,49,183,1
1405,2,2,0,1,1,0,3,0,3,31,6,19.4,5,21,5,2,0,0,2,1,3,2,0
1406,60,39,27,22,11,27,70,38.6,43,440,136,30.9,155,192,93,77,9,0,68,40,100,88,2
1407,13,9,6,4,3,5,15,33.3,10,140,36,25.7,40,66,34,17,0,0,17,16,29,6,0
1408,24,15,14,8,2,8,21,38.1,13,211,66,31.3,79,96,36,27,8,2,19,13,37,39,2
1409,32,26,15,12,5,10,48,20.8,38,339,113,33.3,112,153,74,26,3,0,23,16,48,14,0
1410,18,11,1,13,4,4,12,33.3,8,183,49,26.8,31,102,50,8,1,0,7,4,22,1,0
1411,3,3,0,2,1,0,5,0,5,44,12,27.3,2,18,24,1,1,0,0,0,3,3,0
1412,17,10,9,6,2,7,14,50,7,124,41,33.1,49,53,22,15,1,0,14,13,30,17,0
1413,17,15,11,6,0,11,23,47.8,12,118,42,35.6,81,37,0,37,20,0,17,24,41,84,0
1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,6,6,2,3,1,2,13,15.4,11,109,37,33.9,33,48,28,15,0,0,15,6,12,5,0
1416,28,20,2,14,12,6,24,25,18,360,83,23.1,27,165,168,18,6,0,12,7,35,12,0
1417,13,6,10,3,0,3,9,33.3,6,81,24,29.6,48,27,6,18,8,0,10,8,21,53,1
1418,69,40,48,19,2,35,73,47.9,38,315,114,36.2,218,91,6,44,26,0,18,48,117,222,2
1419,44,21,29,15,0,9,29,31,20,328,107,32.6,195,126,7,82,36,1,46,42,86,178,4
1420,0,0,0,0,0,0,1,0,1,5,1,20,5,0,0,1,0,0,1,1,1,5,2
1421,6,3,1,3,2,1,11,9.1,10,183,41,22.4,23,75,85,10,1,0,9,7,13,7,0
1422,6,1,0,4,2,2,5,40,3,191,48,25.1,9,59,123,11,1,0,10,4,10,10,0
1423,19,12,11,6,2,4,6,66.7,2,148,53,35.8,89,52,7,39,18,2,21,15,34,108,1
1424,55,36,34,19,2,12,36,33.3,24,426,112,26.3,216,170,40,33,7,0,26,34,89,25,0
1425,10,6,6,1,3,8,18,44.4,10,134,39,29.1,68,43,23,27,1,0,26,11,21,17,0
1426,47,31,18,19,10,21,73,28.8,52,477,145,30.4,150,241,86,51,7,0,44,27,74,28,0
1427,25,17,9,16,0,6,21,28.6,15,266,77,28.9,51,133,82,17,0,0,17,14,39,5,0
1428,18,13,13,3,2,8,10,80,2,127,32,25.2,70,43,14,17,4,0,13,16,34,20,0
1429,0,0,0,0,0,0,0,0,0,3,1,33.3,0,1,2,0,0,0,0,0,0,1,0
1430,40,28,20,18,2,11,43,25.6,32,310,95,30.6,131,164,15,23,8,0,15,29,69,52,0
1431,18,9,10,5,3,8,20,40,12,224,56,25,68,96,60,27,1,0,26,18,36,16,0
1432,28,21,8,16,4,13,40,32.5,27,209,68,32.5,60,88,61,39,9,0,30,20,48,37,0
1433,28,15,13,10,5,15,43,34.9,28,271,71,26.2,93,109,69,40,4,0,36,24,52,33,0
1434,15,6,8,5,2,6,19,31.6,13,175,41,23.4,57,75,43,16,1,0,15,6,21,13,0
1435,52,36,19,28,5,23,74,31.1,51,491,121,24.6,147,267,77,40,7,0,33,27,79,12,0
1436,50,23,27,20,3,20,52,38.5,32,339,116,34.2,151,148,40,48,4,1,44,39,89,55,0
1437,2,1,2,0,0,1,1,100,0,9,2,22.2,6,2,1,0,0,0,0,0,2,7,0
1438,40,21,29,11,0,12,21,57.1,9,250,73,29.2,147,95,8,43,23,0,20,34,74,178,2
1439,17,7,10,6,1,7,25,28,18,185,53,28.6,77,84,24,23,8,0,15,23,40,37,2
1440,4,4,0,3,1,1,3,33.3,2,44,14,31.8,9,28,7,3,1,0,2,0,4,2,1
1441,13,9,4,7,2,4,16,25,12,231,54,23.4,23,90,118,26,0,0,26,5,18,15,0
1442,0,0,0,0,0,0,3,0,3,9,4,44.4,9,0,0,0,0,0,0,0,0,0,0
1443,13,9,6,5,2,4,15,26.7,11,143,35,24.5,34,72,37,16,0,0,16,11,24,12,1
1444,0,0,0,0,0,0,2,0,2,6,1,16.7,6,0,0,0,0,0,0,0,0,7,0
1445,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,2,0,0,2,0,0,2,6
1446,85,47,34,41,10,31,92,33.7,61,505,146,28.9,156,249,100,53,14,0,39,32,117,37,0
1447,70,45,37,31,2,29,92,31.5,63,505,171,33.9,203,262,40,28,1,0,27,45,115,46,0
1448,48,29,38,10,0,20,30,66.7,10,263,93,35.4,171,82,10,54,24,2,30,58,106,229,0
1449,13,8,8,5,0,5,13,38.5,8,110,28,25.5,46,41,23,18,3,0,15,6,19,21,0
1450,33,19,11,18,4,11,29,37.9,18,311,85,27.3,66,166,79,26,2,0,24,12,45,7,0
1451,61,36,30,23,8,19,40,47.5,21,317,105,33.1,123,152,42,28,6,0,22,43,104,37,0
1452,73,44,35,35,3,26,86,30.2,60,545,160,29.4,232,271,42,27,1,0,26,30,103,46,0
1453,41,25,28,11,2,14,26,53.8,12,337,122,36.2,176,138,23,39,13,0,26,35,76,87,0
1454,0,0,0,0,0,0,0,0,0,3,2,66.7,3,0,0,1,0,0,1,0,0,0,0
1455,77,40,44,29,4,29,69,42,40,411,130,31.6,183,162,66,50,8,1,42,33,110,53,0
1456,10,7,3,4,3,6,24,25,18,141,50,35.5,30,69,42,18,1,0,17,5,15,8,0
1457,7,3,0,4,3,1,7,14.3,6,133,33,24.8,14,58,61,5,0,0,5,4,11,4,0
1458,27,20,15,10,2,4,28,14.3,24,220,60,27.3,72,104,44,20,3,0,17,13,40,24,2
1459,14,9,6,5,3,6,15,40,9,130,29,22.3,47,52,31,19,4,0,15,12,26,10,0
1460,1,0,0,1,0,1,1,100,0,4,0,0,0,2,2,0,0,0,0,0,1,0,0
1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,40,27,25,12,3,14,39,35.9,25,198,58,29.3,111,68,19,38,5,0,33,22,62,34,2
1463,18,13,2,8,8,4,14,28.6,10,324,105,32.4,12,89,223,9,2,0,7,7,25,8,0
1464,50,26,34,14,2,21,41,51.2,20,336,81,24.1,180,122,34,35,7,0,28,20,70,35,1
1465,9,5,3,3,3,3,10,30,7,121,26,21.5,4,56,61,6,3,0,3,2,11,4,0
1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1467,50,31,22,22,6,23,52,44.2,29,343,106,30.9,108,190,45,33,1,0,32,28,78,13,0
1468,28,15,18,9,1,4,21,19,17,209,64,30.6,117,84,8,54,23,0,31,44,72,137,1
1469,33,19,20,12,1,13,20,65,7,229,77,33.6,114,103,12,38,15,0,23,28,61,100,0
1470,9,6,1,6,2,4,6,66.7,2,46,14,30.4,6,20,20,6,0,0,6,0,9,1,0
1471,8,5,5,2,1,3,6,50,3,73,22,30.1,22,34,17,6,0,0,6,1,9,1,0
1472,26,16,17,9,0,12,21,57.1,9,192,67,34.9,117,67,8,40,17,0,23,32,58,132,2
1473,50,30,18,22,10,12,39,30.8,27,324,91,28.1,113,157,54,22,6,0,16,16,66,10,0
1474,15,10,5,7,3,5,16,31.3,11,335,71,21.2,48,187,100,7,1,0,6,7,22,1,0
1475,9,5,5,3,1,2,5,40,3,44,19,43.2,17,18,9,14,3,0,11,5,14,12,0
1476,31,15,17,12,2,15,37,40.5,22,201,67,33.3,73,71,57,30,6,0,24,31,62,34,0
1477,29,19,10,17,2,11,32,34.4,21,244,67,27.5,75,132,37,33,7,0,26,19,48,33,0
1478,39,27,24,15,0,16,26,61.5,10,250,89,35.6,152,94,4,25,13,0,12,41,80,72,1
1479,1,0,1,0,0,0,1,0,1,7,2,28.6,5,1,1,1,1,1,0,0,1,11,0
1480,4,2,1,3,0,3,6,50,3,117,23,19.7,17,63,37,2,0,0,2,4,8,16,0
1481,0,0,0,0,0,0,0,0,0,6,2,33.3,0,3,3,0,0,0,0,0,0,0,0
1482,73,44,24,34,15,26,54,48.1,28,649,192,29.6,130,334,185,63,5,0,58,31,104,31,0
1483,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1
1484,33,23,16,11,6,10,31,32.3,21,290,91,31.4,94,148,48,11,1,0,10,8,41,9,0
1485,1,1,0,1,0,0,1,0,1,21,5,23.8,4,10,7,1,1,0,0,1,2,1,0
1486,87,52,35,37,15,25,56,44.6,31,461,141,30.6,168,213,80,57,17,0,40,43,130,70,1
1487,32,16,16,11,5,13,25,52,12,190,66,34.7,59,91,40,27,0,0,27,23,55,25,0
1488,0,0,0,0,0,0,0,0,0,14,4,28.6,3,7,4,1,0,0,1,1,1,0,0
1489,32,22,11,15,6,9,22,40.9,13,337,100,29.7,62,175,100,24,2,0,22,23,55,15,0
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1491,14,8,10,4,0,5,8,62.5,3,53,20,37.7,34,18,1,9,5,0,4,4,18,31,0
1492,2,0,0,0,2,1,3,33.3,2,34,7,20.6,2,19,13,1,0,0,1,2,4,1,0
1493,4,3,4,0,0,2,6,33.3,4,98,25,25.5,30,58,10,9,0,0,9,6,10,3,0
1494,36,21,16,17,3,21,60,35,39,398,99,24.9,168,184,46,29,4,0,25,19,55,21,1
1495,39,30,12,19,8,5,35,14.3,30,517,156,30.2,110,230,177,42,2,0,40,25,64,13,0
1496,0,0,0,0,0,0,1,0,1,4,1,25,4,0,0,1,0,0,1,0,0,2,3
1497,22,18,4,16,2,8,29,27.6,21,296,81,27.4,53,140,103,14,3,0,11,15,37,9,0
1498,30,22,18,7,5,17,26,65.4,9,139,45,32.4,67,53,19,26,4,0,22,10,40,28,1
1499,6,4,0,3,3,2,6,33.3,4,58,9,15.5,6,34,18,4,0,0,4,1,7,3,0
1500,6,5,4,2,0,1,1,100,0,51,15,29.4,23,17,11,4,0,0,4,6,12,7,0
1501,1,0,1,0,0,0,3,0,3,28,6,21.4,10,12,6,0,0,0,0,1,2,3,0
1502,28,19,18,7,3,12,38,31.6,26,363,103,28.4,121,169,73,15,2,0,13,23,51,6,0
1503,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,0,1,0,0,0,1
1504,4,2,2,1,1,1,9,11.1,8,85,19,22.4,20,49,16,5,0,0,5,3,7,4,0
1505,31,22,13,16,2,9,28,32.1,19,252,75,29.8,72,145,35,26,5,0,21,11,42,18,1
1506,2,1,0,2,0,0,3,0,3,41,12,29.3,15,22,4,0,0,0,0,4,6,1,0
1507,38,19,27,6,5,19,34,55.9,15,281,81,28.8,121,110,50,45,6,0,39,18,56,57,1
1508,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1509,51,34,24,22,5,16,67,23.9,51,536,151,28.2,165,279,92,40,6,0,34,46,97,22,2
1510,27,18,15,10,2,10,20,50,10,199,72,36.2,100,90,9,27,10,0,17,19,46,86,2
1511,23,14,20,2,1,7,20,35,13,130,37,28.5,60,51,19,21,3,0,18,3,26,12,1
1512,5,4,2,1,2,2,5,40,3,27,4,14.8,12,8,7,0,0,0,0,1,6,2,0
1513,67,36,36,29,2,33,76,43.4,43,290,84,29,134,114,42,66,14,0,52,55,122,116,2
1514,11,10,1,7,3,1,7,14.3,6,201,42,20.9,20,104,77,11,1,0,10,3,14,9,0
1515,34,20,14,14,6,9,32,28.1,23,397,107,27,75,174,148,55,3,0,52,18,52,7,0
1516,1,1,0,1,0,0,1,0,1,7,3,42.9,2,2,3,2,0,0,2,0,1,1,0
1517,6,4,2,4,0,1,4,25,3,38,12,31.6,8,27,3,2,1,0,1,3,9,2,0
1518,25,14,13,11,1,1,20,5,19,262,66,25.2,91,133,38,4,0,0,4,17,42,12,0
1519,50,24,33,16,1,21,45,46.7,24,263,68,25.9,138,95,30,65,6,0,59,16,66,58,1
1520,1,1,0,1,0,1,1,100,0,7,2,28.6,1,4,2,1,0,0,1,0,1,1,0
1521,14,5,9,3,2,6,31,19.4,25,141,43,30.5,72,57,12,12,1,0,11,4,18,11,0
1522,59,35,38,17,4,33,69,47.8,36,364,111,30.5,195,129,40,37,4,0,33,35,94,75,1
1523,20,13,7,11,2,9,45,20,36,437,114,26.1,68,175,194,30,0,0,30,11,31,15,0
1524,70,43,39,26,5,23,45,51.1,22,413,147,35.6,195,201,17,49,15,1,34,73,143,128,1
1525,14,8,5,6,3,8,14,57.1,6,46,11,23.9,11,30,5,3,0,0,3,3,17,1,0
1526,4,0,3,1,0,1,4,25,3,20,7,35,13,6,1,4,0,0,4,1,5,10,0
1527,5,4,3,2,0,0,0,0,0,25,6,24,10,13,2,1,0,0,1,3,8,4,0
1528,15,9,7,8,0,5,7,71.4,2,95,37,38.9,51,39,5,23,11,0,12,12,27,67,0
1529,63,43,28,30,5,18,61,29.5,43,617,160,25.9,240,304,73,60,18,0,42,33,96,49,0
1530,11,5,1,7,3,3,10,30,7,291,80,27.5,10,98,183,19,5,0,14,3,14,34,0
1531,26,14,17,6,3,4,15,26.7,11,285,66,23.2,69,130,86,19,1,0,18,9,35,10,0
1532,39,28,13,20,6,11,49,22.4,38,494,134,27.1,124,270,100,40,5,0,35,15,54,15,0
1533,19,10,9,6,4,6,12,50,6,112,30,26.8,36,48,28,13,3,0,10,8,27,14,0
1534,26,12,9,14,3,9,43,20.9,34,350,75,21.4,108,172,70,39,8,0,31,21,47,34,1
1535,33,19,25,7,1,9,21,42.9,12,227,57,25.1,120,86,21,31,8,0,23,18,51,91,1
1536,0,0,0,0,0,0,2,0,2,5,2,40,5,0,0,0,0,0,0,0,0,1,2
1537,22,11,11,9,2,9,20,45,11,159,48,30.2,89,62,8,48,26,2,22,50,72,102,1
1538,34,15,21,9,4,15,32,46.9,17,276,67,24.3,126,97,53,68,14,0,54,29,63,100,0
1539,0,0,0,0,0,0,1,0,1,5,1,20,1,3,1,0,0,0,0,0,0,0,0
1540,25,18,9,12,4,7,32,21.9,25,267,85,31.8,67,114,86,20,3,0,17,11,36,5,0
1541,29,19,11,12,6,9,33,27.3,24,254,75,29.5,64,110,80,27,3,0,24,39,68,20,0
1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,0,0,0,0,0,0,0,0,0,2,2,100,1,1,0,0,0,0,0,0,0,2,0
1544,30,19,24,4,2,7,24,29.2,17,122,38,31.1,71,39,12,12,2,0,10,2,32,11,0
1545,37,27,4,20,13,9,28,32.1,19,344,94,27.3,57,176,111,13,1,0,12,10,47,6,0
1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,30,22,22,6,2,8,21,38.1,13,258,88,34.1,114,103,41,36,7,1,29,32,62,45,0
1548,67,41,36,28,3,24,44,54.5,20,355,121,34.1,188,150,17,40,16,0,24,36,103,108,4
1549,9,5,5,3,1,2,6,33.3,4,50,14,28,21,20,9,8,2,0,6,2,11,2,0
1550,72,48,27,36,9,23,53,43.4,30,495,138,27.9,118,265,112,37,6,0,31,27,99,27,0
1551,10,8,5,4,1,5,15,33.3,10,73,25,34.2,31,34,8,10,2,0,8,5,15,19,0
1552,26,12,17,8,1,6,13,46.2,7,222,86,38.7,104,110,8,35,18,0,17,48,74,131,3
1553,32,16,15,16,1,9,32,28.1,23,181,62,34.3,67,103,11,7,1,0,6,13,45,20,0
1554,30,18,20,10,0,14,26,53.8,12,191,67,35.1,107,76,8,45,24,0,21,61,91,176,1
1555,3,2,1,2,0,1,2,50,1,14,4,28.6,5,6,3,0,0,0,0,1,4,0,0
1556,3,1,3,0,0,1,2,50,1,9,1,11.1,4,3,2,3,0,0,3,1,4,0,0
1557,20,15,3,9,8,8,35,22.9,27,253,59,23.3,26,113,114,24,1,0,23,6,26,3,0
1558,19,14,5,12,2,7,16,43.8,9,184,56,30.4,51,97,36,20,3,0,17,9,28,16,0
1559,1,0,0,1,0,0,0,0,0,3,1,33.3,0,3,0,0,0,0,0,0,1,0,0
1560,87,56,42,39,6,37,90,41.1,53,699,210,30,256,371,72,51,9,0,42,41,128,47,0
1561,0,0,0,0,0,0,0,0,0,2,1,50,2,0,0,0,0,0,0,0,0,2,2
1562,17,11,9,6,2,8,11,72.7,3,113,25,22.1,48,44,21,13,3,0,10,13,30,12,1
1563,20,14,9,6,5,5,28,17.9,23,327,104,31.8,99,150,78,19,2,0,17,25,45,26,0
1564,7,2,3,3,1,1,12,8.3,11,155,45,29,12,74,69,5,0,0,5,5,12,9,0
1565,7,6,1,3,3,2,7,28.6,5,113,35,31,8,49,56,5,1,0,4,4,11,2,0
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,1,1,0,0,1,0,4,0,4,55,15,27.3,16,25,14,5,1,0,4,3,4,3,0
1568,0,0,0,0,0,0,2,0,2,10,2,20,0,2,8,1,0,0,1,1,1,1,0
1569,9,7,5,2,2,2,14,14.3,12,105,29,27.6,44,44,17,5,1,0,4,3,12,5,0
1570,56,35,25,23,8,11,50,22,39,620,171,27.6,151,357,112,62,11,0,51,46,102,80,1
1571,21,6,12,8,1,6,15,40,9,115,39,33.9,67,44,4,18,7,0,11,16,37,65,1
1572,1,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0
1573,14,8,5,6,3,5,18,27.8,13,197,42,21.3,31,94,72,15,0,0,15,4,18,4,0
1574,4,2,2,2,0,0,3,0,3,28,8,28.6,10,10,8,7,0,0,7,2,6,5,0
1575,1,0,1,0,0,0,0,0,0,11,2,18.2,5,4,2,1,0,0,1,2,3,1,0
1576,1,0,0,1,0,0,2,0,2,16,7,43.8,5,5,6,0,0,0,0,0,1,0,0
1577,23,17,1,16,6,5,20,25,15,411,111,27,46,184,181,19,1,0,18,3,26,6,1
1578,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0
1579,72,37,40,31,1,27,50,54,23,411,119,29,170,176,65,72,9,0,63,29,101,98,1
1580,64,36,30,31,3,21,55,38.2,34,459,134,29.2,167,258,34,42,9,1,33,51,115,47,0
1581,11,4,6,4,1,6,24,25,18,114,23,20.2,27,55,32,7,0,0,7,6,17,5,0
1582,6,4,4,2,0,2,7,28.6,5,98,23,23.5,41,46,11,7,0,0,7,1,7,8,0
1583,45,24,24,19,2,22,60,36.7,38,335,99,29.6,170,122,43,47,3,0,44,36,81,64,0
1584,66,40,36,25,5,16,35,45.7,19,440,153,34.8,218,193,29,53,21,0,32,71,137,107,0
1585,0,0,0,0,0,0,1,0,1,4,2,50,4,0,0,0,0,0,0,0,0,0,2
1586,79,52,44,28,7,36,60,60,24,351,119,33.9,141,149,61,54,4,0,50,55,134,76,0
1587,30,20,21,9,0,8,14,57.1,6,163,60,36.8,102,52,9,34,16,2,18,33,63,118,0
1588,8,5,3,4,1,3,12,25,9,71,16,22.5,32,28,11,14,3,0,11,3,11,5,0
1589,26,17,10,10,6,8,33,24.2,25,354,91,25.7,119,170,65,18,6,0,12,19,45,27,0
1590,8,5,3,4,1,0,1,0,1,62,20,32.3,11,24,27,0,0,0,0,1,9,3,0
1591,42,32,8,18,16,9,26,34.6,17,468,158,33.8,65,168,235,39,2,0,37,15,57,7,0
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,1,1,1,0,0,0,0,0,0,37,8,21.6,30,5,2,8,6,0,2,4,5,26,0
1594,30,18,12,14,4,12,25,48,13,232,72,31,58,131,43,55,14,0,41,27,57,28,0
1595,64,49,27,32,5,25,84,29.8,59,640,172,26.9,202,377,61,43,7,0,36,33,97,62,0
1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,34,21,26,8,0,13,24,54.2,11,173,62,35.8,116,50,7,35,16,0,19,26,60,97,2
1598,27,14,10,14,3,9,15,60,6,123,33,26.8,44,46,33,17,2,0,15,8,35,21,0
1599,4,1,2,1,1,2,4,50,2,27,10,37,14,7,6,6,0,0,6,2,6,8,0
1600,18,11,4,7,7,5,13,38.5,8,174,41,23.6,37,70,67,7,2,0,5,5,23,4,0
1601,26,18,13,8,5,10,21,47.6,11,142,52,36.6,58,58,26,25,3,1,22,12,38,35,0
1602,4,3,1,2,1,1,6,16.7,5,67,12,17.9,8,38,21,0,0,0,0,0,4,1,0
1603,7,4,3,2,2,1,12,8.3,11,228,56,24.6,25,98,105,18,2,0,16,1,8,12,0
1604,10,4,5,5,0,2,7,28.6,5,72,20,27.8,31,28,13,19,2,0,17,8,18,23,0
1605,0,0,0,0,0,0,0,0,0,4,1,25,0,3,1,0,0,0,0,0,0,6,0
1606,25,17,10,5,10,10,25,40,15,145,48,33.1,49,48,48,22,2,0,20,9,34,24,0
1607,49,26,32,16,1,15,25,60,10,212,67,31.6,103,100,9,46,22,2,24,38,87,175,3
1608,56,35,29,18,9,15,33,45.5,18,240,71,29.6,86,84,70,50,6,0,44,19,75,16,0
1609,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0
1610,23,12,16,4,3,10,18,55.6,8,173,50,28.9,74,63,36,22,6,0,16,19,42,37,0
1611,41,26,20,18,3,8,23,34.8,15,222,79,35.6,106,95,21,70,42,0,28,37,78,135,1
1612,64,48,38,21,5,28,78,35.9,50,376,123,32.7,198,158,20,46,9,0,37,36,100,46,0
1613,22,17,12,7,3,11,32,34.4,21,203,53,26.1,69,88,46,34,1,1,33,19,41,40,0
1614,12,6,8,4,0,5,11,45.5,6,42,12,28.6,23,16,3,7,2,0,5,6,18,27,0
1615,30,22,11,16,3,11,30,36.7,19,265,90,34,94,148,23,25,9,0,16,15,45,53,1
1616,14,11,11,3,0,4,11,36.4,7,68,27,39.7,41,25,2,13,7,0,6,5,19,56,0
1617,23,15,19,4,0,10,19,52.6,9,117,32,27.4,70,39,8,27,11,0,16,21,44,91,0
1618,2,2,0,1,1,0,6,0,6,107,24,22.4,12,47,48,5,1,0,4,0,2,2,0
1619,40,29,15,23,2,15,51,29.4,36,372,107,28.8,105,213,54,22,4,0,18,21,61,13,2
1620,1,1,0,1,0,0,0,0,0,24,6,25,4,12,8,5,1,0,4,1,2,3,0
1621,4,2,1,1,2,1,2,50,1,32,7,21.9,14,10,8,10,2,0,8,7,11,13,0
1622,66,49,32,25,9,25,52,48.1,27,572,156,27.3,186,312,74,32,9,0,23,26,92,23,0
1623,31,17,18,12,1,14,26,53.8,12,175,58,33.1,100,69,6,23,14,0,9,26,57,103,0
1624,23,19,16,5,2,12,17,70.6,5,146,42,28.8,67,68,11,34,16,0,18,28,51,80,1
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,25,18,13,9,3,9,27,33.3,18,198,64,32.3,77,90,31,31,11,0,20,32,57,92,2
1627,28,19,18,10,0,12,22,54.5,10,192,63,32.8,117,69,6,30,9,0,21,14,42,72,1
1628,20,13,4,10,6,5,22,22.7,17,440,81,18.4,40,199,201,19,4,0,15,5,25,6,0
1629,1,1,0,0,1,0,7,0,7,148,42,28.4,13,39,96,22,5,0,17,4,5,9,0
1630,2,2,2,0,0,1,4,25,3,26,9,34.6,6,17,3,2,0,0,2,3,5,1,0
1631,35,12,18,15,2,13,36,36.1,23,199,50,25.1,84,93,22,26,4,0,22,17,52,50,0
1632,1,0,0,1,0,1,3,33.3,2,13,2,15.4,8,5,0,1,1,0,0,2,3,6,0
1633,15,11,5,8,2,4,13,30.8,9,80,28,35,24,43,13,12,2,0,10,9,24,7,0
1634,6,1,2,3,1,4,12,33.3,8,136,29,21.3,18,46,72,10,1,0,9,8,14,6,0
1635,44,31,28,13,3,20,48,41.7,28,260,85,32.7,139,96,25,24,9,0,15,36,80,63,1
1636,0,0,0,0,0,0,1,0,1,6,1,16.7,6,0,0,0,0,0,0,0,0,0,1
1637,29,14,20,9,0,12,31,38.7,19,200,67,33.5,122,76,2,28,8,1,20,37,66,151,0
1638,12,9,4,7,1,5,15,33.3,10,123,31,25.2,23,62,38,13,1,0,12,4,16,4,0
1639,9,5,4,3,2,4,5,80,1,60,24,40,20,28,12,13,4,0,9,11,20,27,0
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,24,18,5,9,10,6,20,30,14,507,133,26.2,61,206,240,42,7,0,35,28,52,15,0
1642,13,8,8,5,0,7,9,77.8,2,36,14,38.9,19,15,2,11,3,0,8,7,20,35,1
1643,39,22,10,12,17,12,42,28.6,30,312,99,31.7,53,146,113,25,0,0,25,12,51,6,0
1644,50,28,29,18,3,19,41,46.3,22,309,93,30.1,139,117,53,56,6,0,50,48,98,66,1
1645,7,4,3,4,0,1,3,33.3,2,34,15,44.1,8,20,6,1,0,0,1,1,8,1,0
1646,4,1,1,2,1,0,0,0,0,24,11,45.8,7,13,4,2,0,0,2,1,5,6,0
1647,42,21,15,20,7,14,51,27.5,37,330,111,33.6,125,170,35,47,13,0,34,36,78,40,1
1648,43,22,29,9,5,23,48,47.9,25,305,84,27.5,189,98,18,42,16,0,26,41,84,158,0
1649,0,0,0,0,0,0,3,0,3,6,0,0,6,0,0,2,0,0,2,0,0,2,1
1650,21,14,13,7,1,10,24,41.7,14,160,49,30.6,64,58,38,15,2,0,13,12,33,11,0
1651,1,1,0,1,0,0,0,0,0,8,4,50,0,6,2,1,0,0,1,1,2,0,0
1652,20,13,15,4,1,11,34,32.4,23,136,42,30.9,79,40,17,35,0,0,35,6,26,16,0
1653,14,10,1,7,6,2,9,22.2,7,308,70,22.7,20,126,162,16,3,0,13,11,25,13,0
1654,2,2,1,1,0,0,5,0,5,65,14,21.5,16,24,25,2,0,0,2,2,4,3,0
1655,49,27,24,20,5,23,50,46,27,354,117,33.1,107,204,43,24,5,0,19,41,90,30,0
1656,11,8,6,4,1,4,8,50,4,83,21,25.3,22,47,14,3,0,0,3,2,13,1,0
1657,1,1,0,1,0,1,3,33.3,2,31,4,12.9,2,18,11,2,1,0,1,1,2,2,0
1658,5,5,2,1,2,0,3,0,3,107,32,29.9,8,50,49,7,1,0,6,1,6,7,0
1659,24,15,13,10,1,10,31,32.3,21,175,56,32,79,81,15,30,5,0,25,18,42,21,1
1660,15,11,11,4,0,5,8,62.5,3,58,24,41.4,35,20,3,7,0,0,7,4,19,28,0
1661,4,3,2,2,0,2,4,50,2,63,17,27,18,24,21,5,1,0,4,2,6,0,0
1662,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
1663,3,2,2,1,0,1,2,50,1,4,2,50,3,1,0,2,0,0,2,0,3,0,0
1664,8,4,6,2,0,3,6,50,3,36,10,27.8,13,23,0,6,0,0,6,1,9,14,0
1665,0,0,0,0,0,0,0,0,0,2,1,50,1,0,1,1,0,0,1,1,1,0,0
1666,24,18,6,12,6,4,18,22.2,14,475,146,30.7,74,187,214,18,2,0,16,12,36,9,0
1667,18,12,7,8,3,4,12,33.3,8,105,35,33.3,27,57,21,7,1,0,6,2,20,2,0
