Unnamed: 0,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9
Rk,xG,xA,xG+xA,npxG,npxG+xA
1350,0.03,0.22,0.25,0.03,0.25
1351,0,0,0,0,0
1352,0.02,0.1,0.13,0.02,0.13
1353,0.3,0.18,0.48,0.3,0.48
1354,0.04,0.02,0.05,0.04,0.05
1355,0.01,0.04,0.05,0.01,0.05
1356,0.06,0,0.06,0.06,0.06
1357,0.4,0.06,0.46,0.28,0.35
1358,0.02,0.04,0.07,0.02,0.07
1359,0.01,0,0.01,0.01,0.01
1360,0.06,0,0.06,0.06,0.06
1361,0.34,0.07,0.41,0.34,0.41
1362,0,0,0,0,0
1363,0,0.03,0.03,0,0.03
1364,0.06,0.01,0.07,0.06,0.07
1365,0.04,0.05,0.09,0.04,0.09
1366,0.14,0.41,0.55,0.14,0.55
1367,0.34,0,0.34,0.34,0.34
1368,0.32,0.11,0.43,0.32,0.43
1369,0,0,0,0,0
1370,0.03,0.01,0.04,0.03,0.04
1371,0.06,0.02,0.08,0.06,0.08
1372,0.06,0.01,0.07,0.06,0.07
1373,0.02,0.01,0.03,0.02,0.03
1374,0.05,0.09,0.14,0.05,0.14
1375,0,0,0,0,0
1376,0.01,0.03,0.04,0.01,0.04
1377,0.62,0.18,0.79,0.47,0.65
1378,0.02,0.05,0.07,0.02,0.07
1379,0.08,0.17,0.25,0.08,0.25
1380,0.09,0.28,0.38,0.09,0.38
1381,0.04,0.05,0.09,0.04,0.09
1382,0.09,0.14,0.23,0.09,0.23
1383,0.37,0.25,0.62,0.11,0.36
1384,0.01,0.04,0.04,0.01,0.04
1385,0.41,0.16,0.57,0.41,0.57
1386,0.1,0.09,0.19,0.1,0.19
1387,0.26,0.07,0.33,0.15,0.22
1388,0,0.16,0.16,0,0.16
1389,0.14,0.3,0.44,0.14,0.44
1390,0.06,0.03,0.09,0.06,0.09
1391,0.03,0.15,0.18,0.03,0.18
1392,0.04,0.03,0.06,0.04,0.06
1393,0.12,0.07,0.19,0.12,0.19
1394,0.05,0.12,0.17,0.05,0.17
1395,0.12,0.1,0.23,0.12,0.23
1396,0.21,0.01,0.22,0.21,0.22
1397,0.03,0.09,0.11,0.03,0.11
1398,0.13,0,0.13,0.13,0.13
1399,0.32,0.13,0.46,0.32,0.46
1400,0.46,0.13,0.58,0.35,0.47
1401,0.01,0.01,0.03,0.01,0.03
1402,0.05,0.01,0.07,0.05,0.07
1403,0,0,0,0,0
1404,0.04,0.03,0.07,0.04,0.07
1405,0.41,0,0.41,0.41,0.41
1406,0.08,0.08,0.15,0.08,0.15
1407,0.1,0.09,0.19,0.1,0.19
1408,0.12,0.2,0.32,0.01,0.21
1409,0.14,0.16,0.3,0.14,0.3
1410,0.18,0.12,0.3,0.18,0.3
1411,0.39,0.1,0.49,0.39,0.49
1412,0.06,0.11,0.17,0.06,0.17
1413,0.08,0,0.08,0.08,0.08
1414,0,0,0,0,0
1415,0.18,0.14,0.32,0.18,0.32
1416,0.36,0.14,0.49,0.33,0.46
1417,0.05,0.05,0.1,0.05,0.1
1418,0.01,0.01,0.02,0.01,0.02
1419,0.02,0.03,0.05,0.02,0.05
1420,0,0,0,0,0
1421,0.6,0.05,0.65,0.6,0.65
1422,0.24,0.08,0.32,0.24,0.32
1423,0.05,0,0.06,0.05,0.06
1424,0.03,0.03,0.05,0.03,0.05
1425,0.12,0.04,0.16,0.12,0.16
1426,0.1,0.11,0.21,0.1,0.21
1427,0.18,0.29,0.46,0.18,0.46
1428,0,0.01,0.01,0,0.01
1429,0,0,0,0,0
1430,0.04,0.01,0.04,0.04,0.04
1431,0.15,0.08,0.22,0.15,0.22
1432,0.11,0.15,0.25,0.11,0.25
1433,0.08,0.13,0.21,0.08,0.21
1434,0.19,0.06,0.25,0.19,0.25
1435,0.06,0.22,0.28,0.06,0.28
1436,0.01,0.09,0.1,0.01,0.1
1437,0.01,0,0.01,0.01,0.01
1438,0.07,0,0.07,0.07,0.07
1439,0.09,0.03,0.12,0.09,0.12
1440,0.09,0.01,0.11,0.09,0.11
1441,0.27,0.21,0.48,0.27,0.48
1442,0,0,0,0,0
1443,0.02,0.12,0.13,0.02,0.13
1444,0,0,0,0,0
1445,0,0,0,0,0
1446,0.19,0.06,0.25,0.16,0.21
1447,0.02,0.01,0.03,0.02,0.03
1448,0.06,0.01,0.07,0.06,0.07
1449,0.01,0.06,0.07,0.01,0.07
1450,0.09,0.13,0.22,0.09,0.22
1451,0.05,0.04,0.09,0.05,0.09
1452,0.04,0.05,0.1,0.04,0.1
1453,0.05,0.03,0.08,0.05,0.08
1454,0,0,0,0,0
1455,0.04,0.08,0.12,0.04,0.12
1456,0.12,0.22,0.34,0.12,0.34
1457,0.28,0.04,0.32,0.28,0.32
1458,0.04,0.03,0.07,0.04,0.07
1459,0.02,0.07,0.09,0.02,0.09
1460,0,0,0,0,0
1461,0,0,0,0,0
1462,0.02,0.08,0.1,0.02,0.1
1463,1.16,0.13,1.29,0.9,1.04
1464,0.01,0.08,0.09,0.01,0.09
1465,0.42,0.06,0.48,0.21,0.28
1466,0.16,0,0.16,0.16,0.16
1467,0.14,0.19,0.33,0.06,0.25
1468,0.06,0.01,0.07,0.06,0.07
1469,0.05,0.03,0.07,0.05,0.07
1470,0.3,0.35,0.65,0.3,0.65
1471,0.14,0.13,0.27,0.14,0.27
1472,0.02,0.02,0.05,0.02,0.05
1473,0.04,0.06,0.1,0.04,0.1
1474,0.32,0.09,0.42,0.22,0.31
1475,0.06,0.09,0.15,0.06,0.15
1476,0.09,0.12,0.21,0.09,0.21
1477,0.02,0.02,0.03,0.02,0.03
1478,0.06,0.05,0.1,0.06,0.1
1479,0,0,0,0,0
1480,0.17,0.05,0.22,0.17,0.22
1481,0.25,0.17,0.42,0.25,0.42
1482,0.13,0.16,0.29,0.13,0.29
1483,0,0,0,0,0
1484,0.11,0.12,0.23,0.11,0.23
1485,0,0,0,0,0
1486,0.13,0.11,0.24,0.08,0.19
1487,0.06,0.09,0.15,0.06,0.15
1488,0,0,0,0,0
1489,0.15,0.07,0.21,0.15,0.21
1490,0,0,0,0,0
1491,0.04,0,0.04,0.04,0.04
1492,0.02,0,0.02,0.02,0.02
1493,0,0.02,0.02,0,0.02
1494,0.09,0.07,0.16,0.09,0.16
1495,0.18,0.17,0.35,0.16,0.33
1496,0,0,0,0,0
1497,0.16,0.17,0.33,0.16,0.33
1498,0.01,0.06,0.07,0.01,0.07
1499,0.24,0.15,0.39,0.24,0.39
1500,0.03,0.04,0.07,0.03,0.07
1501,0.08,0.05,0.13,0.08,0.13
1502,0,0.1,0.1,0,0.1
1503,0,0,0,0,0
1504,0.17,0.3,0.47,0.17,0.47
1505,0.08,0.08,0.15,0.08,0.15
1506,0.08,0.02,0.1,0.08,0.1
1507,0.02,0.07,0.08,0.02,0.08
1508,0,0,0,0,0
1509,0.22,0.08,0.3,0.08,0.16
1510,0,0.01,0.01,0,0.01
1511,0.01,0.03,0.04,0.01,0.04
1512,0.04,0,0.04,0.04,0.04
1513,0.02,0.07,0.09,0.02,0.09
1514,0.32,0.06,0.37,0.32,0.37
1515,0.36,0.21,0.57,0.36,0.57
1516,0.12,0,0.12,0.12,0.12
1517,0.08,0.02,0.1,0.08,0.1
1518,0.1,0.1,0.19,0.1,0.19
1519,0.01,0.01,0.02,0.01,0.02
1520,0,0,0,0,0
1521,0,0.05,0.05,0,0.05
1522,0.06,0.15,0.21,0.06,0.21
1523,0.31,0.13,0.44,0.28,0.41
1524,0.02,0.03,0.05,0.02,0.05
1525,0.04,0.07,0.1,0.04,0.1
1526,0.01,0,0.01,0.01,0.01
1527,0,0,0,0,0
1528,0.06,0.03,0.09,0.06,0.09
1529,0.05,0.05,0.1,0.05,0.1
1530,0.71,0.24,0.95,0.57,0.81
1531,0.33,0.12,0.45,0.26,0.38
1532,0.09,0.07,0.16,0.09,0.16
1533,0.05,0.1,0.15,0.05,0.15
1534,0.09,0.05,0.14,0.06,0.11
1535,0.03,0.02,0.05,0.03,0.05
1536,0,0,0,0,0
1537,0.04,0.01,0.05,0.04,0.05
1538,0.07,0.06,0.13,0.07,0.13
1539,0,0,0,0,0
1540,0.09,0.19,0.28,0.09,0.28
1541,0.21,0.19,0.4,0.18,0.36
1542,0,0,0,0,0
1543,0,0,0,0,0
1544,0.01,0.02,0.03,0.01,0.03
1545,0.19,0.23,0.42,0.19,0.42
1546,0,0,0,0,0
1547,0.03,0.09,0.12,0.03,0.12
1548,0.05,0.02,0.07,0.05,0.07
1549,0.03,0,0.03,0.03,0.03
1550,0.21,0.09,0.3,0.21,0.3
1551,0.01,0.07,0.08,0.01,0.08
1552,0.04,0,0.05,0.04,0.05
1553,0.04,0.05,0.1,0.04,0.1
1554,0.06,0.01,0.07,0.06,0.07
1555,0,0.02,0.02,0,0.02
1556,0,0.05,0.05,0,0.05
1557,0.26,0.27,0.53,0.26,0.53
1558,0.03,0.12,0.16,0.03,0.16
1559,0,0.49,0.49,0,0.49
1560,0.07,0.07,0.14,0.07,0.14
1561,0,0.01,0.01,0,0.01
1562,0.02,0.04,0.06,0.02,0.06
1563,0.05,0.05,0.1,0.05,0.1
1564,0.53,0.12,0.65,0.45,0.57
1565,0.34,0.06,0.41,0.34,0.41
1566,0,0,0,0,0
1567,0.27,0,0.27,0.14,0.14
1568,0.19,0.23,0.43,0.19,0.43
1569,0.01,0.01,0.02,0.01,0.02
1570,0.06,0.04,0.1,0.06,0.1
1571,0.03,0.01,0.04,0.03,0.04
1572,0,0,0,0,0
1573,0.06,0,0.06,0.06,0.06
1574,0.03,0.05,0.08,0.03,0.08
1575,0,0,0,0,0
1576,0.45,0,0.45,0.45,0.45
1577,0.31,0.47,0.78,0.27,0.74
1578,0,0.22,0.22,0,0.22
1579,0.05,0.08,0.13,0.05,0.13
1580,0.06,0.02,0.08,0.06,0.08
1581,0.27,0.04,0.32,0.27,0.32
1582,0.04,0.01,0.05,0.04,0.05
1583,0.01,0.05,0.05,0.01,0.05
1584,0.08,0.03,0.11,0.08,0.11
1585,0,0,0,0,0
1586,0.01,0.05,0.06,0.01,0.06
1587,0.09,0.01,0.09,0.09,0.09
1588,0.18,0.04,0.22,0.18,0.22
1589,0.12,0.03,0.16,0.12,0.16
1590,0.36,0.06,0.41,0.36,0.41
1591,0.49,0.18,0.67,0.49,0.67
1592,0,0,0,0,0
1593,0.15,0,0.15,0.15,0.15
1594,0.06,0.07,0.13,0.06,0.13
1595,0.11,0.1,0.21,0.03,0.14
1596,0,0,0,0,0
1597,0.03,0.02,0.05,0.03,0.05
1598,0,0.03,0.03,0,0.03
1599,0.01,0.06,0.06,0.01,0.06
1600,0.23,0.14,0.37,0.23,0.37
1601,0.06,0.09,0.16,0.06,0.16
1602,0.19,0.16,0.35,0.19,0.35
1603,0.29,0.05,0.33,0.29,0.33
1604,0.01,0.02,0.03,0.01,0.03
1605,0,0,0,0,0
1606,0.04,0.1,0.13,0.04,0.13
1607,0.04,0.02,0.06,0.04,0.06
1608,0.09,0.09,0.18,0.09,0.18
1609,0,0,0,0,0
1610,0.03,0.06,0.1,0.03,0.1
1611,0.05,0.03,0.08,0.05,0.08
1612,0,0.02,0.02,0,0.02
1613,0.08,0.11,0.19,0.08,0.19
1614,0,0,0,0,0
1615,0.07,0.03,0.1,0.02,0.05
1616,0,0,0,0,0
1617,0.05,0.01,0.06,0.05,0.06
1618,0.26,0.03,0.28,0.26,0.28
1619,0.03,0.04,0.07,0.03,0.07
1620,0.07,0.52,0.58,0.07,0.58
1621,0.03,0.04,0.07,0.03,0.07
1622,0.05,0.15,0.19,0.05,0.19
1623,0.09,0,0.1,0.09,0.1
1624,0.02,0,0.03,0.02,0.03
1625,0,0,0,0,0
1626,0.06,0.02,0.09,0.06,0.09
1627,0.01,0,0.01,0.01,0.01
1628,0.38,0.1,0.48,0.26,0.36
1629,0.4,0.12,0.51,0.4,0.51
1630,0.01,0.07,0.08,0.01,0.08
1631,0.01,0.12,0.14,0.01,0.14
1632,0,0,0,0,0
1633,0,0.03,0.03,0,0.03
1634,0.53,0.32,0.85,0.53,0.85
1635,0.08,0.02,0.11,0.08,0.11
1636,0,0.01,0.01,0,0.01
1637,0.05,0.02,0.07,0.05,0.07
1638,0.11,0.1,0.21,0.11,0.21
1639,0.06,0.03,0.09,0.06,0.09
1640,0,0,0,0,0
1641,0.55,0.16,0.7,0.49,0.65
1642,0,0.01,0.01,0,0.01
1643,0.16,0.16,0.32,0.16,0.32
1644,0.06,0.07,0.13,0.06,0.13
1645,0.37,0.01,0.38,0.37,0.38
1646,0.11,0.13,0.24,0.11,0.24
1647,0.02,0.02,0.04,0.02,0.04
1648,0.02,0.01,0.03,0.02,0.03
1649,0,0,0,0,0
1650,0.2,0.17,0.37,0.2,0.37
1651,0,0,0,0,0
1652,0.03,0.17,0.19,0.03,0.19
1653,0.29,0.05,0.34,0.23,0.28
1654,0.19,0.15,0.34,0.06,0.21
1655,0.06,0.04,0.1,0.06,0.1
1656,0.37,0.14,0.51,0.37,0.51
1657,0.08,0.01,0.09,0.08,0.09
1658,0.67,0.13,0.81,0.6,0.74
1659,0.02,0.03,0.06,0.02,0.06
1660,0.08,0.14,0.22,0.08,0.22
1661,0,0.05,0.05,0,0.05
1662,0,0.32,0.32,0,0.32
1663,0,0,0,0,0
1664,0.04,0.04,0.08,0.04,0.08
1665,0,0,0,0,0
1666,0.46,0.13,0.59,0.36,0.48
1667,0.12,0.24,0.36,0.12,0.36
1668,0.25,0.05,0.3,0.22,0.27
1669,0.09,0.02,0.1,0.09,0.1
1670,0.35,0.17,0.52,0.35,0.52
1671,0.48,0.1,0.58,0.48,0.58
1672,0,0,0,0,0
1673,0.14,0.16,0.3,0.14,0.3
1674,0,0,0,0,0
1675,0.03,0.07,0.1,0.03,0.1
1676,0.93,0.17,1.11,0.76,0.93
1677,0.11,0.01,0.12,0.11,0.12
1678,0.04,0.04,0.09,0.04,0.09
1679,0.14,0.1,0.24,0.14,0.24
1680,0.01,0.05,0.07,0.01,0.07
1681,0.21,0.07,0.28,0.21,0.28
1682,0,0,0,0,0
1683,0,0.03,0.03,0,0.03
1684,0.06,0.08,0.14,0.06,0.14
1685,0.26,0.05,0.31,0.26,0.31
1686,0.22,0.15,0.37,0.22,0.37
1687,0.03,0.19,0.22,0.03,0.22
1688,0.09,0.04,0.13,0.09,0.13
1689,0,0.04,0.04,0,0.04
1690,0.04,0.02,0.05,0.04,0.05
1691,0,0.08,0.08,0,0.08
1692,0.06,0.01,0.07,0.06,0.07
1693,2.02,0,2.02,2.02,2.02
1694,0.09,0.22,0.31,0.09,0.31
1695,0.06,0.03,0.09,0.06,0.09
1696,0.06,0.06,0.12,0.06,0.12
1697,0,0,0,0,0
1698,0.3,0.02,0.31,0.3,0.31
1699,0.09,0.1,0.19,0.09,0.19
1700,0.15,0.08,0.23,0.15,0.23
1701,0.03,0.1,0.13,0.03,0.13
1702,0.01,0.07,0.08,0.01,0.08
1703,0.01,0.02,0.03,0.01,0.03
1704,0.05,0.01,0.06,0.05,0.06
1705,0.07,0.06,0.13,0.07,0.13
1706,0.25,0.07,0.32,0.23,0.29
1707,0.23,0.06,0.3,0.23,0.3
1708,0.02,0,0.02,0.02,0.02
1709,0,0,0,0,0
1710,0.04,0.04,0.08,0.04,0.08
1711,0,0,0,0,0
1712,0,0.05,0.05,0,0.05
1713,0.02,0.07,0.09,0.02,0.09
1714,0.01,0.02,0.03,0.01,0.03
1715,0.1,0,0.1,0.1,0.1
1716,0,0,0,0,0
1717,0,0.01,0.01,0,0.01
1718,0,0.01,0.01,0,0.01
1719,0.16,0.09,0.24,0.16,0.24
1720,0.19,0.29,0.47,0.19,0.47
1721,0.02,0,0.02,0.02,0.02
1722,0.32,0.23,0.56,0.32,0.56
1723,0.08,0.06,0.14,0.05,0.1
1724,0,0,0,0,0
1725,0.7,0.32,1.02,0.58,0.9
1726,0.21,0.08,0.29,0.21,0.29
1727,0.06,0.1,0.16,0.06,0.16
1728,0.01,0.01,0.02,0.01,0.02
1729,0.24,0.01,0.26,0.24,0.26
1730,0.01,0,0.01,0.01,0.01
1731,0.05,0.07,0.13,0.05,0.13
1732,0,0,0,0,0
1733,0,0,0,0,0
1734,0.03,0.25,0.27,0.03,0.27
1735,0,0,0,0,0
1736,0,0,0,0,0
1737,0.07,0,0.08,0.07,0.08
1738,0.34,0.09,0.43,0.34,0.43
1739,0.08,0.01,0.09,0.08,0.09
1740,0.63,0.09,0.71,0.46,0.55
1741,0.19,0.21,0.4,0.19,0.4
1742,0,0,0,0,0
1743,0.09,0,0.09,0.09,0.09
1744,0.09,0.05,0.14,0.03,0.08
1745,0.04,0.15,0.19,0.04,0.19
1746,0.25,0.08,0.33,0.25,0.33
1747,0,0,0,0,0
1748,0,0.09,0.09,0,0.09
1749,0.25,0,0.25,0.25,0.25
1750,0.04,0.1,0.14,0.04,0.14
1751,0.33,0.05,0.38,0.3,0.35
1752,0.06,0,0.06,0.06,0.06
1753,0.15,0.07,0.22,0.15,0.22
1754,0.2,0,0.2,0.2,0.2
1755,0.05,0.02,0.07,0.05,0.07
1756,0.05,0.05,0.09,0.05,0.09
1757,0.43,0.06,0.48,0.36,0.41
1758,0.04,0.07,0.1,0.04,0.1
1759,0.24,0.34,0.58,0.24,0.58
1760,0.03,0.07,0.1,0.03,0.1
1761,0,0,0,0,0
1762,0.02,0.02,0.04,0.02,0.04
1763,0.42,0.17,0.59,0.32,0.49
1764,0.03,0,0.03,0.03,0.03
1765,0.04,0.09,0.14,0.04,0.14
1766,0.4,0.3,0.7,0.38,0.67
1767,0.12,0.02,0.14,0.12,0.14
1768,0.26,0.04,0.3,0.26,0.3
1769,0.73,0.01,0.74,0.42,0.43
1770,0.09,0.14,0.23,0.09,0.23
1771,0.54,0.17,0.71,0.51,0.68
1772,0.08,0.06,0.13,0.08,0.13
1773,0,0,0,0,0
1774,0.35,0.01,0.37,0.35,0.37
1775,0.03,0.09,0.11,0.03,0.11
1776,0.01,0.05,0.06,0.01,0.06
1777,0,0,0,0,0
1778,0.28,0.12,0.4,0.24,0.36
1779,0.08,0.12,0.2,0.08,0.2
1780,0.03,0.11,0.14,0.03,0.14
1781,0,0.08,0.08,0,0.08
1782,0.13,0.13,0.26,0.13,0.26
1783,0,0,0,0,0
1784,0,0.05,0.05,0,0.05
1785,0.05,0.04,0.09,0.05,0.09
1786,0.25,0.03,0.28,0.25,0.28
1787,0.09,0.09,0.18,0.09,0.18
1788,0.04,0.04,0.08,0.04,0.08
1789,0.03,0.05,0.08,0.03,0.08
1790,0,0,0,0,0
1791,0,0,0,0,0
1792,0.09,0.11,0.2,0.04,0.15
1793,0.02,0.13,0.15,0.02,0.15
1794,0.06,0.03,0.1,0.06,0.1
1795,0.09,0,0.09,0.09,0.09
1796,0.12,0,0.12,0.12,0.12
1797,0.49,0.22,0.71,0.46,0.67
1798,0.05,0.01,0.06,0.05,0.06
1799,0.1,0.19,0.29,0.1,0.29
1800,0.02,0.01,0.03,0.02,0.03
1801,0.12,0,0.12,0.12,0.12
1802,0.04,0.1,0.14,0.04,0.14
1803,0.64,0.26,0.9,0.39,0.65
1804,0.11,0.11,0.21,0.11,0.21
1805,0.01,0.07,0.07,0.01,0.07
1806,0,0,0,0,0
1807,0,0,0,0,0
1808,0.22,0.03,0.25,0.22,0.25
1809,0.01,0.03,0.04,0.01,0.04
1810,0.02,0.05,0.07,0.02,0.07
1811,0.59,0.15,0.74,0.59,0.74
1812,0.08,0.03,0.1,0.08,0.1
1813,0,0,0,0,0
1814,0.39,0.09,0.47,0.33,0.42
1815,0.21,0.24,0.45,0.19,0.43
1816,0.14,0.14,0.29,0.14,0.29
1817,0.22,0.1,0.32,0.22,0.32
1818,0.02,0.09,0.12,0.02,0.12
1819,0.12,0,0.12,0.12,0.12
1820,0,0,0,0,0
1821,0,0,0,0,0
1822,0.12,0.08,0.2,0.12,0.2
1823,0.06,0.02,0.08,0.06,0.08
1824,0.05,0.03,0.08,0.05,0.08
1825,0,0,0,0,0
1826,0,0,0,0,0
1827,0.24,0.39,0.63,0.21,0.6
1828,0,0,0,0,0
1829,0.04,0.01,0.04,0.04,0.04
1830,0.18,0.14,0.32,0.18,0.32
1831,0.02,0.05,0.07,0.02,0.07
1832,0.05,0.02,0.07,0.05,0.07
1833,1.01,0.3,1.3,0.87,1.16
1834,0.02,0.01,0.02,0.02,0.02
1835,0.5,0.03,0.53,0.5,0.53
1836,0.07,0.12,0.19,0.07,0.19
1837,0.07,0.02,0.09,0.07,0.09
1838,0.31,0.1,0.41,0.31,0.41
1839,0,0,0,0,0
1840,0,0,0,0,0
1841,0.04,0.04,0.09,0.04,0.09
1842,0.31,0.09,0.41,0.31,0.41
1843,0,0,0,0,0
1844,0,0,0,0,0
1845,0.05,0,0.05,0.05,0.05
1846,0.16,0.09,0.25,0.16,0.25
1847,0.01,0.07,0.09,0.01,0.09
1848,0.1,0.11,0.21,0.1,0.21
1849,0.05,0.01,0.06,0.05,0.06
1850,0,0.01,0.01,0,0.01
1851,0.03,0.01,0.04,0.03,0.04
1852,0.02,0.08,0.09,0.02,0.09
1853,0.07,0.02,0.09,0.07,0.09
1854,0.01,0.02,0.03,0.01,0.03
1855,0,0,0,0,0
1856,0.08,0.08,0.16,0.08,0.16
1857,0.29,0,0.29,0.29,0.29
1858,0,0,0.01,0,0.01
1859,0.07,0.12,0.2,0.07,0.2
1860,0,0,0,0,0
1861,0,0,0,0,0
1862,0.02,0,0.02,0.02,0.02
1863,0,0.07,0.07,0,0.07
1864,0.01,0.04,0.05,0.01,0.05
1865,0.03,0.17,0.2,0.03,0.2
1866,0,0.01,0.01,0,0.01
1867,0,0.01,0.01,0,0.01
1868,0.13,0.18,0.31,0.13,0.31
1869,0,0,0,0,0
1870,0.03,0.06,0.09,0.03,0.09
1871,0.51,0.18,0.69,0.51,0.69
1872,0.06,0.1,0.16,0.06,0.16
1873,0.19,0.02,0.21,0.19,0.21
1874,0,0,0,0,0
1875,0.26,0.15,0.4,0.26,0.4
1876,0.06,0,0.06,0.06,0.06
1877,0.5,0.18,0.68,0.5,0.68
1878,0,0,0,0,0
1879,0.17,0.22,0.39,0.17,0.39
1880,0.24,0.03,0.27,0.24,0.27
1881,0,0.01,0.01,0,0.01
1882,0.11,0.08,0.19,0.11,0.19
1883,0.02,0.01,0.03,0.02,0.03
1884,0.17,0.07,0.24,0.1,0.17
1885,0.78,0.46,1.24,0.49,0.95
1886,0.05,0.07,0.12,0.05,0.12
1887,0.14,0.01,0.15,0.14,0.15
1888,0.01,0.04,0.06,0.01,0.06
1889,0,0,0,0,0
1890,0.27,0.08,0.34,0.21,0.28
1891,0.08,0.06,0.15,0.06,0.12
1892,0.43,0.03,0.47,0.33,0.36
1893,0.2,0,0.2,0.2,0.2
1894,0.24,0,0.24,0.24,0.24
1895,0.35,0.16,0.5,0.35,0.5
1896,1.73,0,1.73,1.73,1.73
1897,0.12,0.09,0.21,0.08,0.17
1898,0.02,0.01,0.02,0.02,0.02
1899,0,0,0,0,0
1900,0.1,0.25,0.35,0.1,0.35
1901,0.66,0.03,0.69,0.66,0.69
1902,0.52,0.18,0.7,0.52,0.7
1903,0.02,0.01,0.03,0.02,0.03
1904,0.02,0,0.02,0.02,0.02
1905,0.37,0.36,0.73,0.37,0.73
1906,0.08,0.02,0.1,0.08,0.1
1907,0,0.03,0.03,0,0.03
1908,0.23,0.2,0.43,0.23,0.43
1909,0.24,0.15,0.4,0.24,0.4
1910,0.03,0.04,0.07,0.03,0.07
1911,0,0.04,0.04,0,0.04
1912,0.02,0.07,0.09,0.02,0.09
1913,0.07,0,0.07,0.07,0.07
1914,0,0,0,0,0
1915,0.06,0,0.06,0.06,0.06
1916,0.08,0.03,0.11,0.08,0.11
1917,0.02,0.01,0.02,0.02,0.02
1918,0,0.01,0.01,0,0.01
1919,0.5,0.05,0.55,0.31,0.37
1920,0.04,0.01,0.05,0.04,0.05
1921,0.02,0.08,0.11,0.02,0.11
1922,0.43,0.12,0.55,0.29,0.41
1923,0.05,0.03,0.09,0.05,0.09
1924,0,0,0,0,0
1925,0.01,0.01,0.01,0.01,0.01
1926,0,0.16,0.16,0,0.16
1927,0.04,0.05,0.1,0.04,0.1
1928,0,0,0,0,0
1929,0.36,0.12,0.49,0.23,0.36
1930,0.01,0.07,0.08,0.01,0.08
1931,0.23,1.29,1.52,0.23,1.52
1932,0.03,0.02,0.05,0.03,0.05
1933,0.08,0.07,0.14,0.08,0.14
1934,0.05,0.04,0.09,0.05,0.09
1935,0.18,0.04,0.22,0.18,0.22
1936,0.16,0.03,0.18,0.16,0.18
1937,0.09,0.08,0.17,0.09,0.17
1938,0.04,0.07,0.11,0.04,0.11
1939,0.02,0.12,0.14,0.02,0.14
1940,0,0.03,0.03,0,0.03
1941,0.01,0.08,0.09,0.01,0.09
1942,0,0,0,0,0
1943,0.02,0.01,0.02,0.02,0.02
1944,0.08,0.06,0.14,0.08,0.14
1945,0,0,0,0,0
1946,0.31,0.2,0.52,0.29,0.49
1947,0,0,0,0,0
1948,0,0,0,0,0
1949,0,0,0,0,0
1950,0.26,0.12,0.37,0.26,0.37
1951,0.15,0.01,0.17,0.15,0.17
1952,0.18,0.16,0.34,0.11,0.27
1953,0.17,0.33,0.49,0.17,0.49
1954,0.13,0.03,0.16,0.13,0.16
1955,0.25,0.17,0.42,0.12,0.29
1956,0.47,0.11,0.58,0.47,0.58
1957,0.44,0.12,0.56,0.33,0.45
1958,0,0.02,0.02,0,0.02
1959,0.06,0.18,0.24,0.06,0.24
1960,0.07,0.12,0.19,0.07,0.19
1961,0.59,0.15,0.74,0.59,0.74
1962,0.02,0.01,0.03,0.02,0.03
1963,0,0.01,0.01,0,0.01
1964,0.27,0.07,0.34,0.27,0.34
1965,0.01,0.01,0.02,0.01,0.02
1966,0.03,0.1,0.13,0.03,0.13
1967,0.16,0.18,0.34,0.16,0.34
1968,0,0.01,0.01,0,0.01
1969,0,0,0,0,0
1970,0.15,0.27,0.43,0.15,0.43
1971,0.34,0.26,0.6,0.34,0.6
1972,0.05,0.2,0.25,0.05,0.25
1973,0.04,0.01,0.05,0.04,0.05
1974,0.13,0.08,0.21,0.13,0.21
1975,0.41,0.22,0.63,0.2,0.42
1976,0.02,0.04,0.06,0.02,0.06
1977,0.04,0.04,0.08,0.04,0.08
1978,0.08,0.11,0.19,0.08,0.19
1979,0.08,0,0.08,0.08,0.08
1980,0,0,0,0,0
1981,0.05,0,0.05,0.05,0.05
1982,0.16,0.07,0.23,0.16,0.23
1983,0,0,0,0,0
1984,0,0.36,0.36,0,0.36
1985,0.04,0.01,0.05,0.04,0.05
1986,0.3,0.15,0.44,0.3,0.44
1987,0.02,0.14,0.16,0.02,0.16
1988,0,0.02,0.02,0,0.02
1989,0,0.57,0.57,0,0.57
1990,0,0,0,0,0
1991,0.05,0.01,0.06,0.05,0.06
1992,0,0,0,0,0
1993,0.28,0,0.28,0.28,0.28
1994,0,0,0,0,0
1995,0.25,0.1,0.35,0.2,0.3
1996,0,0,0,0,0
1997,0.03,0,0.03,0.03,0.03
1998,0,0,0,0,0
1999,0.38,0.25,0.63,0.38,0.63
2000,0.01,0.02,0.03,0.01,0.03
2001,0,0,0,0,0
2002,0.07,0.09,0.16,0.07,0.16
2003,0.04,0.16,0.2,0.04,0.2
2004,0.01,0,0.01,0.01,0.01
2005,0.1,0.11,0.21,0.1,0.21
2006,0.08,0.06,0.14,0.08,0.14
2007,0.05,0,0.05,0.05,0.05
2008,0.36,0.23,0.59,0.36,0.59
2009,0.23,0.06,0.29,0.23,0.29
2010,0,0.31,0.31,0,0.31
2011,0,0.46,0.46,0,0.46
