Unnamed: 0,Expected,Expected.1,Expected.2,Expected.3
Rk,xG,npxG,xA,npxG+xA
1793,0,0,0.3,0.4
1794,0.3,0.3,0.2,0.5
1795,0.1,0.1,0,0.1
1796,0,0,0,0
1797,10.9,10.2,4.8,15
1798,0.1,0.1,0,0.2
1799,1.5,1.5,2.9,4.4
1800,0.5,0.5,0.3,0.8
1801,0.3,0.3,0,0.3
1802,0.8,0.8,2.1,2.8
1803,19.1,11.6,7.6,19.2
1804,2.4,2.4,2.4,4.8
1805,0.1,0.1,0.6,0.7
1806,0,0,0,0
1807,0,0,0,0
1808,2.4,2.4,0.4,2.8
1809,0.3,0.3,0.6,0.9
1810,0.2,0.2,0.4,0.6
1811,2.8,2.8,0.7,3.5
1812,1.9,1.9,0.7,2.6
1813,0,0,0,0
1814,11.5,10,2.5,12.5
1815,6.8,6,7.8,13.8
1816,2.2,2.2,2.3,4.5
1817,0.7,0.7,0.3,1.1
1818,0.7,0.7,2.6,3.3
1819,0.1,0.1,0,0.1
1820,0,0,0,0
1821,0,0,0,0
1822,2.3,2.3,1.5,3.8
1823,1.9,1.9,0.7,2.7
1824,1,1,0.5,1.5
1825,0,0,0,0
1826,0,0,0,0
1827,7.1,6.4,11.5,17.9
1828,0,0,0,0
1829,0.8,0.8,0.2,0.9
1830,3.9,3.9,3,6.9
1831,0.3,0.3,0.6,0.9
1832,0,0,0,0
1833,16.1,13.8,4.7,18.5
1834,0.5,0.5,0.2,0.6
1835,4.6,4.6,0.3,4.9
1836,1.2,1.2,2.2,3.4
1837,0.4,0.4,0.1,0.6
1838,2.5,2.5,0.8,3.3
1839,0,0,0,0
1840,0,0,0,0
1841,0.7,0.7,0.8,1.5
1842,3.1,3.1,0.9,4
1843,0,0,0,0
1844,0,0,0,0
1845,0.5,0.5,0,0.6
1846,2,2,1.1,3.1
1847,0.2,0.2,1.4,1.6
1848,1.4,1.4,1.5,2.9
1849,1.1,1.1,0.3,1.5
1850,0,0,0,0
1851,0.4,0.4,0.1,0.5
1852,0.3,0.3,1.6,1.9
1853,1.5,1.5,0.4,1.9
1854,0.1,0.1,0.4,0.5
1855,0,0,0,0
1856,1.6,1.6,1.7,3.3
1857,0.1,0.1,0,0.1
1858,0,0,0,0.1
1859,2.3,2.3,3.7,6
1860,0,0,0,0
1861,0,0,0.1,0.1
1862,0.3,0.3,0,0.3
1863,0,0,0,0
1864,0.3,0.3,1,1.3
1865,1,1,5.3,6.3
1866,0,0,0.3,0.3
1867,0,0,0,0
1868,1.4,1.4,2,3.4
1869,0,0,0,0
1870,0.8,0.8,1.5,2.2
1871,0.2,0.2,0.1,0.3
1872,1.4,1.4,2.4,3.8
1873,1.2,1.2,0.1,1.3
1874,0,0,0,0
1875,6.3,6.3,3.6,9.9
1876,0,0,0,0
1877,3.9,3.9,1.4,5.3
1878,0,0,0,0
1879,4.8,4.8,6.2,11
1880,0.8,0.8,0.1,0.9
1881,0,0,0.2,0.2
1882,3.1,3.1,2.3,5.4
1883,0.5,0.5,0.1,0.6
1884,5.1,2.9,2.1,5
1885,12.3,7.7,7.2,14.9
1886,1.3,1.3,1.9,3.2
1887,0.5,0.5,0,0.5
1888,0.4,0.4,1.1,1.5
1889,0,0,0,0
1890,3.4,2.6,1,3.5
1891,2.6,1.9,2,3.9
1892,3.2,2.4,0.2,2.7
1893,0.9,0.9,0,0.9
1894,0.1,0.1,0,0.1
1895,6.7,6.7,3,9.7
1896,0.3,0.3,0,0.3
1897,2.7,1.8,2,3.8
1898,0.4,0.4,0.1,0.5
1899,0,0,0,0
1900,0.3,0.3,0.8,1.1
1901,4.3,4.3,0.2,4.5
1902,2.4,2.4,0.8,3.3
1903,0.4,0.4,0.1,0.5
1904,0,0,0,0
1905,7.8,7.8,7.5,15.3
1906,0.1,0.1,0,0.1
1907,0,0,0.2,0.2
1908,6.5,6.5,5.8,12.3
1909,4.8,4.8,3,7.8
1910,0.2,0.2,0.3,0.6
1911,0,0,0.1,0.1
1912,0.5,0.5,1.8,2.3
1913,0.1,0.1,0,0.1
1914,0,0,0,0
1915,0.6,0.6,0,0.7
1916,1.8,1.8,0.7,2.5
1917,0.3,0.3,0.1,0.4
1918,0,0,0,0
1919,16.3,10.2,1.8,12
1920,0.4,0.4,0.1,0.5
1921,0.6,0.6,2.1,2.7
1922,9.1,6,2.6,8.6
1923,1.8,1.8,1,2.8
1924,0,0,0,0
1925,0.2,0.2,0.1,0.3
1926,0,0,0.1,0.1
1927,0.7,0.7,0.8,1.6
1928,0,0,0,0
1929,10.6,6.8,3.6,10.5
1930,0.3,0.3,1.5,1.7
1931,0.1,0.1,0.6,0.8
1932,0.1,0.1,0.1,0.1
1933,0.7,0.7,0.6,1.3
1934,1.5,1.5,1,2.5
1935,2.9,2.9,0.7,3.6
1936,2,2,0.3,2.3
1937,0.9,0.9,0.8,1.8
1938,0.6,0.6,1,1.5
1939,0.4,0.4,2.2,2.6
1940,0,0,0.1,0.1
1941,0,0,0.2,0.2
1942,0,0,0,0
1943,0.6,0.6,0.2,0.7
1944,2.4,2.4,1.7,4.1
1945,0,0,0,0
1946,7.6,7,4.9,12
1947,0,0,0,0
1948,0,0,0,0
1949,0,0,0,0
1950,5.3,5.3,2.4,7.7
1951,0.6,0.6,0.1,0.7
1952,1.9,1.1,1.6,2.7
1953,0.3,0.3,0.5,0.8
1954,3.5,3.5,0.8,4.2
1955,5.9,2.9,4,6.9
1956,1,1,0.2,1.2
1957,8.5,6.5,2.4,8.8
1958,0,0,0.6,0.6
1959,0.5,0.5,1.5,2
1960,1.2,1.2,2.1,3.3
1961,10.3,10.3,2.7,13
1962,0.5,0.5,0.1,0.6
1963,0,0,0.1,0.1
1964,0.6,0.6,0.1,0.7
1965,0.3,0.3,0.1,0.4
1966,0.7,0.7,1.9,2.5
1967,4.3,4.3,4.8,9.1
1968,0,0,0.2,0.2
1969,0,0,0,0
1970,2,2,3.6,5.7
1971,1.2,1.2,0.9,2
1972,0.2,0.2,0.9,1.1
1973,0.7,0.7,0.1,0.7
1974,0.4,0.4,0.2,0.6
1975,10.8,5.5,5.9,11.4
1976,0.1,0.1,0.2,0.4
1977,0.6,0.6,0.7,1.3
1978,0.6,0.6,0.9,1.6
1979,0.9,0.9,0,0.9
1980,0,0,0,0
1981,0,0,0,0
1982,1.3,1.3,0.6,1.9
1983,0,0,0,0
1984,0,0,0.1,0.1
1985,0.4,0.4,0.1,0.5
1986,8.3,8.3,4.1,12.4
1987,0.1,0.1,0.9,1
1988,0,0,0.1,0.1
1989,0,0,0.1,0.1
1990,0,0,0,0
1991,1.6,1.6,0.2,1.9
1992,0,0,0,0
1993,0,0,0,0
1994,0,0,0,0
1995,4,3.2,1.6,4.8
1996,0,0,0,0
1997,0.6,0.6,0,0.6
1998,0,0,0,0
1999,9.6,9.6,6.3,15.9
2000,0.1,0.1,0.2,0.3
2001,0,0,0,0
2002,1,1,1.3,2.3
2003,1.4,1.4,5.4,6.8
2004,0,0,0,0
2005,0.7,0.7,0.8,1.5
2006,1.3,1.3,1,2.3
2007,0.1,0.1,0,0.1
2008,4.5,4.5,2.8,7.4
2009,0.9,0.9,0.2,1.2
2010,0,0,0.4,0.4
2011,0,0,0.4,0.4
2012,0.3,0.3,1.1,1.4
2013,0,0,0,0
2014,0.3,0.3,0,0.3
2015,0.9,0.9,0.1,1.1
2016,0.4,0.4,1.9,2.3
2017,0,0,0,0
2018,0,0,0,0
2019,0.3,0.3,0,0.3
2020,0,0,0,0
2021,6.1,6.1,0.4,6.4
2022,5,4.3,7.7,12
2023,0.5,0.5,0,0.5
2024,0,0,0,0
2025,0,0,0.8,0.8
2026,1.8,1.8,4.7,6.5
2027,3.9,3.8,4.7,8.5
2028,5.1,5.1,2.7,7.9
2029,13,9.2,5.4,14.6
2030,0,0,0,0
2031,1.4,1.4,0.9,2.3
2032,0,0,0,0
2033,1.3,1.3,1.9,3.2
2034,1.5,1.5,0.3,1.8
2035,6.4,5.7,7.7,13.4
2036,0.1,0.1,1.2,1.3
2037,0.3,0.3,0.1,0.4
2038,0.1,0.1,0,0.1
2039,0,0,0,0
2040,0,0,0,0
2041,1,1,0.2,1.2
2042,0.5,0.5,0.4,1
2043,0,0,0,0
2044,0,0,0,0
2045,7,6.2,0.9,7.1
2046,1.3,1.3,2.4,3.7
2047,2.1,2.1,0.8,2.9
2048,0.9,0.7,2,2.7
2049,1.8,1.8,0.3,2.1
2050,7.2,4.1,5.4,9.5
2051,0.7,0.7,2.4,3.1
2052,0.4,0.4,0.5,0.9
2053,1.7,1.7,0.7,2.4
2054,1.2,1.2,4.1,5.3
2055,3.7,2.9,3.2,6.1
2056,3.2,3.2,1.3,4.5
2057,2.8,2.8,1.3,4
2058,0.4,0.4,0.6,1.1
2059,0,0,0,0
2060,1,1,1,2
2061,6.5,3.5,4.8,8.3
2062,0.1,0.1,0.4,0.5
2063,0.1,0.1,0,0.1
2064,0.7,0.7,0,0.7
2065,0,0,0,0
2066,4.4,4.4,4.5,8.9
2067,2.1,2.1,3.1,5.2
2068,0.3,0.3,0,0.4
2069,0,0,0,0
2070,2.5,2.5,2.4,4.8
2071,4.1,4.1,2,6.1
2072,6.4,5.6,1.5,7.1
2073,0,0,0,0
2074,0.1,0.1,0.3,0.4
2075,0.7,0.7,1.8,2.5
2076,1.3,1.3,0.2,1.6
2077,0.3,0.3,2.8,3
2078,3,3,1.5,4.5
2079,0.3,0.3,0,0.3
2080,0.6,0.6,0.5,1.1
2081,0.7,0.7,0.3,1
2082,0.4,0.4,3.8,4.1
2083,2.5,2.5,3.1,5.6
2084,1.1,1.1,0.4,1.5
2085,0,0,0,0
2086,6.7,5.9,1.3,7.2
2087,0.5,0.5,0.3,0.8
2088,0.1,0.1,0,0.1
2089,0,0,0,0
2090,3.9,3.9,0.5,4.3
2091,0,0,0,0
2092,0,0,0.4,0.5
2093,1,1,0.5,1.5
2094,0.5,0.5,0.9,1.4
2095,0.2,0.2,0.5,0.7
2096,0.5,0.5,0.6,1.1
2097,1,1,0.1,1.1
2098,1.5,1.5,0.9,2.4
2099,0,0,0,0
2100,0.6,0.6,0.5,1.1
2101,0,0,0,0
2102,0,0,0.3,0.3
2103,2.9,2.9,2.1,5
2104,1.2,1.2,1,2.2
2105,4.3,4.3,1.6,5.9
2106,0.1,0.1,1.3,1.3
2107,5.1,5.1,3.9,9
2108,0,0,0,0
2109,3.4,3.4,0.5,3.9
2110,3.1,3.1,1.9,5
2111,2.1,2.1,2.1,4.2
2112,6.9,6.9,1.4,8.2
2113,0,0,0,0
2114,0.9,0.9,0.4,1.3
2115,5.2,5.2,3.1,8.4
2116,1.3,1.3,0.4,1.7
2117,0,0,0,0
2118,0.8,0.8,1.5,2.4
2119,0,0,0.4,0.4
2120,0.1,0.1,0,0.1
2121,0.6,0.6,0,0.6
2122,0,0,0.5,0.5
2123,5.5,5.5,5.1,10.6
2124,0.8,0.8,0.8,1.5
2125,0,0,0,0.1
2126,5,5,2.8,7.8
2127,0,0,0.1,0.1
2128,0,0,0,0
2129,0.3,0.3,0.8,1.1
2130,0.5,0.5,0.8,1.3
2131,0.3,0.3,0.4,0.6
2132,4.5,4.5,3.5,8
2133,0.7,0.7,1.4,2.1
2134,1.9,1.9,0.8,2.7
2135,0.1,0.1,0,0.1
2136,0,0,0,0
2137,4.1,4.1,1.9,6
2138,0.3,0.3,0.2,0.5
2139,0.8,0.8,1.9,2.7
2140,2.6,2.6,0.5,3.2
2141,5.4,5.4,2.8,8.2
2142,2.2,2.2,0.8,3
2143,11,8.7,1.5,10.3
2144,5.9,5.1,2.9,8
2145,0.3,0.3,0.1,0.5
2146,0.3,0.3,0.3,0.6
2147,0.3,0.3,0,0.3
2148,0.4,0.4,0.1,0.4
2149,0,0,0,0
2150,3,3,1.1,4.1
2151,1.6,1.6,0.4,1.9
2152,0,0,0.1,0.1
2153,0.3,0.3,0.3,0.6
2154,1.8,1.8,0.4,2.2
2155,1.7,1.7,0.9,2.6
2156,0,0,0,0
2157,0.4,0.4,0.1,0.5
2158,0,0,0,0
2159,0.3,0.3,1.4,1.6
2160,0,0,0.4,0.4
2161,1.3,1.3,3.2,4.5
2162,0,0,0,0
2163,0,0,0,0
2164,5.2,3.7,1.3,5
2165,0.1,0.1,0,0.2
2166,2.3,2.2,1.4,3.6
2167,0.7,0.7,1.9,2.6
2168,2.4,2.4,0.4,2.8
2169,3.8,2.3,0.2,2.5
2170,0,0,0.2,0.2
2171,5,5,3.6,8.6
2172,0.5,0.5,0.3,0.8
2173,0,0,0,0
2174,0,0,0,0
2175,1.1,1.1,0.1,1.2
2176,9.3,9.3,3.6,12.9
2177,4.3,3.6,1.7,5.3
2178,4.3,4.3,2.6,7
2179,0,0,0,0
2180,0,0,0,0
2181,7.7,7.3,5.3,12.6
2182,1.6,1.6,3,4.6
2183,1.2,0.5,0.7,1.2
2184,0.6,0.6,0,0.6
2185,3.3,3.3,3.3,6.6
2186,0.3,0.3,1.4,1.8
2187,0,0,0,0
2188,1.6,1.6,1.7,3.2
2189,4.8,4.8,1.4,6.2
2190,0,0,0,0
2191,1.2,1.2,2.4,3.6
2192,0.1,0.1,0,0.2
2193,0.9,0.9,0.4,1.3
2194,0,0,0,0
2195,0,0,0.1,0.1
2196,0.2,0.2,0.1,0.3
2197,0,0,0,0
2198,0,0,0.1,0.1
2199,10,7.4,8.1,15.5
2200,2.1,2.1,2.3,4.4
2201,0,0,0,0
2202,4.5,4.5,4.3,8.8
2203,0.1,0.1,0.9,0.9
2204,0,0,0,0
2205,3,3,4.5,7.5
2206,0,0,0,0
2207,0,0,0,0
2208,0,0,0,0
2209,0.9,0.9,1.4,2.2
2210,3.1,1.6,2.1,3.6
2211,0.2,0.2,0.3,0.5
2212,0,0,0.3,0.3
2213,0,0,0,0
2214,11.5,10.7,3.2,13.9
2215,4.9,4.9,1.6,6.5
2216,2.3,2.3,1.5,3.8
2217,0,0,0,0
2218,0.7,0.7,1,1.6
2219,2.6,2.6,1.9,4.4
2220,1.6,1.6,1.8,3.4
2221,3.5,3.5,3.3,6.8
2222,9.3,4.4,1.2,5.6
2223,0.4,0.4,0.6,1
2224,0.7,0.7,1.5,2.2
2225,0.4,0.4,1.5,1.9
2226,0.1,0.1,0.1,0.2
2227,1.1,1.1,0.6,1.7
2228,0.2,0.2,0.7,0.9
2229,0,0,0,0
2230,0.5,0.5,2,2.5
2231,2.1,2.1,1.8,3.8
2232,1.4,1.4,6.9,8.3
2233,0.6,0.6,1.6,2.2
2234,3.1,3.1,0.8,3.9
2235,0.4,0.4,0.9,1.3
2236,0,0,0,0
2237,1.5,1.5,0.4,1.9
2238,0.3,0.3,0,0.3
2239,0,0,0,0
2240,1.7,1.7,2.1,3.7
2241,0,0,0,0
2242,0.1,0.1,1.3,1.4
2243,0,0,0,0
2244,2.5,1.7,1.7,3.5
2245,6.3,6.3,2.4,8.6
2246,0.2,0.2,0.5,0.7
2247,0.6,0.6,0.7,1.3
2248,0.5,0.5,0.9,1.4
2249,5.5,4,0.5,4.5
2250,1.7,1.7,0.7,2.4
2251,3.4,3.4,5.4,8.8
2252,2.3,2.3,1.7,4
2253,0,0,0,0
2254,0.5,0.5,0.3,0.8
2255,0,0,0.6,0.6
2256,2.5,2.5,3,5.5
2257,0.3,0.3,0.6,1
2258,0.6,0.6,1.5,2.1
2259,0,0,0,0
2260,2.3,2.3,0.5,2.8
2261,1.8,1.8,1,2.8
2262,0.4,0.4,1.1,1.5
2263,26.5,20.4,2.8,23.2
2264,0.5,0.5,0.1,0.6
2265,1,1,1.1,2.1
2266,0.7,0.7,2.1,2.8
2267,0.6,0.6,1.5,2.1
2268,0.5,0.5,0.3,0.8
2269,0.7,0.7,1.5,2.2
2270,0.6,0.6,0,0.6
2271,0,0,0,0
2272,1,0.3,0.1,0.4
2273,0,0,0,0
2274,1.1,1.1,0.3,1.4
2275,0.6,0.6,2.2,2.8
2276,0,0,0.1,0.1
2277,0,0,0,0
2278,0.4,0.4,0.4,0.8
2279,0,0,0,0
2280,0,0,0,0.1
2281,0.7,0.7,2,2.7
2282,2.6,2.6,2.4,5
2283,2.6,2.6,2.8,5.5
2284,0,0,0,0
2285,0.1,0.1,0,0.1
2286,1.2,1.2,0.1,1.2
2287,0,0,0,0
2288,0,0,0.1,0.1
2289,0.4,0.4,0.2,0.6
2290,0,0,0,0
2291,0,0,0,0
2292,0.2,0.2,1.3,1.4
2293,0,0,0,0
2294,0.5,0.5,1,1.5
2295,0.2,0.2,0,0.3
2296,1.3,1.3,0.2,1.5
2297,0.8,0.8,1.6,2.3
2298,0,0,0,0
2299,7.2,4.2,2.3,6.5
2300,2.9,2.9,2.8,5.7
2301,0.6,0.6,0.2,0.8
2302,2.6,2.6,3.3,5.9
2303,1.1,1.1,0.4,1.5
2304,3.5,3.5,0.3,3.8
2305,6.9,6.9,4.7,11.6
2306,0.3,0.3,1.4,1.7
2307,0,0,0,0
2308,0,0,0,0
2309,0,0,0.5,0.5
2310,20.9,16.4,6.3,22.6
2311,2.8,2.8,0.5,3.2
2312,0.6,0.6,0,0.6
2313,0,0,0,0
2314,0.4,0.4,0,0.4
2315,6.8,6.1,1.3,7.4
2316,1.9,1.9,1.2,3.1
2317,0,0,0.5,0.5
2318,0.6,0.6,1.1,1.7
2319,7.6,7.6,0.7,8.3
2320,1.1,1.1,2.5,3.6
2321,1.2,1.2,2.2,3.4
2322,0.1,0.1,0.1,0.2
2323,3,3,0.9,4
2324,4.3,4.3,0.3,4.5
2325,2.9,2.9,1.2,4.1
2326,2.3,2.3,1.6,3.9
2327,0,0,0,0
2328,5.6,4.8,5.9,10.8
2329,1.1,1.1,0,1.1
2330,1.9,1.9,0.1,2
2331,0.2,0.2,0.1,0.3
2332,0.1,0.1,0.9,1.1
2333,0,0,0.3,0.3
2334,0,0,0,0
2335,7.4,6.6,6.8,13.4
2336,1.2,1.2,1.7,2.9
2337,5.6,5.6,6.4,12
2338,0.4,0.4,0.3,0.7
2339,0.9,0.9,1.8,2.6
2340,0,0,0,0
2341,0,0,0,0
2342,0,0,0.1,0.2
2343,1.2,1.2,2.1,3.3
2344,3.8,3.8,2.3,6.1
2345,0.3,0.3,0.1,0.5
2346,1.9,1.9,1.5,3.4
2347,0.2,0.2,0.3,0.5
2348,0.2,0.2,0.8,1
2349,1.2,1.2,0.4,1.6
2350,0,0,0.1,0.1
2351,1,1,0.6,1.6
2352,1.7,0.9,0,0.9
2353,4.8,4.8,5.4,10.2
2354,5.2,5.2,3.8,9
2355,0,0,0,0
2356,0.1,0.1,0.1,0.2
2357,0.4,0.4,0.5,0.9
2358,2.4,1.6,1.3,3
2359,5,2.7,5.8,8.6
2360,0.9,0.9,0.2,1.1
2361,0.1,0.1,0.4,0.5
2362,7.3,5.7,1.7,7.5
2363,0,0,0,0
2364,1.2,0.4,0,0.4
2365,0.5,0.5,0.3,0.9
2366,0,0,0,0
2367,1.1,1.1,2.8,3.9
2368,9.7,9.7,2.3,12
2369,1.1,1.1,0.9,2
2370,2.8,2.8,3.3,6.1
2371,0.6,0.6,0.2,0.8
2372,1.3,1.3,0.2,1.5
2373,1.6,1.6,1.7,3.3
2374,0,0,0,0
2375,1.4,1.4,2.1,3.5
2376,0.6,0.6,1,1.6
2377,0.3,0.3,0.4,0.7
2378,0.7,0.7,1.1,1.8
2379,0.4,0.4,0.4,0.8
2380,0.3,0.3,2.7,3
2381,0.1,0.1,0.3,0.5
2382,0,0,0,0
2383,0,0,0,0
2384,0,0,0.3,0.3
2385,0,0,0,0
2386,0.4,0.4,0,0.4
2387,3.6,2.8,0.7,3.5
2388,0.3,0.3,0,0.3
2389,0,0,0,0
2390,1.9,1.9,1.1,3
2391,0.1,0.1,0.1,0.2
2392,1.1,1.1,1,2.1
2393,1.3,1.3,1.2,2.6
2394,0,0,0,0
2395,2.2,2.2,1.5,3.6
2396,0.1,0.1,0.5,0.6
2397,0,0,0,0
2398,0.6,0.6,1.8,2.4
2399,0,0,0.3,0.3
2400,0,0,0,0
2401,1.3,1.3,1.5,2.9
2402,0,0,0.3,0.3
2403,0.4,0.4,3,3.4
2404,2.7,1.2,0.6,1.8
2405,0.7,0.7,5.2,5.9
2406,2.5,2.5,2.7,5.2
2407,5.1,5.1,2,7.1
2408,0,0,0,0
2409,0,0,0,0
2410,0,0,0,0
2411,0.1,0.1,2.5,2.6
2412,0.2,0.2,0,0.2
2413,1.1,1.1,0.6,1.7
2414,0.1,0.1,0,0.1
2415,6.8,3.8,4.8,8.6
2416,0.1,0.1,0,0.1
2417,0,0,0,0
2418,0.4,0.4,0.9,1.3
2419,24.3,18.9,5.5,24.5
2420,2.8,2.8,3.7,6.5
2421,0.5,0.5,3.1,3.7
2422,2.9,2.9,4,6.8
2423,6,5.3,0.5,5.8
2424,0,0,0,0
2425,0,0,0.2,0.2
2426,0,0,0,0
2427,0,0,0,0
2428,1.1,1.1,0.3,1.5
2429,0,0,0,0
2430,1.5,1.5,1.1,2.5
2431,8.1,8.1,1.2,9.3
2432,8.3,7.6,3.4,11
2433,0,0,0.1,0.1
2434,0.1,0.1,0,0.1
2435,0.5,0.5,0,0.5
2436,1.1,1.1,2.9,4
2437,0.4,0.4,0.7,1.1
2438,1.9,1.9,0.2,2.1
2439,0,0,0,0
2440,0,0,0,0
2441,0.1,0.1,0,0.1
2442,1.3,1.3,0.4,1.6
2443,0.4,0.4,0.5,0.9
2444,0,0,0,0.1
2445,0,0,0,0
2446,0.4,0.4,0.2,0.5
2447,3.9,3.9,1.1,5
2448,0,0,0,0
2449,3.5,3.5,2.1,5.6
2450,2.1,2.1,1.3,3.4
2451,1.8,1.8,0.4,2.1
2452,1.3,0.5,0.1,0.7
2453,1.6,1.6,0.4,1.9
2454,0,0,0,0.1
2455,2.8,2.8,1.5,4.3
2456,0.1,0.1,0,0.1
2457,0.4,0.4,0.5,0.9
2458,2,2,3,5
2459,0.2,0.2,0.3,0.5
2460,0,0,0,0
2461,0.2,0.2,0.9,1.1
2462,0,0,1.2,1.3
2463,0,0,0,0
2464,2.4,2.4,0.8,3.1
2465,1.2,1.2,0.3,1.5
2466,1.3,1.3,1.3,2.6
2467,5.8,4.4,0.7,5
2468,9.5,2.7,4.6,7.3
2469,0,0,0,0
2470,0.5,0.5,1.2,1.8
2471,0.1,0.1,0.1,0.2
2472,0,0,0.1,0.1
2473,6.2,6.2,6.4,12.7
2474,0.8,0.8,0.4,1.1
2475,0.6,0.6,5.9,6.5
2476,0,0,0,0
2477,9.9,8.4,3.6,12
2478,2,2,1.8,3.9
2479,0,0,0,0
2480,9.2,9.2,1.5,10.7
2481,0,0,0,0
2482,0.8,0.8,0.1,0.9
2483,1.2,1.2,0.1,1.3
2484,0.1,0.1,0,0.1
2485,0.3,0.3,1.2,1.4
2486,0,0,0,0
2487,0.2,0.2,0.5,0.7
2488,0,0,0,0
2489,0.6,0.6,1.6,2.1
2490,0.1,0.1,0.1,0.2
2491,0.5,0.5,0.2,0.7
2492,2,2,5,7
2493,0,0,0,0
2494,0,0,0,0
2495,2,2,0.2,2.2
2496,0.1,0.1,0.5,0.6
2497,0.2,0.2,0,0.2
2498,0.9,0.9,0.2,1.2
2499,4.3,4.3,2.5,6.9
2500,0,0,0,0
2501,0.1,0.1,0.3,0.4
2502,0.2,0.2,0,0.2
2503,0.7,0.7,0.5,1.3
2504,12.2,11.4,4.8,16.2
2505,1.1,1.1,1.6,2.7
2506,10,4.7,5.6,10.3
2507,1.6,1.6,0.9,2.5
2508,2.2,2.2,0.1,2.3
2509,0,0,0,0
2510,0.5,0.5,0.9,1.4
2511,0.5,0.5,2.4,2.8
2512,0,0,0.3,0.3
2513,2.4,2.4,0.2,2.6
2514,2.9,2.9,1,3.8
2515,0,0,0,0
2516,0.4,0.4,0.2,0.6
2517,0.3,0.3,0.7,1
2518,0.9,0.9,5,5.8
2519,15.6,13.3,3.3,16.6
2520,0,0,0,0
2521,1.1,1.1,0.3,1.4
2522,2.1,2.1,4.5,6.6
2523,0,0,0.2,0.2
2524,4,4,2.5,6.5
2525,0,0,0,0
2526,1.5,1.5,0.4,1.9
2527,0,0,0,0
2528,2.2,2.2,0.6,2.7
2529,0,0,0.1,0.1
2530,0,0,0.1,0.1
2531,6.4,5.7,2.2,7.9
2532,0.2,0.2,0.1,0.4
2533,0.8,0.8,0.1,1
2534,0,0,0,0
2535,2.4,2.4,2.3,4.8
2536,1.7,1.7,1.9,3.5
2537,0.2,0.2,0,0.2
2538,0.9,0.9,0.9,1.8
2539,1.1,1.1,0.5,1.5
2540,0.2,0.2,3.1,3.4
2541,2.6,2.6,0.7,3.3
2542,0,0,0,0
2543,0,0,0.3,0.3
2544,0,0,0,0
2545,0.3,0.3,0,0.3
2546,0.1,0.1,0,0.1
2547,0,0,0,0
2548,0.1,0.1,1.8,1.8
2549,0,0,0,0
2550,0,0,0,0
2551,0.4,0.4,0.1,0.5
2552,4,4,2.1,6.1
2553,0,0,0.2,0.2
2554,1.8,1.8,0.8,2.6
2555,0.2,0.2,1.1,1.3
2556,0.4,0.4,0,0.5
2557,2.3,2.3,2.7,5
2558,0.2,0.2,0,0.2
2559,0,0,0,0
2560,0.1,0.1,0,0.1
2561,0,0,0,0
2562,6.3,5.6,4.5,10
2563,0.3,0.3,0.1,0.4
2564,0.2,0.2,1.6,1.8
2565,0,0,0,0
2566,3.3,3.3,1,4.3
2567,9.8,8.3,9,17.3
2568,0.5,0.5,0.1,0.5
2569,1.1,1.1,0.7,1.7
2570,1.5,1.5,2.1,3.6
2571,0,0,0,0
2572,0.3,0.3,0.2,0.6
2573,2.2,2.2,0,2.2
2574,6.4,6.4,4.7,11.2
2575,0.5,0.5,0.9,1.3
2576,3.7,3.7,0.9,4.5
2577,7.8,7.8,2,9.8
2578,0.8,0.8,0.3,1.1
2579,0,0,0,0
2580,4.5,3,3.3,6.3
2581,0.4,0.4,4.1,4.5
2582,0.2,0.2,0,0.2
2583,0.3,0.3,0,0.4
2584,0.5,0.5,0.9,1.4
2585,0.6,0.6,0.1,0.7
2586,18.2,18.2,6.1,24.3
2587,2.3,2.3,0.5,2.8
2588,0.5,0.5,1,1.5
2589,3.5,3.5,0.9,4.4
2590,1.2,1.2,0.5,1.7
2591,0.2,0.2,0.1,0.3
2592,0,0,0,0
2593,0.4,0.4,0,0.4
2594,0.5,0.5,1.3,1.8
2595,1.3,1.3,0,1.3
2596,0,0,0.4,0.4
2597,0.9,0.9,0,0.9
2598,0,0,0,0
2599,0.6,0.6,0.4,0.9
2600,0.2,0.2,0.6,0.8
2601,5.4,5.4,1.9,7.3
2602,0.8,0.8,1.7,2.5
2603,1.2,1.2,1.1,2.3
2604,6.2,2.4,1.5,3.9
2605,1.5,1.5,0.6,2.1
2606,0.1,0.1,0.7,0.8
2607,0,0,0.1,0.1
2608,2.5,1.7,1.8,3.5
2609,1.1,1.1,1.2,2.4
2610,1.5,1.5,1,2.5
2611,2.3,2.3,3.7,6.1
2612,1,1,2.1,3.1
2613,0.1,0.1,0,0.1
2614,2.2,2.2,5.4,7.7
2615,0.3,0.3,0.8,1
2616,6.4,6.4,3.3,9.7
2617,0,0,0,0
2618,0.1,0.1,0,0.1
2619,0.2,0.2,0.1,0.4
2620,0,0,0,0
2621,1.4,1.4,3.3,4.7
2622,0,0,0.2,0.2
2623,1.5,1.5,0.7,2.3
2624,0,0,0,0
2625,0.1,0.1,2.7,2.8
2626,3.8,3.8,2,5.8
2627,2.7,2.7,5.1,7.8
2628,0.3,0.3,4.9,5.2
2629,3.1,3.1,1,4.1
2630,0,0,0.2,0.2
2631,0.1,0.1,3.6,3.7
2632,5.1,5.1,4.3,9.4
2633,0.1,0.1,0.4,0.5
2634,1.5,1.5,2,3.5
2635,0.1,0.1,0,0.1
