Unnamed: 0,SCA,SCA.1,SCA Types,SCA Types.1,SCA Types.2,SCA Types.3,SCA Types.4,SCA Types.5,GCA,GCA.1,GCA Types,GCA Types.1,GCA Types.2,GCA Types.3,GCA Types.4,GCA Types.5
Rk,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
1454,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,47,1.88,38,3,2,1,0,3,5,0.2,4,0,0,0,0,1
1456,26,2.5,11,9,3,2,1,0,2,0.19,1,1,0,0,0,0
1457,17,2.05,9,0,5,1,1,1,2,0.24,2,0,0,0,0,0
1458,18,1.4,17,0,0,0,1,0,3,0.23,3,0,0,0,0,0
1459,13,3.03,11,1,0,0,0,1,1,0.23,1,0,0,0,0,0
1460,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,37,2.12,28,5,1,1,1,1,2,0.11,2,0,0,0,0,0
1463,74,2.71,53,1,5,9,5,1,18,0.66,12,0,3,1,2,0
1464,29,1.42,24,3,1,0,1,0,2,0.1,2,0,0,0,0,0
1465,21,1.87,14,0,3,0,4,0,1,0.09,0,0,1,0,0,0
1466,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1467,73,3.59,32,33,1,1,2,4,7,0.34,2,4,0,1,0,0
1468,13,0.39,11,1,0,0,1,0,0,0,0,0,0,0,0,0
1469,25,1.01,19,1,1,3,1,0,5,0.2,4,0,0,1,0,0
1470,11,5.05,8,2,0,0,0,1,2,0.92,2,0,0,0,0,0
1471,5,1.19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,9,0.31,9,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1473,36,1.77,28,1,4,1,1,1,1,0.05,0,0,0,1,0,0
1474,61,3.86,42,6,2,5,6,0,11,0.7,6,2,0,2,1,0
1475,10,1.81,8,1,1,0,0,0,1,0.18,1,0,0,0,0,0
1476,33,1.91,27,1,3,0,2,0,3,0.17,3,0,0,0,0,0
1477,8,0.58,7,0,0,1,0,0,1,0.07,1,0,0,0,0,0
1478,6,0.45,5,0,0,1,0,0,1,0.07,1,0,0,0,0,0
1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,15,1.89,11,0,0,2,1,1,2,0.25,1,0,0,1,0,0
1481,2,3.46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,75,2.28,57,1,4,3,7,3,15,0.46,11,0,0,0,2,2
1483,1,0.03,1,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1484,30,2.86,21,3,0,1,4,1,3,0.29,3,0,0,0,0,0
1485,1,0.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,86,2.68,72,4,1,2,5,2,10,0.31,8,1,0,0,1,0
1487,28,2.23,16,6,2,1,2,1,4,0.32,4,0,0,0,0,0
1488,1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,52,2.45,30,0,7,3,9,3,0,0,0,0,0,0,0,0
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,2,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,21,1.34,12,5,1,0,2,1,2,0.13,2,0,0,0,0,0
1495,115,3.77,74,25,5,6,4,1,11,0.36,6,3,2,0,0,0
1496,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,62,3.13,29,21,6,4,0,2,5,0.25,3,0,1,0,0,1
1498,16,1.35,15,1,0,0,0,0,2,0.17,1,1,0,0,0,0
1499,15,2.81,10,0,2,2,1,0,2,0.37,2,0,0,0,0,0
1500,3,1.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,4,2.69,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1502,56,2.7,46,5,4,0,0,1,5,0.24,2,1,2,0,0,0
1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,19,3.39,10,5,0,4,0,0,1,0.18,0,1,0,0,0,0
1505,42,2.65,30,8,1,1,1,1,2,0.13,2,0,0,0,0,0
1506,6,2.11,5,0,1,0,0,0,1,0.35,1,0,0,0,0,0
1507,29,1.23,26,0,1,0,1,1,5,0.21,3,0,0,0,1,1
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,50,1.89,31,12,0,2,2,3,3,0.11,1,1,0,1,0,0
1510,9,0.58,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,7,1.15,4,1,1,1,0,0,0,0,0,0,0,0,0,0
1512,1,1.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,49,1.44,41,3,1,1,1,2,2,0.06,2,0,0,0,0,0
1514,32,1.89,15,0,5,5,6,1,5,0.3,2,0,1,2,0,0
1515,84,3.85,56,0,7,3,12,6,10,0.46,5,0,1,1,2,1
1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,6,3.14,3,0,3,0,0,0,1,0.52,1,0,0,0,0,0
1518,24,2.14,17,0,1,4,2,0,5,0.45,3,0,0,2,0,0
1519,16,0.9,13,0,1,1,1,0,2,0.11,2,0,0,0,0,0
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,9,1.56,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,64,2.02,59,1,2,1,1,0,12,0.38,11,0,1,0,0,0
1523,62,2.29,42,9,5,2,3,1,10,0.37,7,0,3,0,0,0
1524,15,0.56,14,0,0,0,0,1,3,0.11,3,0,0,0,0,0
1525,4,1.49,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,2,1.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,1,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,10,0.64,8,0,1,0,0,1,1,0.06,1,0,0,0,0,0
1529,46,1.49,42,2,0,1,1,0,5,0.16,5,0,0,0,0,0
1530,114,3.56,88,0,12,10,4,0,24,0.75,20,0,2,2,0,0
1531,43,2.09,36,1,4,1,0,1,7,0.34,7,0,0,0,0,0
1532,55,2.35,39,2,3,1,7,3,3,0.13,1,0,0,0,1,1
1533,12,1.5,9,1,2,0,0,0,1,0.13,1,0,0,0,0,0
1534,37,1.64,30,5,1,0,0,1,3,0.13,2,1,0,0,0,0
1535,12,0.57,10,0,1,0,0,1,0,0,0,0,0,0,0,0
1536,2,0.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1537,13,0.6,13,0,0,0,0,0,1,0.05,1,0,0,0,0,0
1538,28,1.04,17,8,0,2,0,1,2,0.07,2,0,0,0,0,0
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,30,2.42,27,0,0,2,1,0,2,0.16,2,0,0,0,0,0
1541,57,2.53,25,9,8,7,6,2,12,0.53,5,1,3,1,1,1
1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,5,0.83,3,1,0,0,0,1,2,0.33,1,1,0,0,0,0
1545,105,4.5,60,20,7,5,9,4,11,0.47,7,1,0,0,2,1
1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,45,2.06,32,2,7,1,1,2,7,0.32,6,0,0,0,0,1
1548,17,0.7,14,1,0,1,1,0,3,0.12,3,0,0,0,0,0
1549,1,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,36,1.46,25,1,2,2,2,4,5,0.2,3,0,1,1,0,0
1551,4,0.82,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,8,0.48,6,0,1,0,0,1,0,0,0,0,0,0,0,0
1553,11,1.64,10,0,0,0,0,1,0,0,0,0,0,0,0,0
1554,31,0.92,23,0,1,4,1,2,6,0.18,4,0,0,1,0,1
1555,1,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,1,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,84,3.88,58,7,5,8,3,3,14,0.65,9,1,2,1,0,1
1558,23,2,15,5,0,2,0,1,2,0.17,2,0,0,0,0,0
1559,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,69,2.31,54,1,4,3,4,3,11,0.37,7,0,2,1,1,0
1561,5,0.13,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
1562,11,2.02,7,1,2,0,1,0,1,0.18,0,0,0,0,1,0
1563,18,1.32,15,0,0,0,3,0,2,0.15,1,0,0,0,1,0
1564,15,1.68,12,0,1,1,1,0,0,0,0,0,0,0,0,0
1565,18,2,12,0,4,2,0,0,0,0,0,0,0,0,0,0
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,6,0.98,1,0,0,2,3,0,0,0,0,0,0,0,0,0
1568,5,4.29,4,0,0,1,0,0,0,0,0,0,0,0,0,0
1569,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
1570,40,1.32,34,1,1,1,1,2,1,0.03,0,0,0,1,0,0
1571,8,0.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,8,0.84,6,0,1,0,0,1,3,0.31,2,0,1,0,0,0
1574,3,1.3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,3,9.31,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1577,126,6.04,84,23,5,6,7,1,16,0.77,14,2,0,0,0,0
1578,2,3.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,37,1.28,31,1,1,2,2,0,2,0.07,1,0,0,0,1,0
1580,29,1.12,23,0,0,2,1,3,1,0.04,0,0,0,0,0,1
1581,16,2.06,12,0,3,0,1,0,4,0.52,3,0,1,0,0,0
1582,4,0.79,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1583,28,1.09,23,5,0,0,0,0,1,0.04,0,1,0,0,0,0
1584,29,0.92,24,0,0,3,0,2,3,0.09,3,0,0,0,0,0
1585,2,0.05,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,34,1.4,30,1,1,0,0,2,3,0.12,3,0,0,0,0,0
1587,8,0.3,7,0,0,1,0,0,1,0.04,0,0,0,1,0,0
1588,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0
1589,38,2.24,24,4,1,3,4,2,5,0.3,2,1,0,2,0,0
1590,4,1.7,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1591,124,3.97,88,1,10,9,14,2,12,0.38,7,0,0,3,1,1
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,53,2.26,41,0,3,1,6,2,5,0.21,3,0,0,0,1,1
1595,66,2.21,47,15,1,1,0,2,6,0.2,4,2,0,0,0,0
1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,18,0.7,10,1,1,2,3,1,2,0.08,0,0,0,1,1,0
1598,8,0.87,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1599,5,1.53,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1600,32,2.67,22,0,5,2,2,1,4,0.33,1,0,1,1,1,0
1601,19,1.46,14,0,0,3,0,2,2,0.15,1,0,0,1,0,0
1602,4,1.57,2,0,1,1,0,0,2,0.79,2,0,0,0,0,0
1603,18,1.38,12,0,2,1,3,0,4,0.31,3,0,0,0,1,0
1604,4,0.58,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,1,1.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,38,3.26,29,2,5,2,0,0,3,0.26,3,0,0,0,0,0
1607,27,0.84,25,0,0,0,1,1,0,0,0,0,0,0,0,0
1608,52,2.8,39,7,4,2,0,0,3,0.16,2,1,0,0,0,0
1609,1,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,24,1.38,17,7,0,0,0,0,3,0.17,2,1,0,0,0,0
1611,35,1.05,27,1,0,4,2,1,5,0.15,4,0,0,0,1,0
1612,23,0.78,21,2,0,0,0,0,2,0.07,2,0,0,0,0,0
1613,20,1.18,20,0,0,0,0,0,4,0.24,4,0,0,0,0,0
1614,2,0.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,13,0.81,10,0,1,0,1,1,1,0.06,1,0,0,0,0,0
1616,2,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1617,6,0.31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,9,1.58,4,0,2,3,0,0,1,0.18,1,0,0,0,0,0
1619,13,0.82,11,2,0,0,0,0,0,0,0,0,0,0,0,0
1620,2,1.94,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,5,1.67,4,1,0,0,0,0,2,0.67,2,0,0,0,0,0
1622,98,2.97,55,38,1,1,1,2,7,0.21,4,3,0,0,0,0
1623,13,0.56,11,0,0,0,0,2,2,0.09,1,0,0,0,0,1
1624,12,0.62,10,1,0,0,0,1,0,0,0,0,0,0,0,0
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,14,0.59,13,0,0,1,0,0,5,0.21,4,0,0,1,0,0
1627,4,0.23,2,0,0,0,0,2,1,0.06,0,0,0,0,0,1
1628,33,1.35,26,0,2,3,1,1,7,0.29,7,0,0,0,0,0
1629,43,2.61,28,0,3,4,7,1,8,0.49,2,0,0,2,4,0
1630,5,1.72,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1631,13,0.76,10,0,0,1,1,1,3,0.18,3,0,0,0,0,0
1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,10,1.87,9,0,0,0,1,0,2,0.37,2,0,0,0,0,0
1634,21,3.21,15,0,3,2,1,0,1,0.15,1,0,0,0,0,0
1635,15,0.91,10,0,2,1,1,1,1,0.06,1,0,0,0,0,0
1636,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1637,15,0.54,13,0,0,2,0,0,0,0,0,0,0,0,0,0
1638,10,1.96,9,0,1,0,0,0,1,0.2,1,0,0,0,0,0
1639,3,0.58,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,80,2.81,52,0,6,7,10,5,15,0.53,9,0,0,2,3,1
1642,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0
1643,45,2.61,32,0,5,3,4,1,8,0.46,4,0,1,1,2,0
1644,58,1.76,50,1,1,5,0,1,6,0.18,5,0,0,1,0,0
1645,7,3.15,4,0,2,1,0,0,1,0.45,0,0,0,1,0,0
1646,2,1.35,1,1,0,0,0,0,1,0.68,1,0,0,0,0,0
1647,12,0.61,8,4,0,0,0,0,1,0.05,0,1,0,0,0,0
1648,14,0.49,13,0,0,1,0,0,0,0,0,0,0,0,0,0
1649,3,0.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,22,2.62,12,0,4,4,2,0,3,0.36,1,0,0,1,1,0
1651,1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,32,2.86,23,2,4,2,1,0,4,0.36,4,0,0,0,0,0
1653,41,1.81,33,0,1,4,3,0,3,0.13,1,0,1,1,0,0
1654,18,3.18,12,4,0,2,0,0,5,0.88,3,1,0,1,0,0
1655,38,2.15,29,2,1,1,3,2,4,0.23,3,0,0,0,1,0
1656,6,1.72,4,0,1,1,0,0,3,0.86,2,0,1,0,0,0
1657,3,1.22,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1658,25,2.26,18,1,5,0,1,0,4,0.36,3,0,0,0,1,0
1659,20,1.63,18,0,0,2,0,0,3,0.24,3,0,0,0,0,0
1660,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0
1661,4,1.64,3,0,0,0,0,1,0,0,0,0,0,0,0,0
1662,3,20.77,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,2,0.51,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,79,2.83,52,1,10,5,8,3,8,0.29,5,0,0,1,2,0
1667,30,5.38,17,8,2,2,1,0,5,0.9,1,4,0,0,0,0
1668,42,1.86,22,1,6,5,7,1,5,0.22,1,0,2,2,0,0
1669,9,0.55,6,0,0,2,0,1,2,0.12,1,0,0,1,0,0
1670,21,2.3,17,0,2,0,2,0,1,0.11,0,0,0,0,1,0
1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,51,2.96,34,0,4,7,3,3,8,0.46,3,0,2,1,2,0
1673,11,3.85,6,3,1,0,1,0,0,0,0,0,0,0,0,0
1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,31,1.7,26,1,0,1,3,0,3,0.16,3,0,0,0,0,0
1676,107,4.05,69,0,19,7,10,2,28,1.06,13,0,7,2,5,1
1677,3,0.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,19,1.47,11,2,1,0,4,1,2,0.16,1,0,0,0,1,0
1679,60,2.44,42,4,3,4,6,1,6,0.24,3,0,0,2,1,0
1680,19,1.17,18,0,0,0,1,0,2,0.12,2,0,0,0,0,0
1681,29,1.97,24,0,0,4,1,0,3,0.2,1,0,0,1,1,0
1682,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,12,1.32,10,1,0,0,0,1,1,0.11,0,0,0,0,0,1
1684,100,2.7,82,2,3,2,9,2,12,0.32,8,1,1,1,1,0
1685,51,1.91,31,1,7,4,5,3,1,0.04,1,0,0,0,0,0
1686,53,2.8,44,0,4,4,1,0,4,0.21,3,0,0,1,0,0
1687,80,2.35,42,27,2,1,6,2,9,0.26,4,3,1,0,0,1
1688,33,1.4,24,0,0,1,6,2,3,0.13,1,0,0,0,1,1
1689,4,0.7,4,0,0,0,0,0,1,0.18,1,0,0,0,0,0
1690,24,1.08,22,2,0,0,0,0,1,0.04,0,1,0,0,0,0
1691,5,0.7,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0
1692,11,0.37,6,2,0,2,1,0,1,0.03,1,0,0,0,0,0
1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,41,4.5,34,1,1,2,2,1,3,0.33,3,0,0,0,0,0
1695,18,1.76,14,0,2,2,0,0,3,0.29,1,0,0,2,0,0
1696,17,2.6,12,0,2,1,1,1,2,0.31,2,0,0,0,0,0
1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,12,2.61,5,0,2,1,3,1,3,0.65,1,0,1,0,1,0
1699,9,2.08,3,3,1,1,0,1,0,0,0,0,0,0,0,0
1700,42,2.04,36,1,0,2,2,1,4,0.19,3,0,0,1,0,0
1701,36,1.39,29,2,3,0,1,1,9,0.35,6,0,2,0,1,0
1702,26,2.02,24,0,0,0,1,1,1,0.08,0,0,0,0,0,1
1703,10,0.69,7,1,0,0,2,0,1,0.07,1,0,0,0,0,0
1704,6,0.33,4,0,0,1,0,1,0,0,0,0,0,0,0,0
1705,53,2.13,48,1,1,1,1,1,5,0.2,5,0,0,0,0,0
1706,57,1.92,42,2,2,4,5,2,15,0.51,8,0,1,3,2,1
1707,36,1.55,25,0,3,1,5,2,2,0.09,1,0,0,0,1,0
1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,17,1.61,13,0,4,0,0,0,3,0.28,2,0,1,0,0,0
1711,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,3,0.1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1713,46,1.87,43,0,1,0,2,0,1,0.04,1,0,0,0,0,0
1714,15,0.93,11,0,0,0,2,2,2,0.12,2,0,0,0,0,0
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,5,0.35,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,2,0.09,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,52,2.17,38,1,1,5,3,4,8,0.33,6,0,0,1,0,1
1720,20,3.28,12,6,0,1,0,1,1,0.16,0,1,0,0,0,0
1721,1,0.22,0,0,1,0,0,0,1,0.22,0,0,1,0,0,0
1722,64,3.95,53,3,2,2,1,3,10,0.62,8,0,0,0,1,1
1723,42,2.15,32,4,4,0,2,0,0,0,0,0,0,0,0,0
1724,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1725,241,7.17,140,19,39,11,30,2,38,1.13,24,1,8,3,2,0
1726,109,3.05,49,11,20,15,9,5,14,0.39,5,2,2,3,1,1
1727,24,1.47,18,1,1,2,1,1,1,0.06,0,0,0,1,0,0
1728,3,0.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,6,1.54,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,2,0.23,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,31,2.95,22,6,0,1,0,2,0,0,0,0,0,0,0,0
1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,28,2.18,20,5,0,2,0,1,4,0.31,4,0,0,0,0,0
1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,3,0.18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,22,2.84,15,0,5,1,1,0,4,0.52,3,0,0,0,1,0
1739,18,0.53,14,0,1,3,0,0,3,0.09,1,0,0,2,0,0
1740,22,1.62,13,0,3,3,2,1,4,0.3,3,0,1,0,0,0
1741,81,2.65,68,1,1,4,3,4,16,0.52,14,0,0,0,1,1
1742,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,7,0.56,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0
1744,39,1.49,22,13,1,1,1,1,3,0.11,2,1,0,0,0,0
1745,31,2.23,21,7,1,1,0,1,4,0.29,3,0,0,0,0,1
1746,39,1.77,20,0,2,7,8,2,8,0.36,5,0,1,1,1,0
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,1,4.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1749,1,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1750,22,1.85,17,3,1,0,0,1,1,0.08,0,1,0,0,0,0
1751,38,1.42,21,0,3,5,8,1,9,0.34,4,0,0,1,4,0
1752,4,0.19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,11,1.39,8,0,0,1,2,0,1,0.13,1,0,0,0,0,0
1754,6,1.84,3,0,1,1,1,0,1,0.31,0,0,1,0,0,0
1755,14,0.39,12,0,1,1,0,0,2,0.06,2,0,0,0,0,0
1756,20,0.95,17,0,0,1,1,1,5,0.24,5,0,0,0,0,0
1757,28,0.88,18,1,2,2,2,3,2,0.06,1,0,0,0,1,0
1758,38,1.97,34,1,1,1,1,0,6,0.31,5,0,0,0,1,0
1759,31,4.13,23,2,2,1,3,0,6,0.8,5,0,1,0,0,0
1760,21,1.14,16,3,0,1,1,0,3,0.16,3,0,0,0,0,0
1761,3,0.23,3,0,0,0,0,0,2,0.16,2,0,0,0,0,0
1762,9,0.47,9,0,0,0,0,0,3,0.16,3,0,0,0,0,0
1763,46,2.95,35,1,5,1,2,2,5,0.32,3,0,1,1,0,0
1764,11,0.36,7,0,1,2,1,0,1,0.03,1,0,0,0,0,0
1765,37,1.85,30,2,2,1,0,2,2,0.1,2,0,0,0,0,0
1766,109,3.57,84,2,5,7,7,4,15,0.49,13,0,0,1,1,0
1767,11,1.53,7,1,1,1,0,1,1,0.14,1,0,0,0,0,0
1768,4,1.63,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1769,2,0.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,95,3.13,74,11,6,1,1,2,7,0.23,6,0,1,0,0,0
1771,61,2.65,42,0,7,4,4,4,8,0.35,2,0,2,2,1,1
1772,29,1.68,21,5,0,2,1,0,3,0.17,3,0,0,0,0,0
1773,3,0.22,3,0,0,0,0,0,1,0.07,1,0,0,0,0,0
1774,6,5.74,4,0,1,0,1,0,0,0,0,0,0,0,0,0
1775,14,1.05,11,0,1,1,1,0,0,0,0,0,0,0,0,0
1776,4,1.2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,40,2.23,35,0,1,0,4,0,7,0.39,6,0,1,0,0,0
1779,42,2.07,36,2,3,1,0,0,12,0.59,10,0,2,0,0,0
1780,44,1.71,36,4,2,0,1,1,7,0.27,7,0,0,0,0,0
1781,5,6.25,3,0,0,0,2,0,0,0,0,0,0,0,0,0
1782,66,2.52,39,17,0,0,8,2,8,0.31,4,3,0,0,1,0
1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,1,2.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,32,1.08,30,1,0,1,0,0,2,0.07,2,0,0,0,0,0
1786,6,1.51,4,0,1,0,1,0,0,0,0,0,0,0,0,0
1787,26,2.03,16,2,3,3,1,1,1,0.08,0,0,0,1,0,0
1788,8,1.28,7,0,0,1,0,0,0,0,0,0,0,0,0,0
1789,20,0.86,19,0,0,1,0,0,2,0.09,2,0,0,0,0,0
1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,40,2.64,21,14,0,1,3,1,1,0.07,1,0,0,0,0,0
1793,5,1.88,3,1,0,0,1,0,0,0,0,0,0,0,0,0
1794,5,0.9,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1795,1,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1796,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1797,74,3.31,56,0,4,6,6,2,15,0.67,12,0,0,2,1,0
1798,5,1.69,4,0,0,1,0,0,0,0,0,0,0,0,0,0
1799,42,2.77,28,10,1,0,2,1,4,0.26,3,1,0,0,0,0
1800,16,0.58,12,2,0,2,0,0,0,0,0,0,0,0,0,0
1801,5,2.33,1,0,2,2,0,0,0,0,0,0,0,0,0,0
1802,31,1.56,25,0,5,0,0,1,4,0.2,3,0,1,0,0,0
1803,81,2.73,62,0,9,7,2,1,18,0.61,12,0,3,2,0,1
1804,34,1.52,20,3,5,1,5,0,9,0.4,5,1,1,1,1,0
1805,19,2.06,17,0,0,0,2,0,3,0.33,3,0,0,0,0,0
1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,19,1.73,10,0,4,1,3,1,1,0.09,0,0,0,0,1,0
1809,23,1.01,20,1,0,1,1,0,3,0.13,2,0,0,1,0,0
1810,15,1.82,11,0,1,0,2,1,0,0,0,0,0,0,0,0
1811,17,3.63,6,0,2,4,3,2,2,0.43,1,0,1,0,0,0
1812,13,0.51,9,1,0,3,0,0,3,0.12,0,0,0,3,0,0
1813,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1814,51,1.71,35,0,3,5,6,2,7,0.24,6,0,0,0,1,0
1815,163,5.08,89,47,10,7,8,2,14,0.44,5,5,1,2,1,0
1816,36,2.3,27,2,1,1,3,2,8,0.51,6,0,0,1,0,1
