Unnamed: 0,SCA,SCA.1,SCA Types,SCA Types.1,SCA Types.2,SCA Types.3,SCA Types.4,SCA Types.5,GCA,GCA.1,GCA Types,GCA Types.1,GCA Types.2,GCA Types.3,GCA Types.4,GCA Types.5
Rk,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
722,3,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
723,6,0.48,6,0,0,0,0,0,0,0,0,0,0,0,0,0
724,29,1.49,20,0,2,2,4,1,2,0.1,1,0,0,0,1,0
725,4,0.26,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0
726,31,1.2,23,2,1,1,2,2,1,0.04,1,0,0,0,0,0
727,63,2.8,48,3,2,4,2,4,6,0.27,2,0,0,1,0,3
728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,8,0.36,7,0,0,1,0,0,0,0,0,0,0,0,0,0
732,8,0.82,7,0,0,0,0,1,0,0,0,0,0,0,0,0
733,14,0.43,10,0,1,0,2,1,4,0.12,2,0,1,0,1,0
734,31,2.25,15,0,10,1,5,0,4,0.29,1,0,2,0,1,0
735,10,0.59,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0
736,17,0.6,10,0,0,4,1,2,0,0,0,0,0,0,0,0
737,38,1.3,31,1,1,4,1,0,7,0.24,5,1,0,1,0,0
738,7,0.2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
739,89,2.89,40,21,18,4,5,1,5,0.16,3,0,2,0,0,0
740,12,2.04,7,0,2,1,1,1,1,0.17,0,0,0,0,0,1
741,22,1.6,18,1,1,0,2,0,2,0.15,2,0,0,0,0,0
742,90,3.5,66,0,10,2,9,3,9,0.35,8,0,0,0,0,1
743,27,1.26,18,0,2,1,6,0,4,0.19,2,0,1,0,1,0
744,15,2.99,10,4,1,0,0,0,1,0.2,1,0,0,0,0,0
745,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
747,44,3.16,32,1,2,2,3,4,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
750,1,0.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0
751,6,0.16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
752,10,0.45,6,1,1,2,0,0,0,0,0,0,0,0,0,0
753,18,1.98,17,0,0,1,0,0,3,0.33,3,0,0,0,0,0
754,14,0.95,9,0,2,0,1,2,1,0.07,1,0,0,0,0,0
755,41,1.51,36,1,1,1,0,2,5,0.18,5,0,0,0,0,0
756,60,2.06,48,0,7,3,1,1,7,0.24,7,0,0,0,0,0
757,7,1.89,7,0,0,0,0,0,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,1,0.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0
760,9,1.04,7,0,0,0,0,2,0,0,0,0,0,0,0,0
761,33,3.3,26,3,1,3,0,0,3,0.3,2,1,0,0,0,0
762,25,1.01,22,1,0,0,1,1,2,0.08,1,0,0,0,1,0
763,16,1.27,12,2,0,1,0,1,1,0.08,1,0,0,0,0,0
764,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
765,2,1.02,2,0,0,0,0,0,1,0.51,1,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,3,1.56,2,0,0,1,0,0,0,0,0,0,0,0,0,0
768,44,3.72,30,9,1,1,1,2,7,0.59,5,1,0,0,0,1
769,31,2.26,27,0,1,1,1,1,1,0.07,0,0,0,1,0,0
770,1,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0
771,11,0.42,9,0,0,2,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,10,0.44,8,1,0,1,0,0,1,0.04,1,0,0,0,0,0
774,48,1.7,31,15,0,1,1,0,3,0.11,3,0,0,0,0,0
775,116,3.6,68,36,3,4,5,0,10,0.31,4,2,1,1,2,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,85,3.02,42,25,7,7,4,0,8,0.28,5,2,0,0,1,0
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,24,2.79,20,0,1,2,0,1,1,0.12,1,0,0,0,0,0
780,5,0.36,5,0,0,0,0,0,1,0.07,1,0,0,0,0,0
781,4,2.22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
782,18,1.52,15,3,0,0,0,0,2,0.17,2,0,0,0,0,0
783,19,0.58,14,1,0,4,0,0,0,0,0,0,0,0,0,0
784,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
785,27,1.64,18,1,2,6,0,0,5,0.3,1,0,1,3,0,0
786,1,1.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0
787,10,0.44,9,0,1,0,0,0,2,0.09,2,0,0,0,0,0
788,62,4.93,37,10,5,5,5,0,3,0.24,2,0,0,1,0,0
789,63,3.11,43,0,5,7,6,2,12,0.59,7,0,2,1,1,1
790,61,2.56,41,1,10,5,4,0,3,0.13,2,0,0,1,0,0
791,2,3.46,1,0,0,0,0,1,2,3.46,1,0,0,0,0,1
792,1,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
793,7,0.18,4,1,1,1,0,0,0,0,0,0,0,0,0,0
794,2,3.46,0,2,0,0,0,0,0,0,0,0,0,0,0,0
795,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
796,1,0.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0
797,13,0.45,12,0,0,0,0,1,1,0.03,1,0,0,0,0,0
798,1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0
799,58,1.77,49,1,0,2,4,2,9,0.28,9,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,16,1.27,11,1,2,1,1,0,3,0.24,1,0,1,1,0,0
802,28,1.1,19,0,2,1,2,4,1,0.04,1,0,0,0,0,0
803,2,2.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0
804,2,1.16,1,0,1,0,0,0,0,0,0,0,0,0,0,0
805,52,2.6,25,21,2,1,3,0,4,0.2,3,1,0,0,0,0
806,21,2.55,16,0,3,1,1,0,5,0.61,1,0,3,1,0,0
807,21,2.25,18,1,0,1,0,1,1,0.11,0,1,0,0,0,0
808,16,0.93,13,0,1,1,1,0,0,0,0,0,0,0,0,0
809,15,0.72,14,0,0,1,0,0,2,0.1,1,0,0,1,0,0
810,13,0.46,9,0,0,3,0,1,4,0.14,2,0,0,2,0,0
811,3,0.58,3,0,0,0,0,0,0,0,0,0,0,0,0,0
812,15,2.43,8,0,1,1,5,0,3,0.49,1,0,0,1,1,0
813,47,2.94,31,0,3,9,4,0,10,0.62,4,0,0,3,3,0
814,64,1.93,53,6,1,0,3,1,5,0.15,4,0,0,0,1,0
815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,9,2.29,2,0,0,2,4,1,1,0.25,0,0,0,0,1,0
817,1,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
818,37,1.44,22,0,4,5,3,3,8,0.31,2,0,2,1,2,1
819,14,2.76,8,0,1,0,3,2,0,0,0,0,0,0,0,0
820,67,2.04,55,0,1,2,5,4,6,0.18,5,0,0,0,1,0
821,32,2.05,21,0,0,8,1,2,3,0.19,1,0,0,2,0,0
822,51,3.31,30,18,0,3,0,0,2,0.13,2,0,0,0,0,0
823,4,0.2,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0
824,2,6.92,2,0,0,0,0,0,0,0,0,0,0,0,0,0
825,12,1.47,9,0,0,1,1,1,3,0.37,2,0,0,1,0,0
826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,23,2.42,17,0,2,0,3,1,3,0.32,2,0,1,0,0,0
828,11,1.75,10,1,0,0,0,0,0,0,0,0,0,0,0,0
829,22,0.76,16,4,1,0,0,1,5,0.17,4,0,1,0,0,0
830,3,1.17,2,0,0,0,0,1,0,0,0,0,0,0,0,0
831,47,2.39,33,8,0,6,0,0,9,0.46,4,2,0,3,0,0
832,28,2.16,24,0,1,1,2,0,3,0.23,2,0,0,0,1,0
833,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
834,2,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
835,14,0.51,14,0,0,0,0,0,4,0.15,4,0,0,0,0,0
836,84,3.08,48,17,7,3,6,3,5,0.18,4,0,0,1,0,0
837,16,1.98,11,2,1,2,0,0,2,0.25,1,0,0,1,0,0
838,83,2.92,48,13,10,2,8,2,12,0.42,4,2,4,1,1,0
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0
841,23,0.81,20,0,0,0,2,1,4,0.14,3,0,0,0,1,0
842,28,1.67,22,3,0,0,3,0,3,0.18,2,0,0,0,1,0
843,47,4.82,28,16,2,0,1,0,5,0.51,5,0,0,0,0,0
844,2,2.86,0,0,0,0,2,0,0,0,0,0,0,0,0,0
845,2,4.19,2,0,0,0,0,0,0,0,0,0,0,0,0,0
846,11,0.34,8,1,0,1,0,1,1,0.03,0,0,0,1,0,0
847,1,4.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0
848,7,0.34,6,1,0,0,0,0,0,0,0,0,0,0,0,0
849,150,4.67,74,37,12,8,17,2,14,0.44,5,4,1,2,2,0
850,20,0.68,15,0,2,2,1,0,3,0.1,1,0,1,1,0,0
851,29,7.29,20,2,4,2,0,1,1,0.25,1,0,0,0,0,0
852,4,1.66,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
853,2,7.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0
854,8,1.95,8,0,0,0,0,0,0,0,0,0,0,0,0,0
855,42,1.31,33,1,4,1,3,0,9,0.28,7,1,1,0,0,0
856,28,2.21,24,1,1,1,0,1,3,0.24,2,0,0,1,0,0
857,52,3.09,41,0,3,4,2,2,3,0.18,1,0,0,2,0,0
858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,19,3.97,12,1,1,0,5,0,2,0.42,0,0,1,0,1,0
861,30,2.83,23,3,0,2,0,2,5,0.47,5,0,0,0,0,0
862,10,2.65,7,0,1,0,1,1,1,0.27,1,0,0,0,0,0
863,3,0.67,1,0,0,2,0,0,0,0,0,0,0,0,0,0
864,138,4.74,78,18,18,7,16,1,17,0.58,9,3,3,0,2,0
865,8,0.35,8,0,0,0,0,0,0,0,0,0,0,0,0,0
866,7,0.69,7,0,0,0,0,0,0,0,0,0,0,0,0,0
867,10,0.34,8,0,0,0,1,1,1,0.03,1,0,0,0,0,0
868,46,2.63,33,0,5,4,4,0,10,0.57,7,0,1,1,1,0
869,113,3.44,71,11,14,5,10,2,22,0.67,16,0,2,1,3,0
870,168,4.88,121,22,4,10,8,3,27,0.78,23,2,0,2,0,0
871,15,1.61,9,5,0,1,0,0,1,0.11,0,1,0,0,0,0
872,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
873,40,1.85,19,20,0,0,1,0,4,0.18,3,1,0,0,0,0
874,3,0.14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
877,5,3.15,3,0,0,2,0,0,0,0,0,0,0,0,0,0
878,11,2.54,8,0,0,1,2,0,3,0.69,2,0,0,1,0,0
879,11,0.48,9,2,0,0,0,0,0,0,0,0,0,0,0,0
880,12,0.52,9,0,0,2,1,0,3,0.13,1,0,0,1,1,0
881,29,2.2,21,0,3,0,0,5,3,0.23,2,0,0,0,0,1
882,36,1.27,33,1,1,0,0,1,10,0.35,9,0,1,0,0,0
883,6,0.61,6,0,0,0,0,0,2,0.2,2,0,0,0,0,0
884,106,3.78,61,33,5,2,5,0,11,0.39,8,2,0,1,0,0
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,2,0.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
887,56,1.96,47,0,0,1,3,5,6,0.21,5,0,0,0,0,1
888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,72,2.7,38,25,4,1,4,0,6,0.23,4,2,0,0,0,0
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,19,3.14,15,0,2,2,0,0,1,0.17,1,0,0,0,0,0
892,107,3.39,80,0,12,9,5,1,9,0.29,8,0,0,1,0,0
893,8,2.49,6,0,0,0,1,1,1,0.31,1,0,0,0,0,0
894,66,2.31,46,13,3,2,1,1,3,0.1,2,1,0,0,0,0
895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,3,0.75,2,0,0,0,1,0,1,0.25,1,0,0,0,0,0
897,1,2.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0
898,27,1.58,22,3,0,2,0,0,1,0.06,1,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,67,3.73,43,8,9,4,2,1,14,0.78,9,0,1,3,1,0
901,5,0.42,5,0,0,0,0,0,0,0,0,0,0,0,0,0
902,60,2.34,50,0,3,3,3,1,12,0.47,9,0,1,1,1,0
903,18,0.72,14,0,0,1,2,1,1,0.04,0,0,0,0,1,0
904,3,0.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0
905,65,2.04,45,9,5,1,3,2,9,0.28,6,1,1,0,1,0
906,45,1.22,40,3,0,0,1,1,4,0.11,3,0,0,0,1,0
907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,30,1.24,25,0,3,0,1,1,2,0.08,2,0,0,0,0,0
909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,4,0.55,4,0,0,0,0,0,0,0,0,0,0,0,0,0
911,26,0.73,23,0,0,1,2,0,2,0.06,0,0,0,1,1,0
912,16,2.61,15,0,0,0,1,0,3,0.49,3,0,0,0,0,0
913,71,2.48,59,1,1,5,4,1,12,0.42,7,1,0,3,1,0
914,75,4.39,50,8,6,4,5,2,9,0.53,5,1,1,0,1,1
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,58,3.46,43,6,6,1,2,0,5,0.3,5,0,0,0,0,0
917,9,0.56,9,0,0,0,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,4,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
920,6,1.32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
921,10,0.88,8,2,0,0,0,0,1,0.09,0,1,0,0,0,0
922,23,0.78,18,2,0,1,2,0,5,0.17,4,0,0,1,0,0
923,11,0.85,10,0,0,0,1,0,1,0.08,1,0,0,0,0,0
924,15,1.96,13,1,1,0,0,0,2,0.26,2,0,0,0,0,0
925,21,1.23,17,2,1,0,0,1,1,0.06,1,0,0,0,0,0
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,38,3.69,23,13,0,1,1,0,4,0.39,2,1,0,0,1,0
928,67,2.52,58,1,2,1,2,3,5,0.19,4,0,0,0,0,1
929,21,3.32,16,0,1,1,1,2,1,0.16,1,0,0,0,0,0
930,78,2.59,61,2,5,2,4,4,11,0.37,8,0,1,0,0,2
931,24,0.78,17,4,1,0,1,1,2,0.06,1,1,0,0,0,0
932,26,0.76,21,0,1,3,1,0,5,0.15,4,0,0,1,0,0
933,10,2.06,9,0,1,0,0,0,2,0.41,2,0,0,0,0,0
934,73,3.01,49,7,4,1,7,5,16,0.66,10,1,1,0,2,2
935,3,0.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0
936,113,3.73,75,15,7,4,11,1,10,0.33,7,1,1,0,1,0
937,18,1.85,11,0,2,1,4,0,2,0.21,1,0,0,0,1,0
938,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0
939,34,1.04,24,5,0,3,2,0,3,0.09,3,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,1,0.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0
942,3,0.48,3,0,0,0,0,0,0,0,0,0,0,0,0,0
943,26,2.69,17,1,2,3,2,1,7,0.72,3,0,1,2,0,1
944,24,2.63,16,5,1,2,0,0,3,0.33,1,1,0,1,0,0
945,17,1.24,13,1,1,1,1,0,6,0.44,4,0,1,0,1,0
946,35,1.61,31,0,0,1,1,2,3,0.14,3,0,0,0,0,0
947,14,1.64,8,0,2,0,2,2,3,0.35,1,0,1,0,0,1
948,6,1.26,6,0,0,0,0,0,2,0.42,2,0,0,0,0,0
949,69,2.03,51,9,3,0,6,0,7,0.21,4,3,0,0,0,0
950,41,1.46,24,7,3,1,5,1,3,0.11,2,1,0,0,0,0
951,16,1.79,13,0,0,1,2,0,3,0.33,2,0,0,1,0,0
952,14,1.17,10,0,0,2,2,0,2,0.17,2,0,0,0,0,0
953,46,2.62,37,0,3,0,2,4,4,0.23,3,0,1,0,0,0
954,33,2.28,14,0,6,2,9,2,8,0.55,0,0,3,0,3,2
955,12,2.47,7,5,0,0,0,0,1,0.21,0,1,0,0,0,0
956,39,3.14,33,0,2,2,2,0,0,0,0,0,0,0,0,0
957,18,0.84,15,1,0,0,0,2,1,0.05,1,0,0,0,0,0
958,8,0.23,7,0,0,0,0,1,1,0.03,0,0,0,0,0,1
959,4,0.94,3,0,0,0,1,0,0,0,0,0,0,0,0,0
960,11,0.88,7,0,0,1,2,1,1,0.08,0,0,0,0,1,0
961,8,1.43,7,1,0,0,0,0,0,0,0,0,0,0,0,0
962,33,1.7,26,0,1,0,5,1,2,0.1,2,0,0,0,0,0
963,79,2.62,48,22,2,0,5,2,9,0.3,6,1,0,0,1,1
964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,8,0.58,5,1,0,2,0,0,1,0.07,1,0,0,0,0,0
966,31,1.51,25,0,1,1,2,2,4,0.19,3,0,0,0,1,0
967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,13,2.28,8,2,0,2,1,0,1,0.18,1,0,0,0,0,0
969,4,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,15,4.46,9,0,3,2,1,0,0,0,0,0,0,0,0,0
972,2,0.08,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0
973,14,1.83,12,0,0,2,0,0,1,0.13,1,0,0,0,0,0
974,38,1.13,30,3,0,2,3,0,4,0.12,2,1,0,1,0,0
975,1,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
976,24,3.28,15,8,0,1,0,0,1,0.14,0,1,0,0,0,0
977,18,1.57,16,0,0,0,2,0,1,0.09,1,0,0,0,0,0
978,39,1.81,27,3,2,4,3,0,8,0.37,6,0,0,1,1,0
979,5,0.53,4,0,0,0,1,0,0,0,0,0,0,0,0,0
980,58,2.58,43,0,11,1,3,0,3,0.13,2,0,0,0,1,0
981,6,1.84,6,0,0,0,0,0,0,0,0,0,0,0,0,0
982,2,3.91,2,0,0,0,0,0,0,0,0,0,0,0,0,0
983,55,3.07,30,9,4,6,6,0,1,0.06,0,0,0,1,0,0
984,32,2.12,23,6,1,0,1,1,6,0.4,5,1,0,0,0,0
985,12,3.74,6,4,0,2,0,0,1,0.31,0,0,0,1,0,0
986,4,0.44,4,0,0,0,0,0,1,0.11,1,0,0,0,0,0
987,17,3.7,12,2,0,0,3,0,1,0.22,0,0,0,0,1,0
988,6,1.26,4,1,0,0,1,0,0,0,0,0,0,0,0,0
989,3,0.09,2,1,0,0,0,0,1,0.03,0,1,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,4,1.38,4,0,0,0,0,0,0,0,0,0,0,0,0,0
992,3,0.66,3,0,0,0,0,0,0,0,0,0,0,0,0,0
993,5,2.09,5,0,0,0,0,0,0,0,0,0,0,0,0,0
994,30,0.88,28,0,1,0,1,0,5,0.15,5,0,0,0,0,0
995,19,0.64,13,0,0,5,1,0,3,0.1,1,0,0,2,0,0
996,15,1.8,12,0,0,2,0,1,0,0,0,0,0,0,0,0
997,11,2.76,7,0,1,1,1,1,3,0.75,1,0,0,1,0,1
998,13,0.36,12,0,1,0,0,0,1,0.03,1,0,0,0,0,0
999,79,4.32,64,7,4,3,1,0,11,0.6,9,1,0,0,1,0
1000,10,0.34,7,0,0,2,1,0,2,0.07,1,0,0,1,0,0
1001,20,0.72,19,0,0,0,1,0,2,0.07,2,0,0,0,0,0
1002,5,3.21,4,0,0,0,1,0,3,1.93,2,0,0,0,1,0
1003,14,2.65,6,5,1,1,0,1,2,0.38,0,1,0,1,0,0
1004,12,0.58,12,0,0,0,0,0,2,0.1,2,0,0,0,0,0
1005,12,0.46,11,1,0,0,0,0,1,0.04,0,1,0,0,0,0
1006,3,0.13,2,1,0,0,0,0,1,0.04,0,1,0,0,0,0
1007,49,4.13,20,23,3,2,0,1,12,1.01,6,5,0,0,0,1
1008,1,4.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1009,35,2.01,31,2,1,0,0,1,2,0.11,2,0,0,0,0,0
1010,29,1.57,21,0,3,2,3,0,6,0.32,3,0,0,2,1,0
1011,9,1.91,6,3,0,0,0,0,2,0.42,1,1,0,0,0,0
1012,2,0.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,48,1.61,28,0,2,5,12,1,11,0.37,3,0,0,3,5,0
1014,62,2.18,47,6,6,2,1,0,4,0.14,3,1,0,0,0,0
1015,36,4.86,20,4,7,1,4,0,5,0.68,4,0,1,0,0,0
1016,37,3.64,22,5,4,0,5,1,2,0.2,1,0,0,0,1,0
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,19,2.16,11,6,0,1,1,0,1,0.11,1,0,0,0,0,0
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,3,0.14,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1021,21,1.28,16,0,1,1,2,1,2,0.12,2,0,0,0,0,0
1022,32,2.98,17,3,3,1,7,1,5,0.47,3,0,1,0,1,0
1023,13,0.41,9,0,0,1,2,1,4,0.13,1,0,0,1,1,1
1024,4,0.16,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1025,4,0.28,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1026,30,2.89,20,0,3,3,4,0,7,0.67,3,0,2,1,1,0
1027,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,1,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,1,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,46,2.43,35,0,2,5,2,2,14,0.74,10,0,2,2,0,0
1031,52,1.96,41,7,0,1,3,0,6,0.23,6,0,0,0,0,0
1032,65,2.32,54,2,1,4,2,2,11,0.39,9,1,0,1,0,0
1033,121,3.96,75,13,9,8,9,7,14,0.46,4,3,1,2,2,2
1034,24,0.76,16,2,1,1,1,3,1,0.03,1,0,0,0,0,0
1035,30,0.96,26,0,1,0,2,1,2,0.06,2,0,0,0,0,0
1036,11,0.88,7,1,1,1,1,0,1,0.08,1,0,0,0,0,0
1037,11,0.84,8,0,0,1,2,0,0,0,0,0,0,0,0,0
1038,14,0.55,12,1,0,1,0,0,5,0.2,4,0,0,1,0,0
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,16,3.26,10,3,1,2,0,0,2,0.41,2,0,0,0,0,0
1041,13,1.22,7,0,0,2,3,1,2,0.19,0,0,0,0,2,0
1042,150,6.18,114,14,8,2,11,1,21,0.86,17,0,0,0,3,1
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,50,2.47,29,1,8,7,4,1,5,0.25,3,0,2,0,0,0
1045,15,1.62,10,1,2,0,2,0,4,0.43,3,0,0,0,1,0
1046,46,3.84,29,14,0,1,2,0,6,0.5,4,1,0,0,1,0
1047,6,0.61,3,0,1,0,2,0,1,0.1,0,0,0,0,1,0
1048,88,3.04,76,3,3,2,3,1,10,0.35,9,0,0,0,1,0
1049,119,4.63,70,32,7,5,4,1,18,0.7,13,4,0,1,0,0
1050,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,42,2.01,35,0,2,2,2,1,7,0.34,5,0,1,0,1,0
1052,14,0.86,12,0,1,1,0,0,1,0.06,1,0,0,0,0,0
1053,110,3.99,63,40,0,4,2,1,9,0.33,6,3,0,0,0,0
1054,5,3.04,4,0,0,1,0,0,2,1.22,2,0,0,0,0,0
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,22,0.95,18,0,2,0,1,1,0,0,0,0,0,0,0,0
1057,2,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1058,23,1.57,21,0,0,0,1,1,1,0.07,1,0,0,0,0,0
1059,27,1.35,18,0,3,1,3,2,5,0.25,3,0,1,0,1,0
1060,7,0.61,6,0,0,0,1,0,0,0,0,0,0,0,0,0
1061,85,3.34,53,1,12,4,14,1,16,0.63,12,0,1,1,1,1
1062,38,1.88,29,2,0,2,5,0,3,0.15,1,0,0,0,2,0
1063,87,3.53,75,4,5,1,1,1,16,0.65,14,1,0,1,0,0
1064,1,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,3,0.24,1,0,0,1,1,0,1,0.08,0,0,0,0,1,0
1066,28,1.21,26,0,1,1,0,0,3,0.13,2,0,0,1,0,0
1067,36,2.23,21,5,1,6,2,1,3,0.19,2,0,0,1,0,0
1068,28,1.22,23,0,0,2,1,2,4,0.17,3,0,0,1,0,0
1069,5,2.16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,11,1.33,10,0,0,0,0,1,0,0,0,0,0,0,0,0
1071,23,1.86,12,7,0,2,2,0,5,0.4,4,0,0,1,0,0
1072,5,0.23,3,0,0,1,0,1,1,0.05,1,0,0,0,0,0
1073,57,2.92,51,1,1,1,1,2,10,0.51,8,1,0,0,1,0
1074,56,2.86,40,0,6,3,7,0,5,0.26,2,0,2,0,1,0
1075,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,6,0.28,4,0,0,1,0,1,1,0.05,1,0,0,0,0,0
1077,15,0.98,11,1,0,1,2,0,2,0.13,1,0,0,0,1,0
1078,83,3.68,61,4,9,5,2,2,10,0.44,3,1,3,1,1,1
1079,102,3,70,25,1,2,2,2,8,0.24,6,1,0,0,0,1
1080,12,0.61,10,0,0,1,0,1,2,0.1,1,0,0,1,0,0
1081,10,1.08,6,0,0,1,3,0,1,0.11,1,0,0,0,0,0
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,26,0.82,19,0,2,1,3,1,4,0.13,1,0,0,1,2,0
1084,4,0.2,3,0,0,1,0,0,1,0.05,0,0,0,1,0,0
1085,7,1.99,4,1,0,0,2,0,1,0.28,1,0,0,0,0,0
1086,59,1.86,49,0,5,3,1,1,9,0.28,8,0,1,0,0,0
1087,62,2.32,39,0,10,9,3,1,16,0.6,10,0,4,2,0,0
1088,7,1.3,4,0,2,0,0,1,0,0,0,0,0,0,0,0
1089,11,0.72,9,1,0,1,0,0,1,0.07,0,0,0,1,0,0
1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,25,2.66,15,3,3,1,3,0,3,0.32,3,0,0,0,0,0
